# Filename	C:\Users\labuser\Documents\Data\2018-09-24\1_fscan.txt
# Date	2018-9-25-19:33
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using n=34 + 1 f_MW. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field during lasers, for 300 ns. Variable attenuation at -20 dB.
# Frequency (Hz)	Voltage (V)
18496300000.000	-0.026
18497300000.000	-0.026
18498300000.000	-0.029
18499300000.000	-0.031
18500300000.000	-0.047
18501300000.000	-0.057
18502300000.000	-0.064
18503300000.000	-0.077
18504300000.000	-0.085
18505300000.000	-0.090
18506300000.000	-0.097
18507300000.000	-0.122
18508300000.000	-0.140
18509300000.000	-0.150
18510300000.000	-0.188
18511300000.000	-0.184
18512300000.000	-0.192
18513300000.000	-0.189
18514300000.000	-0.160
18515300000.000	-0.145
18516300000.000	-0.126
18517300000.000	-0.105
18518300000.000	-0.085
18519300000.000	-0.070
18520300000.000	-0.059
18521300000.000	-0.055
18522300000.000	-0.046
18523300000.000	-0.034
18524300000.000	-0.034
18525300000.000	-0.032
18526300000.000	-0.028
18527300000.000	-0.018
18528300000.000	-0.016
18529300000.000	-0.013
18490400000.000	-0.012
18491400000.000	-0.009
18492400000.000	-0.014
18493400000.000	-0.011
18494400000.000	-0.015
18495400000.000	-0.016
18496400000.000	-0.023
18497400000.000	-0.027
18498400000.000	-0.032
18499400000.000	-0.034
18500400000.000	-0.050
18501400000.000	-0.054
18502400000.000	-0.065
18503400000.000	-0.081
18504400000.000	-0.091
18505400000.000	-0.100
18506400000.000	-0.118
18507400000.000	-0.137
18508400000.000	-0.150
18509400000.000	-0.157
18510400000.000	-0.179
18511400000.000	-0.191
18512400000.000	-0.180
18513400000.000	-0.180
18514400000.000	-0.152
18515400000.000	-0.138
18516400000.000	-0.120
18517400000.000	-0.104
18518400000.000	-0.091
18519400000.000	-0.072
18520400000.000	-0.062
18521400000.000	-0.053
18522400000.000	-0.052
18523400000.000	-0.040
18524400000.000	-0.034
18525400000.000	-0.034
18526400000.000	-0.030
18527400000.000	-0.028
18528400000.000	-0.024
18529400000.000	-0.020
18490500000.000	-0.018
18491500000.000	-0.015
18492500000.000	-0.024
18493500000.000	-0.019
18494500000.000	-0.024
18495500000.000	-0.024
18496500000.000	-0.029
18497500000.000	-0.032
18498500000.000	-0.038
18499500000.000	-0.039
18500500000.000	-0.043
18501500000.000	-0.047
18502500000.000	-0.063
18503500000.000	-0.068
18504500000.000	-0.084
18505500000.000	-0.087
18506500000.000	-0.114
18507500000.000	-0.135
18508500000.000	-0.149
18509500000.000	-0.160
18510500000.000	-0.188
18511500000.000	-0.199
18512500000.000	-0.189
18513500000.000	-0.179
18514500000.000	-0.148
18515500000.000	-0.135
18516500000.000	-0.118
18517500000.000	-0.098
18518500000.000	-0.087
18519500000.000	-0.072
18520500000.000	-0.058
18521500000.000	-0.054
18522500000.000	-0.047
18523500000.000	-0.037
18524500000.000	-0.028
18525500000.000	-0.029
18526500000.000	-0.031
18527500000.000	-0.026
18528500000.000	-0.025
18529500000.000	-0.023
18490600000.000	-0.012
18491600000.000	-0.015
18492600000.000	-0.016
18493600000.000	-0.017
18494600000.000	-0.021
18495600000.000	-0.028
18496600000.000	-0.033
18497600000.000	-0.036
18498600000.000	-0.039
18499600000.000	-0.052
18500600000.000	-0.053
18501600000.000	-0.063
18502600000.000	-0.073
18503600000.000	-0.076
18504600000.000	-0.103
18505600000.000	-0.119
18506600000.000	-0.119
18507600000.000	-0.136
18508600000.000	-0.154
18509600000.000	-0.170
18510600000.000	-0.180
18511600000.000	-0.188
18512600000.000	-0.187
18513600000.000	-0.160
18514600000.000	-0.148
18515600000.000	-0.130
18516600000.000	-0.111
18517600000.000	-0.103
18518600000.000	-0.091
18519600000.000	-0.071
18520600000.000	-0.059
18521600000.000	-0.049
18522600000.000	-0.045
18523600000.000	-0.030
18524600000.000	-0.031
18525600000.000	-0.029
18526600000.000	-0.032
18527600000.000	-0.030
18528600000.000	-0.023
18529600000.000	-0.021
18490700000.000	-0.016
18491700000.000	-0.014
18492700000.000	-0.017
18493700000.000	-0.021
18494700000.000	-0.022
18495700000.000	-0.026
18496700000.000	-0.023
18497700000.000	-0.026
18498700000.000	-0.042
18499700000.000	-0.039
18500700000.000	-0.050
18501700000.000	-0.058
18502700000.000	-0.065
18503700000.000	-0.075
18504700000.000	-0.089
18505700000.000	-0.108
18506700000.000	-0.107
18507700000.000	-0.130
18508700000.000	-0.145
18509700000.000	-0.164
18510700000.000	-0.185
18511700000.000	-0.191
18512700000.000	-0.185
18513700000.000	-0.173
18514700000.000	-0.149
18515700000.000	-0.135
18516700000.000	-0.120
18517700000.000	-0.101
18518700000.000	-0.091
18519700000.000	-0.068
18520700000.000	-0.063
18521700000.000	-0.049
18522700000.000	-0.043
18523700000.000	-0.027
18524700000.000	-0.028
18525700000.000	-0.028
18526700000.000	-0.026
18527700000.000	-0.024
18528700000.000	-0.023
18529700000.000	-0.020
18490800000.000	-0.013
18491800000.000	-0.012
18492800000.000	-0.015
18493800000.000	-0.015
18494800000.000	-0.014
18495800000.000	-0.025
18496800000.000	-0.023
18497800000.000	-0.030
18498800000.000	-0.036
18499800000.000	-0.039
18500800000.000	-0.044
18501800000.000	-0.060
18502800000.000	-0.074
18503800000.000	-0.080
18504800000.000	-0.098
18505800000.000	-0.120
18506800000.000	-0.128
18507800000.000	-0.129
18508800000.000	-0.154
18509800000.000	-0.164
18510800000.000	-0.181
18511800000.000	-0.185
18512800000.000	-0.171
18513800000.000	-0.151
18514800000.000	-0.140
18515800000.000	-0.116
18516800000.000	-0.110
18517800000.000	-0.099
18518800000.000	-0.088
18519800000.000	-0.070
18520800000.000	-0.066
18521800000.000	-0.057
18522800000.000	-0.048
18523800000.000	-0.038
18524800000.000	-0.030
18525800000.000	-0.031
18526800000.000	-0.021
18527800000.000	-0.021
18528800000.000	-0.021
18529800000.000	-0.022
18490900000.000	-0.016
18491900000.000	-0.013
18492900000.000	-0.015
18493900000.000	-0.013
18494900000.000	-0.021
18495900000.000	-0.025
18496900000.000	-0.027
18497900000.000	-0.030
18498900000.000	-0.034
18499900000.000	-0.034
18500900000.000	-0.051
18501900000.000	-0.055
18502900000.000	-0.063
18503900000.000	-0.078
18504900000.000	-0.086
18505900000.000	-0.106
18506900000.000	-0.116
18507900000.000	-0.146
18508900000.000	-0.154
18509900000.000	-0.159
18510900000.000	-0.177
18511900000.000	-0.190
18512900000.000	-0.186
18513900000.000	-0.169
18514900000.000	-0.142
18515900000.000	-0.132
18516900000.000	-0.114
18517900000.000	-0.100
18518900000.000	-0.080
18519900000.000	-0.062
18520900000.000	-0.057
18521900000.000	-0.047
18522900000.000	-0.037
18523900000.000	-0.037
18524900000.000	-0.037
18525900000.000	-0.033
18526900000.000	-0.029
18527900000.000	-0.026
18528900000.000	-0.023
18529900000.000	-0.022
