# Filename	C:\Users\labuser\Documents\Data\2018-09-26\1_fscan.txt
# Date	2018-9-26-17:43
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using 27d. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field during lasers, for 300 ns. Variable attenuation at -12 dB.
# Frequency (Hz)	Voltage (V)
18515500000.000	-0.053
18516500000.000	-0.048
18517500000.000	-0.045
18518500000.000	-0.046
18519500000.000	-0.048
18520500000.000	-0.042
18521500000.000	-0.044
18522500000.000	-0.048
18523500000.000	-0.046
18524500000.000	-0.044
18525500000.000	-0.044
18526500000.000	-0.040
18527500000.000	-0.040
18528500000.000	-0.041
18529500000.000	-0.043
18500600000.000	-0.040
18501600000.000	-0.046
18502600000.000	-0.054
18503600000.000	-0.047
18504600000.000	-0.043
18505600000.000	-0.046
18506600000.000	-0.045
18507600000.000	-0.042
18508600000.000	-0.042
18509600000.000	-0.045
18510600000.000	-0.054
18511600000.000	-0.057
18512600000.000	-0.059
18513600000.000	-0.063
18514600000.000	-0.055
18515600000.000	-0.048
18516600000.000	-0.043
18517600000.000	-0.045
18518600000.000	-0.048
18519600000.000	-0.041
18520600000.000	-0.047
18521600000.000	-0.044
18522600000.000	-0.044
18523600000.000	-0.042
18524600000.000	-0.045
18525600000.000	-0.047
18526600000.000	-0.047
18527600000.000	-0.043
18528600000.000	-0.054
18529600000.000	-0.045
18500700000.000	-0.041
18501700000.000	-0.049
18502700000.000	-0.043
18503700000.000	-0.045
18504700000.000	-0.051
18505700000.000	-0.049
18506700000.000	-0.050
18507700000.000	-0.052
18508700000.000	-0.050
18509700000.000	-0.049
18510700000.000	-0.052
18511700000.000	-0.067
18512700000.000	-0.068
18513700000.000	-0.067
18514700000.000	-0.056
18515700000.000	-0.049
18516700000.000	-0.050
18517700000.000	-0.047
18518700000.000	-0.044
18519700000.000	-0.039
18520700000.000	-0.041
18521700000.000	-0.046
18522700000.000	-0.045
18523700000.000	-0.045
18524700000.000	-0.049
18525700000.000	-0.047
18526700000.000	-0.043
18527700000.000	-0.043
18528700000.000	-0.050
18529700000.000	-0.044
18500800000.000	-0.047
18501800000.000	-0.043
18502800000.000	-0.041
18503800000.000	-0.052
18504800000.000	-0.045
18505800000.000	-0.050
18506800000.000	-0.051
18507800000.000	-0.049
18508800000.000	-0.050
18509800000.000	-0.051
18510800000.000	-0.059
18511800000.000	-0.069
18512800000.000	-0.070
18513800000.000	-0.065
18514800000.000	-0.058
18515800000.000	-0.057
18516800000.000	-0.048
18517800000.000	-0.046
18518800000.000	-0.047
18519800000.000	-0.042
18520800000.000	-0.047
18521800000.000	-0.047
18522800000.000	-0.052
18523800000.000	-0.054
18524800000.000	-0.050
18525800000.000	-0.051
18526800000.000	-0.050
18527800000.000	-0.050
18528800000.000	-0.052
18529800000.000	-0.047
18500900000.000	-0.040
18501900000.000	-0.047
18502900000.000	-0.047
18503900000.000	-0.050
18504900000.000	-0.050
18505900000.000	-0.050
18506900000.000	-0.046
18507900000.000	-0.054
18508900000.000	-0.046
18509900000.000	-0.050
18510900000.000	-0.059
18511900000.000	-0.063
18512900000.000	-0.061
18513900000.000	-0.059
18514900000.000	-0.055
18515900000.000	-0.052
18516900000.000	-0.050
18517900000.000	-0.049
18518900000.000	-0.042
18519900000.000	-0.047
18520900000.000	-0.050
18521900000.000	-0.046
18522900000.000	-0.053
18523900000.000	-0.041
18524900000.000	-0.042
18525900000.000	-0.043
18526900000.000	-0.046
18527900000.000	-0.049
18528900000.000	-0.048
18529900000.000	-0.047
