# Filename	C:\Users\labuser\Documents\Data\2018-09-26\2_fscan.txt
# Date	2018-9-26-18:7
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using 27d. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field during lasers, for 300 ns. Variable attenuation at -5 dB.
# Frequency (Hz)	Voltage (V)
19642400000.000	-0.084
19645400000.000	-0.087
19648400000.000	-0.083
19651400000.000	-0.088
19654400000.000	-0.098
19657400000.000	-0.093
19660400000.000	-0.103
19663400000.000	-0.100
19666400000.000	-0.107
19669400000.000	-0.105
19672400000.000	-0.106
19675400000.000	-0.100
19678400000.000	-0.105
19612700000.000	-0.115
19615700000.000	-0.114
19618700000.000	-0.111
19621700000.000	-0.108
19624700000.000	-0.114
19627700000.000	-0.103
19630700000.000	-0.105
19633700000.000	-0.102
19636700000.000	-0.085
19639700000.000	-0.086
19642700000.000	-0.084
19645700000.000	-0.088
19648700000.000	-0.095
19651700000.000	-0.097
19654700000.000	-0.096
19657700000.000	-0.099
19660700000.000	-0.105
19663700000.000	-0.110
19666700000.000	-0.107
19669700000.000	-0.102
19672700000.000	-0.109
19675700000.000	-0.114
19678700000.000	-0.113
