# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 40.15 mm
# Type:	Frequency
# Hittite Freq:	19644.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	40.15
i	f	b	s	n
85	-4510.12	0.00908357	0.0169099	0.0187843	
86	-4510.22	0.00908357	0.0133585	0.0205929	
87	-4510.12	0.00908357	0.0136873	0.0123062	
88	-4510.12	0.00908357	0.0152329	0.0144765	
89	-4510.12	0.00908357	0.0179951	0.0165811	
90	-4510.02	0.00908357	0.0150684	0.0166797	
91	-4510.02	0.00908357	0.0130954	0.0185541	
92	-4510.02	0.00908357	0.0189816	0.014345	
93	-4510.02	0.00908357	0.0127994	0.017173	
94	-4510.02	0.00908357	0.00957683	0.0127337	
95	-4510.02	0.00908357	0.010958	0.0153315	
96	-4509.92	0.00908357	0.0107278	0.0127994	
97	-4509.92	0.00908357	0.00875473	0.0176005	
98	-4509.92	0.00908357	0.0129968	0.0144108	
99	-4509.92	0.00908357	0.0139504	0.0212506	
100	-4509.92	0.00908357	0.0127994	0.0159234	
101	-4509.92	0.00908357	0.0144765	0.0128981	
102	-4509.92	0.00908357	0.0157261	0.0195078	
103	-4509.82	0.00908357	0.0126021	0.0123391	
104	-4509.82	0.00908357	0.0121747	0.0118129	
105	-4509.72	0.00908357	0.0120102	0.0120102	
106	-4509.72	0.00908357	0.00947818	0.0124706	
107	-4509.72	0.00908357	0.0122075	0.0180938	
108	-4509.72	0.00908357	0.0137531	0.0151671	
109	-4509.72	0.00908357	0.00773533	0.0122733	
110	-4509.62	0.00908357	0.0130296	0.0153315	
111	-4509.62	0.00908357	0.0123062	0.0114841	
112	-4509.62	0.00908357	0.0107935	0.010662	
113	-4509.52	0.00908357	0.011221	0.010662	
114	-4509.62	0.00908357	0.00776822	0.01349	
115	-4509.52	0.00908357	0.0100701	0.0127666	
116	-4509.52	0.00908357	0.0123391	0.0116485	
117	-4509.52	0.00908357	0.0096426	0.014049	
118	-4509.42	0.00908357	0.00931376	0.0116485	
119	-4509.42	0.00908357	0.0121089	0.00951106	
120	-4509.42	0.00908357	0.00651863	0.0148054	
121	-4509.42	0.00908357	0.00974125	0.00865608	
122	-4509.32	0.00908357	0.00638709	0.00829436	
123	-4509.32	0.00908357	0.00812994	0.0131612	
124	-4509.32	0.00908357	0.0113197	0.011517	
125	-4509.32	0.00908357	0.00487443	0.0100701	
126	-4509.32	0.00908357	0.00859031	0.00770245	
127	-4509.32	0.00908357	0.00714342	0.0090178	
128	-4509.32	0.00908357	0.00750514	0.012076	
129	-4509.32	0.00908357	0.0100043	0.0119116	
130	-4509.22	0.00908357	0.0104647	0.00875473	
131	-4509.22	0.00908357	0.0115827	0.00928087	
132	-4509.22	0.00908357	0.0104318	0.012076	
133	-4509.22	0.00908357	0.00885338	0.0136544	
134	-4509.22	0.00908357	0.00734073	0.0118787	
