# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at at 42.15 mm
# Type:	Frequency
# Hittite Freq:	19644.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	42.15
i	f	b	s	n
123	-4509.62	0.00686391	0.0107935	0.0106291	
124	-4509.62	0.00686391	0.0117143	0.012931	
125	-4509.62	0.00686391	0.0119445	0.0104647	
126	-4509.62	0.00686391	0.00914934	0.010366	
127	-4509.62	0.00686391	0.0116485	0.014345	
128	-4509.52	0.00686391	0.0135558	0.0161536	
129	-4509.52	0.00686391	0.0116156	0.0145752	
130	-4509.52	0.00686391	0.0119116	0.00826147	
131	-4509.52	0.00686391	0.0120102	0.0118129	
132	-4509.52	0.00686391	0.0146738	0.0122075	
133	-4509.52	0.00686391	0.0139175	0.0134242	
134	-4509.52	0.00686391	0.0107606	0.0107935	
