# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at 39.15 mm
# Type:	Frequency
# Hittite Freq:	18512.8 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	39.15
i	f	b	s	n
53	-4510.72	0.00357223	0.028222	0.0252953	
54	-4510.72	0.00357223	0.0232565	0.0260517	
55	-4510.72	0.00357223	0.0353249	0.0277616	
56	-4510.72	0.00357223	0.0338122	0.0303266	
57	-4510.72	0.00357223	0.036147	0.0214479	
58	-4510.72	0.00357223	0.0421319	0.0266436	
59	-4510.72	0.00357223	0.0509448	0.0274328	
60	-4510.72	0.00357223	0.0482483	0.0233881	
61	-4510.62	0.00357223	0.0536412	0.0318063	
62	-4510.62	0.00357223	0.0790276	0.0308527	
63	-4510.62	0.00357223	0.0937596	0.0284522	
64	-4510.62	0.00357223	0.0915892	0.0344699	
65	-4510.62	0.00357223	0.102934	0.0340424	
66	-4510.52	0.00357223	0.11053	0.0356866	
67	-4510.62	0.00357223	0.10152	0.0450914	
68	-4510.52	0.00357223	0.0890901	0.0416057	
69	-4510.52	0.00357223	0.0883995	0.0538056	
70	-4510.52	0.00357223	0.102277	0.0513722	
71	-4510.52	0.00357223	0.0947461	0.0539372	
72	-4510.52	0.00357223	0.0908329	0.063342	
73	-4510.42	0.00357223	0.083434	0.0794222	
74	-4510.42	0.00357223	0.074391	0.084289	
75	-4510.42	0.00357223	0.0706422	0.120363	
76	-4510.42	0.00357223	0.0634735	0.141441	
77	-4510.42	0.00357223	0.0629145	0.13151	
78	-4510.32	0.00357223	0.0511749	0.108294	
79	-4510.42	0.00357223	0.0467685	0.0945159	
80	-4510.42	0.00357223	0.0364758	0.078337	
81	-4510.42	0.00357223	0.0321352	0.0793235	
82	-4510.32	0.00357223	0.0343713	0.058245	
83	-4510.32	0.00357223	0.024539	0.0493663	
84	-4510.32	0.00357223	0.0223687	0.0395012	
85	-4510.32	0.00357223	0.0265449	0.0475248	
86	-4510.22	0.00357223	0.0198695	0.0386462	
87	-4510.22	0.00357223	0.0184884	0.0329902	
88	-4510.22	0.00357223	0.0200997	0.0308198	
89	-4510.22	0.00357223	0.0210862	0.0288468	
90	-4510.22	0.00357223	0.0197051	0.025657	
91	-4510.22	0.00357223	0.0186528	0.0261832	
92	-4510.22	0.00357223	0.014904	0.025098	
93	-4510.12	0.00357223	0.0175676	0.0256242	
94	-4510.22	0.00357223	0.0172059	0.0230592	
95	-4510.12	0.00357223	0.0110566	0.020297	
96	-4510.12	0.00357223	0.0136873	0.0204614	
97	-4510.12	0.00357223	0.0112539	0.017732	
98	-4510.12	0.00357223	0.0159563	0.0166469	
99	-4510.12	0.00357223	0.00911645	0.0196064	
100	-4510.02	0.00357223	0.0176991	0.0147067	
101	-4510.02	0.00357223	0.0102016	0.0144765	
102	-4510.02	0.00357223	0.0113526	0.0187514	
103	-4510.02	0.00357223	0.01349	0.0206916	
104	-4510.02	0.00357223	0.00934664	0.0183239	
105	-4510.02	0.00357223	0.0157919	0.0186528	
106	-4510.02	0.00357223	0.0121089	0.0203627	
107	-4509.92	0.00357223	0.0133914	0.0165153	
108	-4510.02	0.00357223	0.016318	0.0144436	
109	-4509.92	0.00357223	0.0136544	0.0185212	
110	-4509.92	0.00357223	0.0120102	0.0158905	
111	-4509.92	0.00357223	0.0130954	0.0196393	
112	-4509.92	0.00357223	0.0167455	0.0184555	
113	-4509.92	0.00357223	0.0121418	0.0201654	
114	-4509.92	0.00357223	0.0124048	0.0192776	
115	-4509.92	0.00357223	0.015759	0.0193105	
116	-4509.82	0.00357223	0.0154302	0.0168113	
117	-4509.82	0.00357223	0.0192447	0.0153315	
118	-4509.82	0.00357223	0.0136544	0.0168771	
119	-4509.82	0.00357223	0.0130625	0.0133914	
120	-4509.82	0.00357223	0.0135558	0.018028	
121	-4509.72	0.00357223	0.0116156	0.0148054	
122	-4509.72	0.00357223	0.00997144	0.0138517	
123	-4509.72	0.00357223	0.0141477	0.0166797	
124	-4509.72	0.00357223	0.0176991	0.0146081	
125	-4509.72	0.00357223	0.0158248	0.0154302	
126	-4509.72	0.00357223	0.0145752	0.0178307	
127	-4509.72	0.00357223	0.012076	0.0169428	
128	-4509.72	0.00357223	0.0124048	0.0150027	
129	-4509.62	0.00357223	0.0200997	0.0162194	
130	-4509.62	0.00357223	0.0157919	0.0129639	
131	-4509.62	0.00357223	0.0148382	0.016614	
132	-4509.62	0.00357223	0.011221	0.014904	
133	-4509.62	0.00357223	0.0128981	0.0159892	
134	-4509.52	0.00357223	0.0129968	0.0140162	
