# Title: Diode Laser Frequency Scan, no Static, looking for MW power shift.
# Note:	Frequency Scan at n=27. No Static, no PM, MW blinked. -10 dB attenuation. Looking for MW power shift. 610 Lens micrometer at 39.15 mm
# Type:	Frequency
# Hittite Freq:	19644.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	10 dB
# Delay:	1000 ns
# MW Off:	20 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
# 610 Micrometer:	39.15
i	f	b	s	n
81	-4510.72	0.00192804	0.0224344	0.0313788	
82	-4510.72	0.00192804	0.0248349	0.0266764	
83	-4510.72	0.00192804	0.0232565	0.0237827	
84	-4510.72	0.00192804	0.0227961	0.0270711	
85	-4510.62	0.00192804	0.0213821	0.0232894	
86	-4510.62	0.00192804	0.0183568	0.0194091	
87	-4510.62	0.00192804	0.0194091	0.0200997	
88	-4510.62	0.00192804	0.0195735	0.0252296	
89	-4510.62	0.00192804	0.0209875	0.0199681	
90	-4510.62	0.00192804	0.0144436	0.0176991	
91	-4510.62	0.00192804	0.0130954	0.0187843	
92	-4510.52	0.00192804	0.0188172	0.0152657	
93	-4510.52	0.00192804	0.016055	0.0181924	
94	-4510.52	0.00192804	0.0164496	0.0152986	
95	-4510.52	0.00192804	0.0133585	0.0153973	
96	-4510.52	0.00192804	0.0163838	0.0108922	
97	-4510.42	0.00192804	0.0120431	0.0130625	
98	-4510.42	0.00192804	0.0164167	0.0204285	
99	-4510.42	0.00192804	0.0123062	0.0161207	
100	-4510.42	0.00192804	0.0121418	0.00941241	
101	-4510.42	0.00192804	0.0090178	0.0140819	
102	-4510.42	0.00192804	0.0121418	0.0138517	
103	-4510.42	0.00192804	0.0174032	0.0136215	
104	-4510.42	0.00192804	0.0125364	0.00776822	
105	-4510.32	0.00192804	0.0133585	0.0105633	
106	-4510.32	0.00192804	0.0119774	0.0122733	
107	-4510.32	0.00192804	0.011517	0.0155946	
108	-4510.32	0.00192804	0.0127008	0.0127008	
109	-4510.32	0.00192804	0.0141148	0.0110895	
110	-4510.32	0.00192804	0.0118458	0.0098399	
111	-4510.22	0.00192804	0.0122733	0.0123062	
112	-4510.22	0.00192804	0.0171401	0.0132269	
113	-4510.22	0.00192804	0.00990567	0.0142463	
114	-4510.22	0.00192804	0.0132269	0.0126021	
115	-4510.22	0.00192804	0.0149369	0.0128981	
116	-4510.22	0.00192804	0.0126021	0.0152	
117	-4510.12	0.00192804	0.0136215	0.0121418	
118	-4510.12	0.00192804	0.00928087	0.0107935	
119	-4510.12	0.00192804	0.0137531	0.0132927	
120	-4510.12	0.00192804	0.0158905	0.00947818	
121	-4510.12	0.00192804	0.0112539	0.0148054	
122	-4510.12	0.00192804	0.0148054	0.0164167	
123	-4510.12	0.00192804	0.0141148	0.0105962	
124	-4510.12	0.00192804	0.0169428	0.0169099	
125	-4510.02	0.00192804	0.0106291	0.0133585	
126	-4510.02	0.00192804	0.0119445	0.015463	
127	-4510.02	0.00192804	0.0168442	0.0146409	
128	-4510.02	0.00192804	0.0156275	0.0129968	
129	-4510.02	0.00192804	0.0113854	0.012372	
130	-4510.02	0.00192804	0.00855743	0.0104976	
131	-4509.92	0.00192804	0.012635	0.0135229	
132	-4509.92	0.00192804	0.0119774	0.0130296	
133	-4509.92	0.00192804	0.0127666	0.014049	
134	-4509.92	0.00192804	0.0138846	0.00944529	
