# Filename	C:\Users\labuser\Documents\Data\2018-10-01\1_fscan.txt
# Date	2018-10-1-13:17
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	Cavity Resonance Scan using MW ionization at -180 GHz. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field 100 ns after lasers, for 300 ns. Variable attenuation at -17 dB.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18530200000.000	0.009	0.087	0.101
18532200000.000	0.009	0.101	0.099
18534200000.000	0.009	0.103	0.096
18536200000.000	0.009	0.096	0.095
18538200000.000	0.009	0.095	0.094
18480400000.000	0.009	0.094	0.093
18482400000.000	0.009	0.099	0.093
18484400000.000	0.009	0.099	0.093
18486400000.000	0.009	0.088	0.101
18488400000.000	0.009	0.093	0.090
18490400000.000	0.009	0.098	0.090
18492400000.000	0.009	0.097	0.085
18494400000.000	0.009	0.086	0.095
18496400000.000	0.009	0.084	0.094
18498400000.000	0.009	0.089	0.083
18500400000.000	0.009	0.079	0.086
18502400000.000	0.009	0.062	0.096
18504400000.000	0.009	0.053	0.103
18506400000.000	0.009	0.065	0.099
18508400000.000	0.009	0.045	0.092
18510400000.000	0.009	0.049	0.099
18512400000.000	0.009	0.047	0.100
18514400000.000	0.009	0.064	0.107
18516400000.000	0.009	0.073	0.105
18518400000.000	0.009	0.074	0.096
18520400000.000	0.009	0.086	0.102
18522400000.000	0.009	0.088	0.093
18524400000.000	0.009	0.089	0.108
18526400000.000	0.009	0.089	0.090
18528400000.000	0.009	0.095	0.095
18530400000.000	0.009	0.087	0.102
18532400000.000	0.009	0.097	0.100
18534400000.000	0.009	0.095	0.095
18536400000.000	0.009	0.093	0.096
18538400000.000	0.009	0.090	0.096
18480600000.000	0.009	0.096	0.106
18482600000.000	0.009	0.091	0.091
18484600000.000	0.009	0.097	0.104
18486600000.000	0.009	0.105	0.098
18488600000.000	0.009	0.086	0.098
18490600000.000	0.009	0.099	0.095
18492600000.000	0.009	0.096	0.099
18494600000.000	0.009	0.095	0.098
18496600000.000	0.009	0.082	0.097
18498600000.000	0.009	0.088	0.112
18500600000.000	0.009	0.083	0.094
18502600000.000	0.009	0.072	0.097
18504600000.000	0.009	0.070	0.098
18506600000.000	0.009	0.061	0.094
18508600000.000	0.009	0.061	0.103
18510600000.000	0.009	0.050	0.100
18512600000.000	0.009	0.050	0.093
18514600000.000	0.009	0.059	0.098
18516600000.000	0.009	0.065	0.100
18518600000.000	0.009	0.078	0.094
18520600000.000	0.009	0.074	0.103
18522600000.000	0.009	0.090	0.090
18524600000.000	0.009	0.083	0.095
18526600000.000	0.009	0.076	0.095
18528600000.000	0.009	0.081	0.101
18530600000.000	0.009	0.093	0.088
18532600000.000	0.009	0.087	0.099
18534600000.000	0.009	0.092	0.094
18536600000.000	0.009	0.097	0.095
18538600000.000	0.009	0.082	0.087
18480800000.000	0.009	0.091	0.091
18482800000.000	0.009	0.099	0.092
18484800000.000	0.009	0.077	0.091
18486800000.000	0.009	0.087	0.093
18488800000.000	0.009	0.090	0.085
18490800000.000	0.009	0.085	0.089
18492800000.000	0.009	0.100	0.094
18494800000.000	0.009	0.076	0.078
18496800000.000	0.009	0.082	0.092
18498800000.000	0.009	0.085	0.085
18500800000.000	0.009	0.080	0.093
18502800000.000	0.009	0.065	0.091
18504800000.000	0.009	0.055	0.095
18506800000.000	0.009	0.044	0.092
18508800000.000	0.009	0.052	0.087
18510800000.000	0.009	0.046	0.091
18512800000.000	0.009	0.045	0.102
18514800000.000	0.009	0.044	0.097
18516800000.000	0.009	0.067	0.097
18518800000.000	0.009	0.060	0.100
18520800000.000	0.009	0.074	0.093
18522800000.000	0.009	0.069	0.084
18524800000.000	0.009	0.083	0.091
18526800000.000	0.009	0.090	0.105
18528800000.000	0.009	0.094	0.107
18530800000.000	0.009	0.094	0.103
18532800000.000	0.009	0.099	0.110
18534800000.000	0.009	0.096	0.115
18536800000.000	0.009	0.098	0.094
18538800000.000	0.009	0.097	0.114
18481000000.000	0.009	0.106	0.101
18483000000.000	0.009	0.107	0.099
18485000000.000	0.009	0.102	0.113
18487000000.000	0.009	0.101	0.093
18489000000.000	0.009	0.090	0.108
18491000000.000	0.009	0.102	0.104
18493000000.000	0.009	0.094	0.102
18495000000.000	0.009	0.102	0.088
18497000000.000	0.009	0.092	0.102
18499000000.000	0.009	0.087	0.115
18501000000.000	0.009	0.083	0.107
18503000000.000	0.009	0.066	0.097
18505000000.000	0.009	0.066	0.089
18507000000.000	0.009	0.060	0.112
18509000000.000	0.009	0.060	0.103
18511000000.000	0.009	0.054	0.110
18513000000.000	0.009	0.053	0.102
18515000000.000	0.009	0.062	0.089
18517000000.000	0.009	0.066	0.099
18519000000.000	0.009	0.078	0.104
18521000000.000	0.009	0.091	0.110
18523000000.000	0.009	0.086	0.091
18525000000.000	0.009	0.083	0.103
18527000000.000	0.009	0.098	0.108
18529000000.000	0.009	0.096	0.110
18531000000.000	0.009	0.091	0.100
18533000000.000	0.009	0.089	0.099
18535000000.000	0.009	0.116	0.096
18537000000.000	0.009	0.108	0.101
18539000000.000	0.009	0.095	0.094
18481200000.000	0.009	0.096	0.102
18483200000.000	0.009	0.102	0.101
18485200000.000	0.009	0.105	0.106
18487200000.000	0.009	0.103	0.099
18489200000.000	0.009	0.112	0.106
18491200000.000	0.009	0.094	0.095
18493200000.000	0.009	0.103	0.103
18495200000.000	0.009	0.092	0.096
18497200000.000	0.009	0.104	0.103
18499200000.000	0.009	0.081	0.091
18501200000.000	0.009	0.077	0.099
18503200000.000	0.009	0.076	0.103
18505200000.000	0.009	0.061	0.105
18507200000.000	0.009	0.063	0.089
18509200000.000	0.009	0.062	0.115
18511200000.000	0.009	0.055	0.100
18513200000.000	0.009	0.054	0.110
18515200000.000	0.009	0.060	0.107
18517200000.000	0.009	0.068	0.103
18519200000.000	0.009	0.089	0.109
18521200000.000	0.009	0.082	0.103
18523200000.000	0.009	0.088	0.100
18525200000.000	0.009	0.080	0.096
18527200000.000	0.009	0.095	0.093
18529200000.000	0.009	0.102	0.102
18531200000.000	0.009	0.091	0.099
18533200000.000	0.009	0.094	0.093
18535200000.000	0.009	0.093	0.099
18537200000.000	0.009	0.095	0.099
18539200000.000	0.009	0.094	0.101
18481400000.000	0.009	0.096	0.101
18483400000.000	0.009	0.093	0.102
18485400000.000	0.009	0.105	0.101
18487400000.000	0.009	0.100	0.101
18489400000.000	0.009	0.084	0.084
18491400000.000	0.009	0.088	0.096
18493400000.000	0.009	0.092	0.102
18495400000.000	0.009	0.101	0.096
18497400000.000	0.009	0.099	0.091
18499400000.000	0.009	0.081	0.092
18501400000.000	0.009	0.079	0.097
18503400000.000	0.009	0.069	0.083
18505400000.000	0.009	0.060	0.093
18507400000.000	0.009	0.059	0.094
18509400000.000	0.009	0.049	0.096
18511400000.000	0.009	0.060	0.101
18513400000.000	0.009	0.062	0.094
18515400000.000	0.009	0.063	0.089
18517400000.000	0.009	0.067	0.099
18519400000.000	0.009	0.071	0.087
18521400000.000	0.009	0.088	0.104
18523400000.000	0.009	0.087	0.097
18525400000.000	0.009	0.091	0.095
18527400000.000	0.009	0.094	0.094
18529400000.000	0.009	0.098	0.092
18531400000.000	0.009	0.093	0.092
18533400000.000	0.009	0.094	0.094
18535400000.000	0.009	0.101	0.084
18537400000.000	0.009	0.095	0.098
18539400000.000	0.009	0.113	0.097
18481600000.000	0.009	0.104	0.096
18483600000.000	0.009	0.095	0.102
18485600000.000	0.009	0.107	0.089
18487600000.000	0.009	0.106	0.094
18489600000.000	0.009	0.100	0.093
18491600000.000	0.009	0.096	0.107
18493600000.000	0.009	0.105	0.106
18495600000.000	0.009	0.086	0.103
18497600000.000	0.009	0.091	0.103
18499600000.000	0.009	0.077	0.105
18501600000.000	0.009	0.073	0.093
18503600000.000	0.009	0.066	0.106
18505600000.000	0.009	0.061	0.105
18507600000.000	0.009	0.048	0.095
18509600000.000	0.009	0.051	0.104
18511600000.000	0.009	0.047	0.093
18513600000.000	0.009	0.059	0.100
18515600000.000	0.009	0.058	0.096
18517600000.000	0.009	0.064	0.095
18519600000.000	0.009	0.061	0.098
18521600000.000	0.009	0.085	0.097
18523600000.000	0.009	0.078	0.087
18525600000.000	0.009	0.078	0.094
18527600000.000	0.009	0.090	0.094
18529600000.000	0.009	0.090	0.097
18531600000.000	0.009	0.097	0.082
18533600000.000	0.009	0.095	0.088
18535600000.000	0.009	0.096	0.090
18537600000.000	0.009	0.100	0.103
18539600000.000	0.009	0.103	0.100
18481800000.000	0.009	0.099	0.105
18483800000.000	0.009	0.102	0.091
18485800000.000	0.009	0.104	0.108
18487800000.000	0.009	0.101	0.096
18489800000.000	0.009	0.100	0.098
18491800000.000	0.009	0.102	0.102
18493800000.000	0.009	0.105	0.094
18495800000.000	0.009	0.093	0.099
18497800000.000	0.009	0.087	0.094
18499800000.000	0.009	0.076	0.094
18501800000.000	0.009	0.085	0.106
18503800000.000	0.009	0.074	0.102
18505800000.000	0.009	0.068	0.097
18507800000.000	0.009	0.055	0.096
18509800000.000	0.009	0.051	0.091
18511800000.000	0.009	0.048	0.106
18513800000.000	0.009	0.062	0.102
18515800000.000	0.009	0.065	0.099
18517800000.000	0.009	0.077	0.094
18519800000.000	0.009	0.083	0.098
18521800000.000	0.009	0.094	0.097
18523800000.000	0.009	0.093	0.101
18525800000.000	0.009	0.095	0.104
18527800000.000	0.009	0.087	0.105
18529800000.000	0.009	0.089	0.098
18531800000.000	0.009	0.097	0.104
18533800000.000	0.009	0.103	0.101
18535800000.000	0.009	0.093	0.101
18537800000.000	0.009	0.105	0.115
18539800000.000	0.009	0.104	0.101
