# Title: Dye Laser Frequency Scan w/ MW Blink
# Note:	Dye laser frequency scan to find the ionization rate at Attn = 25 dB.
# Type:	Frequency
# Hittite Freq:	18510.1 MHz
# Ref Freq:	18400.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	27 dB
# Delay:	1000 ns
# MW Off:	 100 to 400 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	r
530	-300.62	-0.00418836	0.128255	0.137232	
531	-301.22	-0.00418836	0.127827	0.13789	
532	-301.82	-0.00418836	0.103329	0.136377	
533	-302.42	-0.00418836	0.113556	0.147985	
534	-302.92	-0.00418836	0.12056	0.127268	
535	-303.62	-0.00418836	0.107768	0.116713	
536	-304.22	-0.00418836	0.115562	0.130622	
537	-304.82	-0.00418836	0.113621	0.13128	
538	-305.52	-0.00418836	0.118784	0.128617	
539	-306.32	-0.00418836	0.117568	0.122993	
540	-306.82	-0.00418836	0.13276	0.119705	
541	-307.42	-0.00418836	0.12467	0.119902	
542	-308.32	-0.00418836	0.125756	0.122171	
543	-309.02	-0.00418836	0.120724	0.124769	
544	-309.42	-0.00418836	0.115529	0.119212	
545	-309.82	-0.00418836	0.126611	0.122566	
546	-310.62	-0.00418836	0.107143	0.112503	
547	-311.22	-0.00418836	0.133319	0.110399	
548	-311.92	-0.00418836	0.118094	0.138219	
549	-312.52	-0.00418836	0.135621	0.128748	
550	-313.22	-0.00418836	0.118028	0.132793	
551	-313.52	-0.00418836	0.133385	0.132694	
552	-314.22	-0.00418836	0.110892	0.117436	
553	-314.82	-0.00418836	0.0888599	0.126643	
554	-315.32	-0.00418836	0.101093	0.104118	
555	-316.32	-0.00418836	0.108788	0.118422	
556	-316.82	-0.00418836	0.10004	0.11007	
557	-317.32	-0.00418836	0.114378	0.119146	
558	-318.22	-0.00418836	0.114411	0.12056	
559	-318.82	-0.00418836	0.120757	0.127794	
560	-319.42	-0.00418836	0.105302	0.11201	
561	-320.12	-0.00418836	0.104217	0.120297	
562	-321.22	-0.00418836	0.109478	0.117502	
563	-321.72	-0.00418836	0.10254	0.118751	
564	-322.42	-0.00418836	0.114213	0.111122	
565	-323.22	-0.00418836	0.119212	0.118883	
566	-324.12	-0.00418836	0.111846	0.128748	
567	-324.72	-0.00418836	0.118587	0.114444	
568	-325.42	-0.00418836	0.116745	0.125854	
569	-326.02	-0.00418836	0.125131	0.11372	
570	-327.02	-0.00418836	0.103888	0.1079	
571	-327.82	-0.00418836	0.100567	0.110136	
572	-329.02	-0.00418836	0.0951078	0.102375	
573	-329.82	-0.00418836	0.110234	0.114213	
574	-330.62	-0.00418836	0.113589	0.116976	
575	-331.32	-0.00418836	0.107669	0.109347	
576	-332.02	-0.00418836	0.112273	0.117107	
577	-333.02	-0.00418836	0.102309	0.120691	
578	-333.62	-0.00418836	0.0958641	0.11543	
579	-334.62	-0.00418836	0.10106	0.0966862	
580	-335.32	-0.00418836	0.079192	0.0937267	
581	-336.52	-0.00418836	0.0840588	0.0963574	
582	-337.32	-0.00418836	0.0835656	0.086558	
583	-338.22	-0.00418836	0.0806389	0.0994485	
584	-339.32	-0.00418836	0.0878076	0.0929704	
585	-340.02	-0.00418836	0.0844205	0.0890901	
586	-340.82	-0.00418836	0.0847823	0.0954367	
