# Title: Dye Laser Frequency Scan w/ MW Blink
# Note:	Dye laser frequency scan to find the ionization rate at Attn = 23 dB.
# Type:	Frequency
# Hittite Freq:	18510.1 MHz
# Ref Freq:	18400.0 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	NaN
# MW Attn:	23 dB
# Delay:	1000 ns
# MW Off:	 100 to 400 ns
# Top w/o Static:	NaN
# Static:	NaN
# Static Off:	NaN
i	f	b	s	r
543	-319.82	0.000673519	0.121678	0.123618	
544	-320.22	0.000673519	0.11053	0.119935	
545	-320.92	0.000673519	0.0981989	0.110596	
546	-321.52	0.000673519	0.112635	0.130491	
547	-322.22	0.000673519	0.0931019	0.11931	
548	-322.92	0.000673519	0.0922798	0.120264	
549	-323.82	0.000673519	0.097311	0.123684	
550	-324.72	0.000673519	0.105927	0.117831	
551	-325.22	0.000673519	0.102013	0.14177	
552	-326.32	0.000673519	0.0981002	0.118587	
553	-327.42	0.000673519	0.105105	0.118883	
554	-328.32	0.000673519	0.0893202	0.114509	
555	-329.02	0.000673519	0.0874788	0.107012	
556	-330.02	0.000673519	0.089945	0.120165	
557	-331.02	0.000673519	0.0900766	0.124539	
558	-331.82	0.000673519	0.0863278	0.11303	
559	-332.42	0.000673519	0.0849138	0.113819	
560	-333.42	0.000673519	0.0852098	0.116713	
561	-334.22	0.000673519	0.0928717	0.0994814	
562	-335.02	0.000673519	0.0974755	0.113424	
563	-335.92	0.000673519	0.0949105	0.121514	
564	-336.52	0.000673519	0.0860319	0.113852	
565	-337.12	0.000673519	0.0775149	0.100797	
566	-338.02	0.000673519	0.0985606	0.108853	
567	-338.82	0.000673519	0.0750815	0.105795	
568	-339.42	0.000673519	0.0715301	0.11201	
569	-340.22	0.000673519	0.0811322	0.105729	
