# Filename	C:\Users\labuser\Documents\Data\2018-09-27\7_fscan.txt
# Date	2018-9-27-21:27
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using MW ionization at n=46. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field during lasers, for 300 ns. Variable attenuation at -6 dB.
# Frequency (Hz)	Voltage (V)
18520200000.000	-0.655
18521200000.000	-0.653
18522200000.000	-0.666
18523200000.000	-0.674
18524200000.000	-0.665
18525200000.000	-0.706
18526200000.000	-0.712
18527200000.000	-0.721
18528200000.000	-0.704
18529200000.000	-0.719
18530200000.000	-0.699
18531200000.000	-0.690
18532200000.000	-0.683
18533200000.000	-0.667
18534200000.000	-0.681
18535200000.000	-0.691
18536200000.000	-0.669
18537200000.000	-0.686
18538200000.000	-0.707
18539200000.000	-0.700
18480300000.000	-0.677
18481300000.000	-0.679
18482300000.000	-0.660
18483300000.000	-0.675
18484300000.000	-0.666
18485300000.000	-0.637
18486300000.000	-0.688
18487300000.000	-0.678
18488300000.000	-0.710
18489300000.000	-0.664
18490300000.000	-0.673
18491300000.000	-0.686
18492300000.000	-0.691
18493300000.000	-0.690
18494300000.000	-0.713
18495300000.000	-0.730
18496300000.000	-0.699
18497300000.000	-0.679
18498300000.000	-0.672
18499300000.000	-0.683
18500300000.000	-0.670
18501300000.000	-0.637
18502300000.000	-0.641
18503300000.000	-0.597
18504300000.000	-0.581
18505300000.000	-0.562
18506300000.000	-0.548
18507300000.000	-0.481
18508300000.000	-0.421
18509300000.000	-0.366
18510300000.000	-0.335
18511300000.000	-0.367
18512300000.000	-0.446
18513300000.000	-0.489
18514300000.000	-0.556
18515300000.000	-0.571
18516300000.000	-0.612
18517300000.000	-0.661
18518300000.000	-0.663
18519300000.000	-0.668
18520300000.000	-0.671
18521300000.000	-0.701
18522300000.000	-0.716
18523300000.000	-0.684
18524300000.000	-0.694
18525300000.000	-0.725
18526300000.000	-0.709
18527300000.000	-0.714
18528300000.000	-0.708
18529300000.000	-0.691
18530300000.000	-0.669
18531300000.000	-0.678
18532300000.000	-0.669
18533300000.000	-0.673
18534300000.000	-0.664
18535300000.000	-0.660
18536300000.000	-0.664
18537300000.000	-0.663
18538300000.000	-0.674
18539300000.000	-0.666
18480400000.000	-0.649
18481400000.000	-0.679
18482400000.000	-0.672
18483400000.000	-0.668
18484400000.000	-0.670
18485400000.000	-0.660
18486400000.000	-0.682
18487400000.000	-0.735
18488400000.000	-0.719
18489400000.000	-0.674
18490400000.000	-0.702
18491400000.000	-0.676
18492400000.000	-0.686
18493400000.000	-0.714
18494400000.000	-0.718
18495400000.000	-0.727
18496400000.000	-0.729
18497400000.000	-0.687
18498400000.000	-0.671
18499400000.000	-0.698
18500400000.000	-0.635
18501400000.000	-0.631
18502400000.000	-0.626
18503400000.000	-0.600
18504400000.000	-0.598
18505400000.000	-0.563
18506400000.000	-0.495
18507400000.000	-0.476
18508400000.000	-0.408
18509400000.000	-0.358
18510400000.000	-0.352
18511400000.000	-0.380
18512400000.000	-0.462
18513400000.000	-0.527
18514400000.000	-0.598
18515400000.000	-0.620
18516400000.000	-0.641
18517400000.000	-0.639
18518400000.000	-0.667
18519400000.000	-0.698
18520400000.000	-0.671
18521400000.000	-0.700
18522400000.000	-0.690
18523400000.000	-0.652
18524400000.000	-0.661
18525400000.000	-0.648
18526400000.000	-0.650
18527400000.000	-0.670
18528400000.000	-0.663
18529400000.000	-0.676
18530400000.000	-0.634
18531400000.000	-0.651
18532400000.000	-0.669
18533400000.000	-0.664
18534400000.000	-0.638
18535400000.000	-0.653
18536400000.000	-0.662
18537400000.000	-0.645
18538400000.000	-0.657
18539400000.000	-0.658
18480500000.000	-0.656
18481500000.000	-0.691
18482500000.000	-0.661
18483500000.000	-0.698
18484500000.000	-0.694
18485500000.000	-0.687
18486500000.000	-0.709
18487500000.000	-0.693
18488500000.000	-0.683
18489500000.000	-0.688
18490500000.000	-0.647
18491500000.000	-0.651
18492500000.000	-0.680
18493500000.000	-0.701
18494500000.000	-0.662
18495500000.000	-0.660
18496500000.000	-0.644
18497500000.000	-0.664
18498500000.000	-0.651
18499500000.000	-0.641
18500500000.000	-0.626
18501500000.000	-0.622
18502500000.000	-0.636
18503500000.000	-0.627
18504500000.000	-0.580
18505500000.000	-0.578
18506500000.000	-0.531
18507500000.000	-0.482
18508500000.000	-0.420
18509500000.000	-0.363
18510500000.000	-0.347
18511500000.000	-0.390
18512500000.000	-0.458
18513500000.000	-0.548
18514500000.000	-0.553
18515500000.000	-0.588
18516500000.000	-0.621
18517500000.000	-0.629
18518500000.000	-0.635
18519500000.000	-0.656
18520500000.000	-0.662
18521500000.000	-0.676
18522500000.000	-0.658
18523500000.000	-0.675
18524500000.000	-0.679
18525500000.000	-0.655
18526500000.000	-0.671
18527500000.000	-0.657
18528500000.000	-0.673
18529500000.000	-0.715
18530500000.000	-0.730
18531500000.000	-0.715
18532500000.000	-0.714
18533500000.000	-0.682
18534500000.000	-0.693
18535500000.000	-0.701
18536500000.000	-0.714
18537500000.000	-0.671
18538500000.000	-0.692
18539500000.000	-0.682
18480600000.000	-0.675
18481600000.000	-0.662
18482600000.000	-0.659
18483600000.000	-0.654
18484600000.000	-0.659
18485600000.000	-0.654
18486600000.000	-0.652
18487600000.000	-0.681
18488600000.000	-0.658
18489600000.000	-0.635
18490600000.000	-0.635
18491600000.000	-0.663
18492600000.000	-0.651
18493600000.000	-0.656
18494600000.000	-0.669
18495600000.000	-0.679
18496600000.000	-0.659
18497600000.000	-0.692
18498600000.000	-0.736
18499600000.000	-0.720
18500600000.000	-0.679
18501600000.000	-0.690
18502600000.000	-0.648
18503600000.000	-0.626
18504600000.000	-0.603
18505600000.000	-0.574
18506600000.000	-0.530
18507600000.000	-0.493
18508600000.000	-0.402
18509600000.000	-0.364
18510600000.000	-0.357
18511600000.000	-0.395
18512600000.000	-0.488
18513600000.000	-0.517
18514600000.000	-0.551
18515600000.000	-0.595
18516600000.000	-0.595
18517600000.000	-0.634
18518600000.000	-0.640
18519600000.000	-0.613
18520600000.000	-0.648
18521600000.000	-0.637
18522600000.000	-0.639
18523600000.000	-0.658
18524600000.000	-0.661
18525600000.000	-0.660
18526600000.000	-0.698
18527600000.000	-0.674
18528600000.000	-0.658
18529600000.000	-0.675
18530600000.000	-0.672
18531600000.000	-0.686
18532600000.000	-0.679
18533600000.000	-0.695
18534600000.000	-0.651
18535600000.000	-0.665
18536600000.000	-0.666
18537600000.000	-0.651
18538600000.000	-0.646
18539600000.000	-0.640
18480700000.000	-0.640
18481700000.000	-0.662
18482700000.000	-0.640
18483700000.000	-0.666
18484700000.000	-0.665
18485700000.000	-0.661
18486700000.000	-0.599
18487700000.000	-0.631
18488700000.000	-0.650
18489700000.000	-0.675
18490700000.000	-0.616
18491700000.000	-0.662
18492700000.000	-0.676
18493700000.000	-0.645
18494700000.000	-0.662
18495700000.000	-0.656
18496700000.000	-0.685
18497700000.000	-0.668
18498700000.000	-0.688
18499700000.000	-0.669
18500700000.000	-0.660
18501700000.000	-0.633
18502700000.000	-0.632
18503700000.000	-0.602
18504700000.000	-0.589
18505700000.000	-0.547
18506700000.000	-0.495
18507700000.000	-0.454
18508700000.000	-0.387
18509700000.000	-0.353
18510700000.000	-0.361
18511700000.000	-0.400
18512700000.000	-0.461
18513700000.000	-0.529
18514700000.000	-0.601
18515700000.000	-0.637
18516700000.000	-0.632
18517700000.000	-0.628
18518700000.000	-0.646
18519700000.000	-0.630
18520700000.000	-0.636
18521700000.000	-0.661
18522700000.000	-0.652
18523700000.000	-0.649
18524700000.000	-0.646
18525700000.000	-0.670
18526700000.000	-0.669
18527700000.000	-0.659
18528700000.000	-0.677
18529700000.000	-0.638
18530700000.000	-0.671
18531700000.000	-0.656
18532700000.000	-0.656
18533700000.000	-0.661
18534700000.000	-0.648
18535700000.000	-0.648
18536700000.000	-0.671
18537700000.000	-0.648
18538700000.000	-0.644
18539700000.000	-0.666
18480800000.000	-0.682
18481800000.000	-0.696
18482800000.000	-0.675
18483800000.000	-0.668
18484800000.000	-0.653
18485800000.000	-0.654
18486800000.000	-0.658
18487800000.000	-0.681
18488800000.000	-0.652
18489800000.000	-0.685
18490800000.000	-0.657
18491800000.000	-0.667
18492800000.000	-0.672
18493800000.000	-0.660
18494800000.000	-0.668
18495800000.000	-0.651
18496800000.000	-0.648
18497800000.000	-0.633
18498800000.000	-0.612
18499800000.000	-0.612
18500800000.000	-0.629
18501800000.000	-0.631
18502800000.000	-0.599
18503800000.000	-0.605
18504800000.000	-0.575
18505800000.000	-0.545
18506800000.000	-0.514
18507800000.000	-0.450
18508800000.000	-0.387
18509800000.000	-0.359
18510800000.000	-0.361
18511800000.000	-0.405
18512800000.000	-0.469
18513800000.000	-0.536
18514800000.000	-0.566
18515800000.000	-0.598
18516800000.000	-0.624
18517800000.000	-0.658
18518800000.000	-0.661
18519800000.000	-0.663
18520800000.000	-0.648
18521800000.000	-0.657
18522800000.000	-0.658
18523800000.000	-0.699
18524800000.000	-0.678
18525800000.000	-0.660
18526800000.000	-0.658
18527800000.000	-0.650
18528800000.000	-0.677
18529800000.000	-0.668
18530800000.000	-0.690
18531800000.000	-0.688
18532800000.000	-0.666
18533800000.000	-0.669
18534800000.000	-0.665
18535800000.000	-0.649
18536800000.000	-0.655
18537800000.000	-0.685
18538800000.000	-0.673
18539800000.000	-0.668
18480900000.000	-0.654
18481900000.000	-0.702
18482900000.000	-0.665
18483900000.000	-0.647
18484900000.000	-0.663
18485900000.000	-0.684
18486900000.000	-0.694
18487900000.000	-0.653
18488900000.000	-0.655
18489900000.000	-0.670
18490900000.000	-0.668
18491900000.000	-0.674
18492900000.000	-0.678
18493900000.000	-0.672
18494900000.000	-0.670
18495900000.000	-0.639
18496900000.000	-0.646
18497900000.000	-0.643
18498900000.000	-0.665
18499900000.000	-0.646
18500900000.000	-0.631
18501900000.000	-0.654
18502900000.000	-0.625
18503900000.000	-0.575
18504900000.000	-0.583
18505900000.000	-0.554
18506900000.000	-0.501
18507900000.000	-0.445
18508900000.000	-0.370
18509900000.000	-0.363
18510900000.000	-0.377
18511900000.000	-0.434
18512900000.000	-0.512
18513900000.000	-0.561
18514900000.000	-0.580
18515900000.000	-0.580
18516900000.000	-0.621
18517900000.000	-0.644
18518900000.000	-0.650
18519900000.000	-0.653
18520900000.000	-0.619
18521900000.000	-0.649
18522900000.000	-0.643
18523900000.000	-0.661
18524900000.000	-0.677
18525900000.000	-0.657
18526900000.000	-0.629
18527900000.000	-0.651
18528900000.000	-0.636
18529900000.000	-0.680
18530900000.000	-0.665
18531900000.000	-0.656
18532900000.000	-0.660
18533900000.000	-0.666
18534900000.000	-0.661
18535900000.000	-0.685
18536900000.000	-0.693
18537900000.000	-0.685
18538900000.000	-0.649
18539900000.000	-0.696
