# Filename	C:\Users\labuser\Documents\Data\2018-09-27\2_fscan.txt
# Date	2018-9-27-11:50
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using 27f + 1 f_MW. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field during lasers, for 300 ns. Variable attenuation at -15 dB.
# Frequency (Hz)	Voltage (V)
18525200000.000	-0.020
18526200000.000	-0.013
18527200000.000	-0.007
18528200000.000	-0.011
18529200000.000	-0.007
18530200000.000	-0.007
18531200000.000	-0.002
18532200000.000	-0.003
18533200000.000	-0.001
18534200000.000	-0.005
18535200000.000	-0.003
18536200000.000	-0.005
18537200000.000	0.000
18538200000.000	0.003
18539200000.000	0.007
18480300000.000	0.005
18481300000.000	0.004
18482300000.000	0.010
18483300000.000	0.005
18484300000.000	0.007
18485300000.000	0.001
18486300000.000	0.006
18487300000.000	0.007
18488300000.000	0.003
18489300000.000	0.005
18490300000.000	0.004
18491300000.000	0.005
18492300000.000	0.004
18493300000.000	0.002
18494300000.000	0.000
18495300000.000	-0.003
18496300000.000	-0.004
18497300000.000	-0.009
18498300000.000	-0.006
18499300000.000	-0.010
18500300000.000	-0.019
18501300000.000	-0.020
18502300000.000	-0.032
18503300000.000	-0.028
18504300000.000	-0.038
18505300000.000	-0.037
18506300000.000	-0.041
18507300000.000	-0.046
18508300000.000	-0.057
18509300000.000	-0.059
18510300000.000	-0.064
18511300000.000	-0.084
18512300000.000	-0.087
18513300000.000	-0.087
18514300000.000	-0.085
18515300000.000	-0.083
18516300000.000	-0.069
18517300000.000	-0.069
18518300000.000	-0.052
18519300000.000	-0.042
18520300000.000	-0.039
18521300000.000	-0.020
18522300000.000	-0.026
18523300000.000	-0.027
18524300000.000	-0.019
18525300000.000	-0.014
18526300000.000	-0.010
18527300000.000	-0.008
18528300000.000	-0.008
18529300000.000	-0.005
18530300000.000	-0.003
18531300000.000	-0.002
18532300000.000	0.004
18533300000.000	0.004
18534300000.000	0.004
18535300000.000	0.004
18536300000.000	0.003
18537300000.000	0.004
18538300000.000	0.005
18539300000.000	0.002
18480400000.000	0.005
18481400000.000	0.007
18482400000.000	0.008
18483400000.000	0.010
18484400000.000	0.009
18485400000.000	0.009
18486400000.000	0.010
18487400000.000	0.012
18488400000.000	0.011
18489400000.000	0.008
18490400000.000	0.009
18491400000.000	0.008
18492400000.000	0.010
18493400000.000	0.009
18494400000.000	0.006
18495400000.000	-0.001
18496400000.000	-0.003
18497400000.000	-0.001
18498400000.000	-0.005
18499400000.000	-0.010
18500400000.000	-0.017
18501400000.000	-0.017
18502400000.000	-0.022
18503400000.000	-0.021
18504400000.000	-0.026
18505400000.000	-0.028
18506400000.000	-0.033
18507400000.000	-0.044
18508400000.000	-0.054
18509400000.000	-0.063
18510400000.000	-0.075
18511400000.000	-0.073
18512400000.000	-0.088
18513400000.000	-0.083
18514400000.000	-0.096
18515400000.000	-0.078
18516400000.000	-0.069
18517400000.000	-0.069
18518400000.000	-0.054
18519400000.000	-0.037
18520400000.000	-0.031
18521400000.000	-0.019
18522400000.000	-0.016
18523400000.000	-0.014
18524400000.000	-0.012
18525400000.000	-0.013
18526400000.000	-0.008
18527400000.000	-0.010
18528400000.000	-0.010
18529400000.000	-0.001
18530400000.000	0.002
18531400000.000	0.004
18532400000.000	0.006
18533400000.000	0.005
18534400000.000	0.002
18535400000.000	0.000
18536400000.000	-0.001
18537400000.000	0.001
18538400000.000	0.002
18539400000.000	0.001
18480500000.000	0.007
18481500000.000	0.008
18482500000.000	0.006
18483500000.000	0.007
18484500000.000	0.006
18485500000.000	0.007
18486500000.000	0.004
18487500000.000	0.006
18488500000.000	0.007
18489500000.000	0.008
18490500000.000	0.007
18491500000.000	0.008
18492500000.000	0.005
18493500000.000	0.006
18494500000.000	0.003
18495500000.000	-0.001
18496500000.000	-0.004
18497500000.000	-0.005
18498500000.000	-0.006
18499500000.000	-0.013
18500500000.000	-0.015
18501500000.000	-0.018
18502500000.000	-0.023
18503500000.000	-0.030
18504500000.000	-0.036
18505500000.000	-0.029
18506500000.000	-0.038
18507500000.000	-0.045
18508500000.000	-0.053
18509500000.000	-0.058
18510500000.000	-0.069
18511500000.000	-0.079
18512500000.000	-0.074
18513500000.000	-0.085
18514500000.000	-0.090
18515500000.000	-0.080
18516500000.000	-0.067
18517500000.000	-0.061
18518500000.000	-0.045
18519500000.000	-0.038
18520500000.000	-0.026
18521500000.000	-0.029
18522500000.000	-0.027
18523500000.000	-0.017
18524500000.000	-0.014
18525500000.000	-0.012
18526500000.000	-0.006
18527500000.000	-0.005
18528500000.000	-0.007
18529500000.000	-0.001
18530500000.000	0.001
18531500000.000	0.003
18532500000.000	0.005
18533500000.000	0.003
18534500000.000	0.000
18535500000.000	0.001
18536500000.000	0.001
18537500000.000	-0.002
18538500000.000	0.005
18539500000.000	0.001
18480600000.000	0.007
18481600000.000	0.009
18482600000.000	0.006
18483600000.000	0.006
18484600000.000	0.006
18485600000.000	0.009
18486600000.000	0.006
18487600000.000	0.006
18488600000.000	0.003
18489600000.000	0.005
18490600000.000	0.004
18491600000.000	0.004
18492600000.000	0.007
18493600000.000	0.007
18494600000.000	-0.001
18495600000.000	0.001
18496600000.000	0.001
18497600000.000	-0.002
18498600000.000	-0.007
18499600000.000	-0.011
18500600000.000	-0.016
18501600000.000	-0.023
18502600000.000	-0.026
18503600000.000	-0.032
18504600000.000	-0.034
18505600000.000	-0.041
18506600000.000	-0.042
18507600000.000	-0.048
18508600000.000	-0.054
18509600000.000	-0.066
18510600000.000	-0.077
18511600000.000	-0.082
18512600000.000	-0.085
18513600000.000	-0.086
18514600000.000	-0.082
18515600000.000	-0.076
18516600000.000	-0.064
18517600000.000	-0.054
18518600000.000	-0.051
18519600000.000	-0.045
18520600000.000	-0.033
18521600000.000	-0.032
18522600000.000	-0.029
18523600000.000	-0.017
18524600000.000	-0.005
18525600000.000	-0.009
18526600000.000	-0.009
18527600000.000	-0.004
18528600000.000	-0.004
18529600000.000	-0.003
18530600000.000	-0.007
18531600000.000	-0.002
18532600000.000	-0.003
18533600000.000	-0.003
18534600000.000	-0.004
18535600000.000	-0.002
18536600000.000	-0.002
18537600000.000	-0.000
18538600000.000	0.002
18539600000.000	0.004
18480700000.000	0.006
18481700000.000	0.010
18482700000.000	0.009
18483700000.000	0.008
18484700000.000	0.007
18485700000.000	0.007
18486700000.000	0.009
18487700000.000	0.008
18488700000.000	0.005
18489700000.000	0.009
18490700000.000	0.007
18491700000.000	0.008
18492700000.000	0.009
18493700000.000	0.003
18494700000.000	0.004
18495700000.000	-0.001
18496700000.000	-0.006
18497700000.000	-0.007
18498700000.000	-0.005
18499700000.000	-0.008
18500700000.000	-0.011
18501700000.000	-0.021
18502700000.000	-0.030
18503700000.000	-0.028
18504700000.000	-0.032
18505700000.000	-0.033
18506700000.000	-0.042
18507700000.000	-0.037
18508700000.000	-0.055
18509700000.000	-0.068
18510700000.000	-0.081
18511700000.000	-0.080
18512700000.000	-0.080
18513700000.000	-0.095
18514700000.000	-0.084
18515700000.000	-0.071
18516700000.000	-0.067
18517700000.000	-0.061
18518700000.000	-0.043
18519700000.000	-0.037
18520700000.000	-0.030
18521700000.000	-0.024
18522700000.000	-0.024
18523700000.000	-0.016
18524700000.000	-0.016
18525700000.000	-0.016
18526700000.000	-0.008
18527700000.000	-0.012
18528700000.000	-0.007
18529700000.000	-0.007
18530700000.000	-0.006
18531700000.000	-0.005
18532700000.000	0.000
18533700000.000	0.003
18534700000.000	0.005
18535700000.000	0.006
18536700000.000	0.004
18537700000.000	0.003
18538700000.000	0.006
18539700000.000	0.007
18480800000.000	0.008
18481800000.000	0.007
18482800000.000	0.011
18483800000.000	0.009
18484800000.000	0.009
18485800000.000	0.011
18486800000.000	0.012
18487800000.000	0.012
18488800000.000	0.016
18489800000.000	0.012
18490800000.000	0.008
18491800000.000	0.008
18492800000.000	0.008
18493800000.000	0.007
18494800000.000	0.001
18495800000.000	-0.002
18496800000.000	-0.003
18497800000.000	-0.001
18498800000.000	0.002
18499800000.000	-0.004
18500800000.000	-0.017
18501800000.000	-0.025
18502800000.000	-0.021
18503800000.000	-0.024
18504800000.000	-0.021
18505800000.000	-0.032
18506800000.000	-0.036
18507800000.000	-0.047
18508800000.000	-0.055
18509800000.000	-0.072
18510800000.000	-0.067
18511800000.000	-0.073
18512800000.000	-0.082
18513800000.000	-0.083
18514800000.000	-0.090
18515800000.000	-0.071
18516800000.000	-0.061
18517800000.000	-0.061
18518800000.000	-0.042
18519800000.000	-0.029
18520800000.000	-0.023
18521800000.000	-0.018
18522800000.000	-0.013
18523800000.000	-0.012
18524800000.000	-0.016
18525800000.000	-0.006
18526800000.000	-0.006
18527800000.000	-0.001
18528800000.000	0.002
18529800000.000	0.000
18530800000.000	-0.002
18531800000.000	-0.000
18532800000.000	0.002
18533800000.000	0.006
18534800000.000	0.002
18535800000.000	0.003
18536800000.000	0.008
18537800000.000	0.009
18538800000.000	0.008
18539800000.000	0.004
18480900000.000	0.006
18481900000.000	0.009
18482900000.000	0.010
18483900000.000	0.011
18484900000.000	0.013
18485900000.000	0.010
18486900000.000	0.010
18487900000.000	0.006
18488900000.000	0.009
18489900000.000	0.009
18490900000.000	0.007
18491900000.000	0.003
18492900000.000	0.002
18493900000.000	0.003
18494900000.000	0.003
18495900000.000	0.003
18496900000.000	0.001
18497900000.000	-0.002
18498900000.000	-0.002
18499900000.000	-0.010
18500900000.000	-0.011
18501900000.000	-0.020
18502900000.000	-0.023
18503900000.000	-0.019
18504900000.000	-0.029
18505900000.000	-0.029
18506900000.000	-0.047
18507900000.000	-0.051
18508900000.000	-0.060
18509900000.000	-0.067
18510900000.000	-0.079
18511900000.000	-0.085
18512900000.000	-0.094
18513900000.000	-0.086
18514900000.000	-0.078
18515900000.000	-0.072
18516900000.000	-0.064
18517900000.000	-0.055
18518900000.000	-0.036
18519900000.000	-0.035
18520900000.000	-0.029
18521900000.000	-0.026
18522900000.000	-0.019
18523900000.000	-0.017
18524900000.000	-0.013
18525900000.000	-0.009
18526900000.000	-0.013
18527900000.000	-0.004
18528900000.000	0.002
18529900000.000	-0.005
18530900000.000	-0.005
18531900000.000	-0.004
18532900000.000	0.000
18533900000.000	0.004
18534900000.000	0.002
18535900000.000	-0.000
18536900000.000	-0.002
18537900000.000	0.001
18538900000.000	0.003
18539900000.000	0.006
