# Filename	C:\Users\labuser\Documents\Data\2018-11-05\2_fscan.txt
# Date	2018-11-5-20:6
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	18.60
# Note	Hittite HMC-T2100 at 18.6 dBm connected to Splitter to -2 dB to Mixer to Doubler to -20 dB to Amp to Var Attn to Cavity. Var Attn at 19 dB. Laser at -100 GHz with -4 GHz Limit. MW Pulse from Laser -270 ns to +30 ns. Looking for MW Ionization.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18519700000.000	0.093	0.150	0.150
18500800000.000	0.093	0.133	0.156
18501800000.000	0.093	0.142	0.133
18502800000.000	0.093	0.111	0.127
18503800000.000	0.093	0.127	0.153
18504800000.000	0.093	0.102	0.168
18505800000.000	0.093	0.126	0.189
18506800000.000	0.093	0.099	0.153
18507800000.000	0.093	0.097	0.133
18508800000.000	0.093	0.118	0.128
18509800000.000	0.093	0.074	0.143
18510800000.000	0.093	0.078	0.163
18511800000.000	0.093	0.084	0.151
18512800000.000	0.093	0.079	0.144
18513800000.000	0.093	0.087	0.133
18514800000.000	0.093	0.098	0.144
18515800000.000	0.093	0.109	0.137
18516800000.000	0.093	0.079	0.127
18517800000.000	0.093	0.112	0.160
18518800000.000	0.093	0.126	0.133
18519800000.000	0.093	0.118	0.136
18500900000.000	0.093	0.155	0.151
18501900000.000	0.093	0.145	0.137
18502900000.000	0.093	0.122	0.173
18503900000.000	0.093	0.138	0.139
18504900000.000	0.093	0.121	0.161
18505900000.000	0.093	0.114	0.175
18506900000.000	0.093	0.118	0.135
18507900000.000	0.093	0.104	0.153
18508900000.000	0.093	0.066	0.141
18509900000.000	0.093	0.085	0.131
18510900000.000	0.093	0.063	0.177
18511900000.000	0.093	0.090	0.120
18512900000.000	0.093	0.082	0.153
18513900000.000	0.093	0.069	0.132
18514900000.000	0.093	0.113	0.164
18515900000.000	0.093	0.100	0.146
18516900000.000	0.093	0.114	0.127
18517900000.000	0.093	0.078	0.144
18518900000.000	0.093	0.113	0.127
18519900000.000	0.093	0.118	0.162
