# Filename	C:\Users\labuser\Documents\Data\2018-11-05\19_fscan.txt
# Date	2018-11-6-12:54
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	18.60
# Note	Hittite HMC-T2100 at 18.6 dBm connected to Splitter to -2 dB to Mixer to Doubler to -20 dB to Amp to Var Attn to Cavity. Var Attn at 19 dB. Laser at -10 GHz with -10 GHz Limit. MW Pulse from Laser -270 ns to +30 ns. Looking for MW Ionization.
# Frequency (Hz)	Background (V)	Voltage (V)	Reference (V)
18488400000.000	0.096	0.219	0.232
18490400000.000	0.096	0.205	0.252
18492400000.000	0.096	0.195	0.241
18494400000.000	0.096	0.213	0.260
18496400000.000	0.096	0.209	0.261
18498400000.000	0.096	0.181	0.247
18500400000.000	0.096	0.172	0.241
18502400000.000	0.096	0.174	0.249
18504400000.000	0.096	0.148	0.251
18506400000.000	0.096	0.161	0.240
18508400000.000	0.096	0.128	0.248
18510400000.000	0.096	0.115	0.227
18512400000.000	0.096	0.102	0.211
18514400000.000	0.096	0.109	0.243
18516400000.000	0.096	0.119	0.225
18518400000.000	0.096	0.118	0.214
18520400000.000	0.096	0.131	0.220
18522400000.000	0.096	0.155	0.202
18524400000.000	0.096	0.166	0.238
18526400000.000	0.096	0.167	0.215
18528400000.000	0.096	0.167	0.234
18530400000.000	0.096	0.183	0.239
18532400000.000	0.096	0.222	0.236
18534400000.000	0.096	0.200	0.227
18536400000.000	0.096	0.183	0.252
18538400000.000	0.096	0.225	0.242
18480600000.000	0.096	0.240	0.249
18482600000.000	0.096	0.221	0.232
18484600000.000	0.096	0.224	0.213
18486600000.000	0.096	0.220	0.245
18488600000.000	0.096	0.234	0.233
18490600000.000	0.096	0.213	0.236
18492600000.000	0.096	0.186	0.244
18494600000.000	0.096	0.197	0.254
18496600000.000	0.096	0.185	0.235
18498600000.000	0.096	0.176	0.244
18500600000.000	0.096	0.168	0.234
18502600000.000	0.096	0.169	0.231
18504600000.000	0.096	0.150	0.251
18506600000.000	0.096	0.159	0.234
18508600000.000	0.096	0.124	0.261
18510600000.000	0.096	0.106	0.246
18512600000.000	0.096	0.117	0.238
18514600000.000	0.096	0.142	0.257
18516600000.000	0.096	0.103	0.239
18518600000.000	0.096	0.128	0.251
18520600000.000	0.096	0.147	0.258
18522600000.000	0.096	0.199	0.212
18524600000.000	0.096	0.160	0.241
18526600000.000	0.096	0.209	0.257
18528600000.000	0.096	0.219	0.261
18530600000.000	0.096	0.189	0.247
18532600000.000	0.096	0.226	0.248
18534600000.000	0.096	0.204	0.234
18536600000.000	0.096	0.221	0.238
18538600000.000	0.096	0.220	0.246
18480800000.000	0.096	0.227	0.230
18482800000.000	0.096	0.232	0.275
18484800000.000	0.096	0.227	0.250
18486800000.000	0.096	0.226	0.286
18488800000.000	0.096	0.236	0.240
18490800000.000	0.096	0.232	0.238
18492800000.000	0.096	0.220	0.233
18494800000.000	0.096	0.202	0.243
18496800000.000	0.096	0.212	0.237
18498800000.000	0.096	0.182	0.226
18500800000.000	0.096	0.167	0.240
18502800000.000	0.096	0.172	0.237
18504800000.000	0.096	0.138	0.229
18506800000.000	0.096	0.150	0.227
18508800000.000	0.096	0.145	0.232
18510800000.000	0.096	0.123	0.215
18512800000.000	0.096	0.108	0.227
18514800000.000	0.096	0.098	0.231
18516800000.000	0.096	0.125	0.238
18518800000.000	0.096	0.145	0.223
18520800000.000	0.096	0.161	0.264
18522800000.000	0.096	0.189	0.262
18524800000.000	0.096	0.165	0.227
18526800000.000	0.096	0.200	0.245
18528800000.000	0.096	0.181	0.225
18530800000.000	0.096	0.208	0.222
18532800000.000	0.096	0.191	0.248
18534800000.000	0.096	0.204	0.235
18536800000.000	0.096	0.225	0.222
18538800000.000	0.096	0.226	0.218
18481000000.000	0.096	0.220	0.222
18483000000.000	0.096	0.208	0.239
18485000000.000	0.096	0.191	0.234
