# Delay scan
# MW at 19 dB
# Laser at 365820.5 GHz, -1st Resonance.
# PM at 1.4 (35 dB)
# No Static
i	d	s	b
9416.000	53664.000	0.200	-0.035
9415.000	53674.000	0.246	-0.035
9414.000	53684.000	0.203	-0.035
9413.000	53694.000	0.217	-0.035
9412.000	53704.000	0.278	-0.035
9411.000	53714.000	0.208	-0.035
9410.000	53724.000	0.207	-0.035
9409.000	53734.000	0.258	-0.035
9408.000	53744.000	0.220	-0.035
9407.000	53754.000	0.219	-0.035
9406.000	53764.000	0.232	-0.035
9405.000	53774.000	0.230	-0.035
9404.000	53784.000	0.226	-0.035
9403.000	53794.000	0.237	-0.035
9402.000	53804.000	0.265	-0.035
9401.000	53814.000	0.300	-0.035
9400.000	53824.000	0.229	-0.035
9399.000	53834.000	0.201	-0.035
9398.000	53844.000	0.229	-0.035
9397.000	53854.000	0.208	-0.035
9396.000	53864.000	0.238	-0.035
9395.000	53874.000	0.243	-0.035
9394.000	53884.000	0.229	-0.035
9393.000	53894.000	0.192	-0.035
9392.000	53904.000	0.226	-0.035
9391.000	53914.000	0.253	-0.035
9390.000	53924.000	0.264	-0.035
9389.000	53934.000	0.223	-0.035
9388.000	53944.000	0.232	-0.035
9387.000	53954.000	0.175	-0.035
9386.000	53964.000	0.187	-0.035
9385.000	53974.000	0.195	-0.035
9384.000	53984.000	0.202	-0.035
9383.000	53994.000	0.210	-0.035
9382.000	54004.000	0.198	-0.035
9381.000	54014.000	0.193	-0.035
9380.000	54024.000	0.251	-0.035
9379.000	54034.000	0.260	-0.035
9378.000	54044.000	0.205	-0.035
9377.000	54054.000	0.197	-0.035
9376.000	54064.000	0.266	-0.035
9375.000	54074.000	0.258	-0.035
9374.000	54084.000	0.175	-0.035
9373.000	54094.000	0.164	-0.035
9372.000	54104.000	0.195	-0.035
9371.000	54114.000	0.233	-0.035
9370.000	54124.000	0.196	-0.035
9369.000	54134.000	0.239	-0.035
9368.000	54144.000	0.204	-0.035
9367.000	54154.000	0.190	-0.035
9366.000	54164.000	0.223	-0.035
9365.000	54174.000	0.210	-0.035
9364.000	54184.000	0.223	-0.035
9363.000	54194.000	0.233	-0.035
9362.000	54204.000	0.231	-0.035
9361.000	54214.000	0.185	-0.035
9360.000	54224.000	0.169	-0.035
9359.000	54234.000	0.174	-0.035
9358.000	54244.000	0.216	-0.035
9357.000	54254.000	0.205	-0.035
9356.000	54264.000	0.226	-0.035
9355.000	54274.000	0.202	-0.035
9354.000	54284.000	0.239	-0.035
9353.000	54294.000	0.185	-0.035
9352.000	54304.000	0.213	-0.035
9351.000	54314.000	0.213	-0.035
9350.000	54324.000	0.206	-0.035
9349.000	54334.000	0.210	-0.035
9348.000	54344.000	0.227	-0.035
9347.000	54354.000	0.204	-0.035
9346.000	54364.000	0.226	-0.035
9345.000	54374.000	0.219	-0.035
9344.000	54384.000	0.222	-0.035
9343.000	54394.000	0.270	-0.035
9342.000	54404.000	0.202	-0.035
9341.000	54414.000	0.184	-0.035
9340.000	54424.000	0.215	-0.035
9339.000	54434.000	0.194	-0.035
9338.000	54444.000	0.227	-0.035
9337.000	54454.000	0.233	-0.035
9336.000	54464.000	0.235	-0.035
9335.000	54474.000	0.212	-0.035
9334.000	54484.000	0.254	-0.035
9333.000	54494.000	0.229	-0.035
9332.000	54504.000	0.219	-0.035
9331.000	54514.000	0.213	-0.035
9330.000	54524.000	0.237	-0.035
9329.000	54534.000	0.199	-0.035
9328.000	54544.000	0.204	-0.035
9327.000	54554.000	0.193	-0.035
9326.000	54564.000	0.165	-0.035
9325.000	54574.000	0.224	-0.035
9324.000	54584.000	0.168	-0.035
9323.000	54594.000	0.216	-0.035
9322.000	54604.000	0.260	-0.035
9321.000	54614.000	0.211	-0.035
9320.000	54624.000	0.222	-0.035
9319.000	54634.000	0.205	-0.035
9318.000	54644.000	0.218	-0.035
9317.000	54654.000	0.198	-0.035
9316.000	54664.000	0.213	-0.035
9315.000	54674.000	0.163	-0.035
9314.000	54684.000	0.262	-0.035
9313.000	54694.000	0.229	-0.035
9312.000	54704.000	0.167	-0.035
9311.000	54714.000	0.179	-0.035
9310.000	54724.000	0.136	-0.035
9309.000	54734.000	0.168	-0.035
9308.000	54744.000	0.222	-0.035
9307.000	54754.000	0.201	-0.035
9306.000	54764.000	0.181	-0.035
9305.000	54774.000	0.194	-0.035
9304.000	54784.000	0.233	-0.035
9303.000	54794.000	0.215	-0.035
9302.000	54804.000	0.199	-0.035
9301.000	54814.000	0.254	-0.035
9300.000	54824.000	0.219	-0.035
9299.000	54834.000	0.171	-0.035
9298.000	54844.000	0.185	-0.035
9297.000	54854.000	0.211	-0.035
9296.000	54864.000	0.218	-0.035
9295.000	54874.000	0.206	-0.035
9294.000	54884.000	0.195	-0.035
9293.000	54894.000	0.239	-0.035
9292.000	54904.000	0.208	-0.035
9291.000	54914.000	0.211	-0.035
9290.000	54924.000	0.259	-0.035
9289.000	54934.000	0.211	-0.035
9288.000	54944.000	0.177	-0.035
9287.000	54954.000	0.175	-0.035
9286.000	54964.000	0.226	-0.035
9285.000	54974.000	0.225	-0.035
9284.000	54984.000	0.256	-0.035
9283.000	54994.000	0.218	-0.035
9282.000	55004.000	0.226	-0.035
9281.000	55014.000	0.252	-0.035
9280.000	55024.000	0.232	-0.035
9279.000	55034.000	0.186	-0.035
9278.000	55044.000	0.192	-0.035
9277.000	55054.000	0.215	-0.035
9276.000	55064.000	0.215	-0.035
9275.000	55074.000	0.241	-0.035
9274.000	55084.000	0.215	-0.035
9273.000	55094.000	0.182	-0.035
9272.000	55104.000	0.198	-0.035
9271.000	55114.000	0.214	-0.035
9270.000	55124.000	0.255	-0.035
9269.000	55134.000	0.168	-0.035
9268.000	55144.000	0.269	-0.035
9267.000	55154.000	0.206	-0.035
9266.000	55164.000	0.229	-0.035
9265.000	55174.000	0.190	-0.035
9264.000	55184.000	0.217	-0.035
9263.000	55194.000	0.219	-0.035
9262.000	55204.000	0.252	-0.035
9261.000	55214.000	0.229	-0.035
9260.000	55224.000	0.173	-0.035
9259.000	55234.000	0.216	-0.035
9258.000	55244.000	0.185	-0.035
9257.000	55254.000	0.194	-0.035
9256.000	55264.000	0.227	-0.035
9255.000	55274.000	0.181	-0.035
9254.000	55284.000	0.207	-0.035
9253.000	55294.000	0.182	-0.035
9252.000	55304.000	0.178	-0.035
9251.000	55314.000	0.190	-0.035
9250.000	55324.000	0.278	-0.035
9249.000	55334.000	0.232	-0.035
9248.000	55344.000	0.229	-0.035
9247.000	55354.000	0.214	-0.035
9246.000	55364.000	0.243	-0.035
9245.000	55374.000	0.198	-0.035
9244.000	55384.000	0.200	-0.035
9243.000	55394.000	0.232	-0.035
9242.000	55404.000	0.170	-0.035
9241.000	55414.000	0.221	-0.035
9240.000	55424.000	0.212	-0.035
9239.000	55434.000	0.243	-0.035
9238.000	55444.000	0.181	-0.035
9237.000	55454.000	0.179	-0.035
9236.000	55464.000	0.196	-0.035
9235.000	55474.000	0.163	-0.035
9234.000	55484.000	0.160	-0.035
9233.000	55494.000	0.235	-0.035
9232.000	55504.000	0.222	-0.035
9231.000	55514.000	0.203	-0.035
9230.000	55524.000	0.255	-0.035
9229.000	55534.000	0.196	-0.035
9228.000	55544.000	0.202	-0.035
9227.000	55554.000	0.197	-0.035
9226.000	55564.000	0.180	-0.035
9225.000	55574.000	0.193	-0.035
9224.000	55584.000	0.225	-0.035
9223.000	55594.000	0.268	-0.035
9222.000	55604.000	0.201	-0.035
9221.000	55614.000	0.178	-0.035
9220.000	55624.000	0.207	-0.035
9219.000	55634.000	0.197	-0.035
9218.000	55644.000	0.238	-0.035
9217.000	55654.000	0.245	-0.035
9216.000	55664.000	0.244	-0.035
9215.000	55674.000	0.254	-0.035
9214.000	55684.000	0.180	-0.035
9213.000	55694.000	0.243	-0.035
9212.000	55704.000	0.162	-0.035
9211.000	55714.000	0.216	-0.035
9210.000	55724.000	0.177	-0.035
9209.000	55734.000	0.251	-0.035
9208.000	55744.000	0.198	-0.035
9207.000	55754.000	0.204	-0.035
9206.000	55764.000	0.220	-0.035
9205.000	55774.000	0.198	-0.035
9204.000	55784.000	0.231	-0.035
9203.000	55794.000	0.214	-0.035
9202.000	55804.000	0.191	-0.035
9201.000	55814.000	0.203	-0.035
9200.000	55824.000	0.168	-0.035
9199.000	55834.000	0.145	-0.035
9198.000	55844.000	0.181	-0.035
9197.000	55854.000	0.153	-0.035
9196.000	55864.000	0.202	-0.035
9195.000	55874.000	0.183	-0.035
9194.000	55884.000	0.193	-0.035
9193.000	55894.000	0.220	-0.035
9192.000	55904.000	0.216	-0.035
9191.000	55914.000	0.220	-0.035
9190.000	55924.000	0.211	-0.035
9189.000	55934.000	0.160	-0.035
9188.000	55944.000	0.201	-0.035
9187.000	55954.000	0.173	-0.035
9186.000	55964.000	0.209	-0.035
9185.000	55974.000	0.205	-0.035
9184.000	55984.000	0.180	-0.035
9183.000	55994.000	0.230	-0.035
9182.000	56004.000	0.206	-0.035
9181.000	56014.000	0.233	-0.035
9180.000	56024.000	0.219	-0.035
9179.000	56034.000	0.206	-0.035
9178.000	56044.000	0.210	-0.035
9177.000	56054.000	0.175	-0.035
9176.000	56064.000	0.186	-0.035
9175.000	56074.000	0.209	-0.035
9174.000	56084.000	0.214	-0.035
9173.000	56094.000	0.197	-0.035
9172.000	56104.000	0.233	-0.035
9171.000	56114.000	0.192	-0.035
9170.000	56124.000	0.233	-0.035
9169.000	56134.000	0.170	-0.035
9168.000	56144.000	0.198	-0.035
9167.000	56154.000	0.192	-0.035
9166.000	56164.000	0.181	-0.035
9165.000	56174.000	0.190	-0.035
9164.000	56184.000	0.186	-0.035
9163.000	56194.000	0.233	-0.035
9162.000	56204.000	0.205	-0.035
9161.000	56214.000	0.204	-0.035
9160.000	56224.000	0.170	-0.035
9159.000	56234.000	0.188	-0.035
9158.000	56244.000	0.232	-0.035
9157.000	56254.000	0.196	-0.035
9156.000	56264.000	0.246	-0.035
9155.000	56274.000	0.177	-0.035
9154.000	56284.000	0.226	-0.035
9153.000	56294.000	0.230	-0.035
9152.000	56304.000	0.172	-0.035
9151.000	56314.000	0.219	-0.035
9150.000	56324.000	0.172	-0.035
9149.000	56334.000	0.186	-0.035
9148.000	56344.000	0.191	-0.035
9147.000	56354.000	0.168	-0.035
9146.000	56364.000	0.175	-0.035
9145.000	56374.000	0.194	-0.035
9144.000	56384.000	0.267	-0.035
9143.000	56394.000	0.190	-0.035
9142.000	56404.000	0.216	-0.035
9141.000	56414.000	0.246	-0.035
9140.000	56424.000	0.185	-0.035
9139.000	56434.000	0.197	-0.035
9138.000	56444.000	0.177	-0.035
9137.000	56454.000	0.202	-0.035
9136.000	56464.000	0.202	-0.035
9135.000	56474.000	0.196	-0.035
9134.000	56484.000	0.165	-0.035
9133.000	56494.000	0.213	-0.035
9132.000	56504.000	0.195	-0.035
9131.000	56514.000	0.146	-0.035
9130.000	56524.000	0.198	-0.035
9129.000	56534.000	0.221	-0.035
9128.000	56544.000	0.173	-0.035
9127.000	56554.000	0.155	-0.035
9126.000	56564.000	0.147	-0.035
9125.000	56574.000	0.221	-0.035
9124.000	56584.000	0.195	-0.035
9123.000	56594.000	0.148	-0.035
9122.000	56604.000	0.194	-0.035
9121.000	56614.000	0.232	-0.035
9120.000	56624.000	0.186	-0.035
9119.000	56634.000	0.174	-0.035
9118.000	56644.000	0.187	-0.035
9117.000	56654.000	0.174	-0.035
9116.000	56664.000	0.153	-0.035
9115.000	56674.000	0.218	-0.035
9114.000	56684.000	0.211	-0.035
9113.000	56694.000	0.176	-0.035
9112.000	56704.000	0.197	-0.035
9111.000	56714.000	0.172	-0.035
9110.000	56724.000	0.178	-0.035
9109.000	56734.000	0.172	-0.035
9108.000	56744.000	0.185	-0.035
9107.000	56754.000	0.199	-0.035
9106.000	56764.000	0.129	-0.035
9105.000	56774.000	0.133	-0.035
9104.000	56784.000	0.208	-0.035
9103.000	56794.000	0.202	-0.035
9102.000	56804.000	0.201	-0.035
9101.000	56814.000	0.224	-0.035
9100.000	56824.000	0.174	-0.035
9099.000	56834.000	0.185	-0.035
9098.000	56844.000	0.186	-0.035
9097.000	56854.000	0.201	-0.035
9096.000	56864.000	0.202	-0.035
9095.000	56874.000	0.206	-0.035
9094.000	56884.000	0.172	-0.035
9093.000	56894.000	0.243	-0.035
9092.000	56904.000	0.222	-0.035
9091.000	56914.000	0.210	-0.035
9090.000	56924.000	0.231	-0.035
9089.000	56934.000	0.237	-0.035
9088.000	56944.000	0.189	-0.035
9087.000	56954.000	0.222	-0.035
9086.000	56964.000	0.249	-0.035
9085.000	56974.000	0.201	-0.035
9084.000	56984.000	0.152	-0.035
9083.000	56994.000	0.234	-0.035
9082.000	57004.000	0.237	-0.035
9081.000	57014.000	0.159	-0.035
9080.000	57024.000	0.175	-0.035
9079.000	57034.000	0.187	-0.035
9078.000	57044.000	0.189	-0.035
9077.000	57054.000	0.205	-0.035
9076.000	57064.000	0.160	-0.035
9075.000	57074.000	0.235	-0.035
9074.000	57084.000	0.205	-0.035
9073.000	57094.000	0.188	-0.035
9072.000	57104.000	0.229	-0.035
9071.000	57114.000	0.215	-0.035
9070.000	57124.000	0.167	-0.035
9069.000	57134.000	0.198	-0.035
9068.000	57144.000	0.217	-0.035
9067.000	57154.000	0.136	-0.035
9066.000	57164.000	0.173	-0.035
9065.000	57174.000	0.227	-0.035
9064.000	57184.000	0.312	-0.035
9063.000	57194.000	0.176	-0.035
9062.000	57204.000	0.148	-0.035
9061.000	57214.000	0.171	-0.035
9060.000	57224.000	0.215	-0.035
9059.000	57234.000	0.212	-0.035
9058.000	57244.000	0.219	-0.035
9057.000	57254.000	0.244	-0.035
9056.000	57264.000	0.204	-0.035
9055.000	57274.000	0.195	-0.035
9054.000	57284.000	0.184	-0.035
9053.000	57294.000	0.216	-0.035
9052.000	57304.000	0.190	-0.035
9051.000	57314.000	0.212	-0.035
9050.000	57324.000	0.247	-0.035
9049.000	57334.000	0.188	-0.035
9048.000	57344.000	0.230	-0.035
9047.000	57354.000	0.228	-0.035
9046.000	57364.000	0.180	-0.035
9045.000	57374.000	0.209	-0.035
9044.000	57384.000	0.189	-0.035
9043.000	57394.000	0.182	-0.035
9042.000	57404.000	0.209	-0.035
9041.000	57414.000	0.268	-0.035
9040.000	57424.000	0.169	-0.035
9039.000	57434.000	0.180	-0.035
9038.000	57444.000	0.166	-0.035
9037.000	57454.000	0.231	-0.035
9036.000	57464.000	0.217	-0.035
9035.000	57474.000	0.295	-0.035
9034.000	57484.000	0.179	-0.035
9033.000	57494.000	0.184	-0.035
9032.000	57504.000	0.231	-0.035
9031.000	57514.000	0.250	-0.035
9030.000	57524.000	0.190	-0.035
9029.000	57534.000	0.221	-0.035
9028.000	57544.000	0.219	-0.035
9027.000	57554.000	0.184	-0.035
9026.000	57564.000	0.213	-0.035
9025.000	57574.000	0.195	-0.035
9024.000	57584.000	0.182	-0.035
9023.000	57594.000	0.171	-0.035
9022.000	57604.000	0.184	-0.035
9021.000	57614.000	0.221	-0.035
9020.000	57624.000	0.154	-0.035
9019.000	57634.000	0.251	-0.035
9018.000	57644.000	0.197	-0.035
9017.000	57654.000	0.227	-0.035
9016.000	57664.000	0.223	-0.035
9015.000	57674.000	0.188	-0.035
9014.000	57684.000	0.177	-0.035
9013.000	57694.000	0.264	-0.035
9012.000	57704.000	0.171	-0.035
9011.000	57714.000	0.219	-0.035
9010.000	57724.000	0.196	-0.035
9009.000	57734.000	0.194	-0.035
9008.000	57744.000	0.216	-0.035
9007.000	57754.000	0.194	-0.035
9006.000	57764.000	0.248	-0.035
9005.000	57774.000	0.199	-0.035
9004.000	57784.000	0.280	-0.035
9003.000	57794.000	0.188	-0.035
9002.000	57804.000	0.190	-0.035
9001.000	57814.000	0.209	-0.035
9000.000	57824.000	0.204	-0.035
8999.000	57834.000	0.233	-0.035
8998.000	57844.000	0.240	-0.035
8997.000	57854.000	0.227	-0.035
8996.000	57864.000	0.187	-0.035
8995.000	57874.000	0.210	-0.035
8994.000	57884.000	0.181	-0.035
8993.000	57894.000	0.247	-0.035
8992.000	57904.000	0.261	-0.035
8991.000	57914.000	0.193	-0.035
8990.000	57924.000	0.207	-0.035
8989.000	57934.000	0.219	-0.035
8988.000	57944.000	0.301	-0.035
8987.000	57954.000	0.223	-0.035
8986.000	57964.000	0.230	-0.035
8985.000	57974.000	0.225	-0.035
8984.000	57984.000	0.226	-0.035
8983.000	57994.000	0.254	-0.035
8982.000	58004.000	0.211	-0.035
8981.000	58014.000	0.213	-0.035
8980.000	58024.000	0.235	-0.035
8979.000	58034.000	0.238	-0.035
8978.000	58044.000	0.170	-0.035
8977.000	58054.000	0.229	-0.035
8976.000	58064.000	0.190	-0.035
8975.000	58074.000	0.211	-0.035
8974.000	58084.000	0.217	-0.035
8973.000	58094.000	0.195	-0.035
8972.000	58104.000	0.191	-0.035
8971.000	58114.000	0.221	-0.035
8970.000	58124.000	0.210	-0.035
8969.000	58134.000	0.241	-0.035
8968.000	58144.000	0.201	-0.035
8967.000	58154.000	0.200	-0.035
8966.000	58164.000	0.240	-0.035
8965.000	58174.000	0.206	-0.035
8964.000	58184.000	0.255	-0.035
8963.000	58194.000	0.230	-0.035
8962.000	58204.000	0.200	-0.035
8961.000	58214.000	0.184	-0.035
8960.000	58224.000	0.273	-0.035
8959.000	58234.000	0.265	-0.035
8958.000	58244.000	0.244	-0.035
8957.000	58254.000	0.229	-0.035
8956.000	58264.000	0.185	-0.035
8955.000	58274.000	0.205	-0.035
8954.000	58284.000	0.251	-0.035
8953.000	58294.000	0.235	-0.035
8952.000	58304.000	0.220	-0.035
8951.000	58314.000	0.229	-0.035
8950.000	58324.000	0.229	-0.035
8949.000	58334.000	0.262	-0.035
8948.000	58344.000	0.204	-0.035
8947.000	58354.000	0.171	-0.035
8946.000	58364.000	0.198	-0.035
8945.000	58374.000	0.166	-0.035
8944.000	58384.000	0.190	-0.035
8943.000	58394.000	0.211	-0.035
8942.000	58404.000	0.265	-0.035
8941.000	58414.000	0.268	-0.035
8940.000	58424.000	0.217	-0.035
8939.000	58434.000	0.171	-0.035
8938.000	58444.000	0.244	-0.035
8937.000	58454.000	0.220	-0.035
8936.000	58464.000	0.226	-0.035
8935.000	58474.000	0.200	-0.035
8934.000	58484.000	0.236	-0.035
8933.000	58494.000	0.172	-0.035
8932.000	58504.000	0.226	-0.035
8931.000	58514.000	0.205	-0.035
8930.000	58524.000	0.225	-0.035
8929.000	58534.000	0.192	-0.035
8928.000	58544.000	0.199	-0.035
8927.000	58554.000	0.259	-0.035
8926.000	58564.000	0.234	-0.035
8925.000	58574.000	0.225	-0.035
8924.000	58584.000	0.191	-0.035
8923.000	58594.000	0.221	-0.035
8922.000	58604.000	0.245	-0.035
8921.000	58614.000	0.199	-0.035
8920.000	58624.000	0.176	-0.035
8919.000	58634.000	0.292	-0.035
8918.000	58644.000	0.199	-0.035
8917.000	58654.000	0.151	-0.035
8916.000	58664.000	0.195	-0.035
8915.000	58674.000	0.207	-0.035
8914.000	58684.000	0.195	-0.035
8913.000	58694.000	0.205	-0.035
8912.000	58704.000	0.214	-0.035
8911.000	58714.000	0.266	-0.035
8910.000	58724.000	0.211	-0.035
8909.000	58734.000	0.266	-0.035
8908.000	58744.000	0.243	-0.035
8907.000	58754.000	0.159	-0.035
8906.000	58764.000	0.187	-0.035
8905.000	58774.000	0.286	-0.035
8904.000	58784.000	0.202	-0.035
8903.000	58794.000	0.205	-0.035
8902.000	58804.000	0.252	-0.035
8901.000	58814.000	0.238	-0.035
8900.000	58824.000	0.198	-0.035
8899.000	58834.000	0.215	-0.035
8898.000	58844.000	0.247	-0.035
8897.000	58854.000	0.205	-0.035
8896.000	58864.000	0.192	-0.035
8895.000	58874.000	0.183	-0.035
8894.000	58884.000	0.200	-0.035
8893.000	58894.000	0.204	-0.035
8892.000	58904.000	0.244	-0.035
8891.000	58914.000	0.196	-0.035
8890.000	58924.000	0.246	-0.035
8889.000	58934.000	0.215	-0.035
8888.000	58944.000	0.235	-0.035
8887.000	58954.000	0.281	-0.035
8886.000	58964.000	0.250	-0.035
8885.000	58974.000	0.248	-0.035
8884.000	58984.000	0.221	-0.035
8883.000	58994.000	0.214	-0.035
8882.000	59004.000	0.238	-0.035
8881.000	59014.000	0.255	-0.035
8880.000	59024.000	0.197	-0.035
8879.000	59034.000	0.197	-0.035
8878.000	59044.000	0.211	-0.035
8877.000	59054.000	0.236	-0.035
8876.000	59064.000	0.183	-0.035
8875.000	59074.000	0.191	-0.035
8874.000	59084.000	0.234	-0.035
8873.000	59094.000	0.190	-0.035
8872.000	59104.000	0.300	-0.035
8871.000	59114.000	0.244	-0.035
8870.000	59124.000	0.250	-0.035
8869.000	59134.000	0.202	-0.035
8868.000	59144.000	0.204	-0.035
8867.000	59154.000	0.220	-0.035
8866.000	59164.000	0.214	-0.035
8865.000	59174.000	0.235	-0.035
8864.000	59184.000	0.267	-0.035
8863.000	59194.000	0.221	-0.035
8862.000	59204.000	0.195	-0.035
8861.000	59214.000	0.215	-0.035
8860.000	59224.000	0.221	-0.035
8859.000	59234.000	0.247	-0.035
8858.000	59244.000	0.211	-0.035
8857.000	59254.000	0.262	-0.035
8856.000	59264.000	0.233	-0.035
8855.000	59274.000	0.238	-0.035
8854.000	59284.000	0.222	-0.035
8853.000	59294.000	0.236	-0.035
8852.000	59304.000	0.207	-0.035
8851.000	59314.000	0.243	-0.035
8850.000	59324.000	0.228	-0.035
8849.000	59334.000	0.168	-0.035
8848.000	59344.000	0.253	-0.035
8847.000	59354.000	0.245	-0.035
8846.000	59364.000	0.246	-0.035
8845.000	59374.000	0.205	-0.035
8844.000	59384.000	0.220	-0.035
8843.000	59394.000	0.190	-0.035
8842.000	59404.000	0.206	-0.035
8841.000	59414.000	0.204	-0.035
8840.000	59424.000	0.176	-0.035
8839.000	59434.000	0.242	-0.035
8838.000	59444.000	0.215	-0.035
8837.000	59454.000	0.230	-0.035
