# Delay scan
# MW at 19 dB
# Laser at 365872 GHz, 0.5th Resonance.
# PM at 1.4 (35 dB)
# 0 mV static
i	d	s	b
52.000	52704.000	0.040	-0.014
53.000	52714.000	0.082	-0.014
54.000	52724.000	0.057	-0.014
55.000	52734.000	0.097	-0.014
56.000	52744.000	0.084	-0.014
57.000	52754.000	0.119	-0.014
58.000	52764.000	0.080	-0.014
59.000	52774.000	0.129	-0.014
60.000	52784.000	0.070	-0.014
61.000	52794.000	0.029	-0.014
62.000	52804.000	0.036	-0.014
63.000	52814.000	0.056	-0.014
64.000	52824.000	0.027	-0.014
65.000	52834.000	0.042	-0.014
66.000	52844.000	0.028	-0.014
67.000	52854.000	0.042	-0.014
68.000	52864.000	0.060	-0.014
69.000	52874.000	0.114	-0.014
70.000	52884.000	0.032	-0.014
71.000	52894.000	0.124	-0.014
72.000	52904.000	0.065	-0.014
73.000	52914.000	0.019	-0.014
74.000	52924.000	0.023	-0.014
75.000	52934.000	0.034	-0.014
76.000	52944.000	0.115	-0.014
77.000	52954.000	0.055	-0.014
78.000	52964.000	0.055	-0.014
79.000	52974.000	0.067	-0.014
80.000	52984.000	0.064	-0.014
81.000	52994.000	0.156	-0.014
82.000	53004.000	0.101	-0.014
83.000	53014.000	0.069	-0.014
84.000	53024.000	0.136	-0.014
85.000	53034.000	0.105	-0.014
86.000	53044.000	0.084	-0.014
87.000	53054.000	0.049	-0.014
88.000	53064.000	0.055	-0.014
89.000	53074.000	0.042	-0.014
90.000	53084.000	0.043	-0.014
91.000	53094.000	0.020	-0.014
92.000	53104.000	0.066	-0.014
93.000	53114.000	0.066	-0.014
94.000	53124.000	0.071	-0.014
95.000	53134.000	0.043	-0.014
96.000	53144.000	0.069	-0.014
97.000	53154.000	0.075	-0.014
98.000	53164.000	0.041	-0.014
99.000	53174.000	0.073	-0.014
100.000	53184.000	0.035	-0.014
101.000	53194.000	0.043	-0.014
102.000	53204.000	0.130	-0.014
103.000	53214.000	0.053	-0.014
104.000	53224.000	0.041	-0.014
105.000	53234.000	0.059	-0.014
106.000	53244.000	0.151	-0.014
107.000	53254.000	0.065	-0.014
108.000	53264.000	0.061	-0.014
109.000	53274.000	0.059	-0.014
110.000	53284.000	0.027	-0.014
111.000	53294.000	0.059	-0.014
112.000	53304.000	0.069	-0.014
113.000	53314.000	0.054	-0.014
114.000	53324.000	0.074	-0.014
115.000	53334.000	0.058	-0.014
116.000	53344.000	0.059	-0.014
117.000	53354.000	0.112	-0.014
118.000	53364.000	0.062	-0.014
119.000	53374.000	0.036	-0.014
120.000	53384.000	0.038	-0.014
121.000	53394.000	0.096	-0.014
122.000	53404.000	0.078	-0.014
123.000	53414.000	0.050	-0.014
124.000	53424.000	0.034	-0.014
125.000	53434.000	0.051	-0.014
126.000	53444.000	0.034	-0.014
127.000	53454.000	0.038	-0.014
128.000	53464.000	0.013	-0.014
129.000	53474.000	0.066	-0.014
130.000	53484.000	0.065	-0.014
131.000	53494.000	0.049	-0.014
132.000	53504.000	0.043	-0.014
133.000	53514.000	0.113	-0.014
134.000	53524.000	0.073	-0.014
135.000	53534.000	0.053	-0.014
136.000	53544.000	0.069	-0.014
137.000	53554.000	0.055	-0.014
138.000	53564.000	0.005	-0.014
139.000	53574.000	0.031	-0.014
140.000	53584.000	0.053	-0.014
141.000	53594.000	0.027	-0.014
142.000	53604.000	0.091	-0.014
143.000	53614.000	0.043	-0.014
144.000	53624.000	0.062	-0.014
145.000	53634.000	0.041	-0.014
146.000	53644.000	0.068	-0.014
147.000	53654.000	0.058	-0.014
148.000	53664.000	0.037	-0.014
149.000	53674.000	0.115	-0.014
150.000	53684.000	0.103	-0.014
151.000	53694.000	0.119	-0.014
152.000	53704.000	0.048	-0.014
153.000	53714.000	0.103	-0.014
154.000	53724.000	0.089	-0.014
155.000	53734.000	0.052	-0.014
156.000	53744.000	0.091	-0.014
157.000	53754.000	0.063	-0.014
158.000	53764.000	0.074	-0.014
159.000	53774.000	0.044	-0.014
160.000	53784.000	0.092	-0.014
161.000	53794.000	0.136	-0.014
162.000	53804.000	0.072	-0.014
163.000	53814.000	0.083	-0.014
164.000	53824.000	0.059	-0.014
165.000	53834.000	0.047	-0.014
166.000	53844.000	0.073	-0.014
167.000	53854.000	0.042	-0.014
168.000	53864.000	0.031	-0.014
169.000	53874.000	0.043	-0.014
170.000	53884.000	0.085	-0.014
171.000	53894.000	0.040	-0.014
172.000	53904.000	0.046	-0.014
173.000	53914.000	0.090	-0.014
174.000	53924.000	0.064	-0.014
175.000	53934.000	0.050	-0.014
176.000	53944.000	0.082	-0.014
177.000	53954.000	0.090	-0.014
178.000	53964.000	0.062	-0.014
179.000	53974.000	0.107	-0.014
180.000	53984.000	0.064	-0.014
181.000	53994.000	0.104	-0.014
182.000	54004.000	0.039	-0.014
183.000	54014.000	0.005	-0.014
184.000	54024.000	0.066	-0.014
185.000	54034.000	0.061	-0.014
186.000	54044.000	0.058	-0.014
187.000	54054.000	0.067	-0.014
188.000	54064.000	0.044	-0.014
189.000	54074.000	0.081	-0.014
190.000	54084.000	0.069	-0.014
191.000	54094.000	0.069	-0.014
192.000	54104.000	0.026	-0.014
193.000	54114.000	0.053	-0.014
194.000	54124.000	0.059	-0.014
195.000	54134.000	0.073	-0.014
196.000	54144.000	0.073	-0.014
197.000	54154.000	0.049	-0.014
198.000	54164.000	0.104	-0.014
199.000	54174.000	0.045	-0.014
200.000	54184.000	0.080	-0.014
201.000	54194.000	0.071	-0.014
202.000	54204.000	0.034	-0.014
203.000	54214.000	0.056	-0.014
204.000	54224.000	0.055	-0.014
205.000	54234.000	0.038	-0.014
206.000	54244.000	0.066	-0.014
207.000	54254.000	0.047	-0.014
208.000	54264.000	0.065	-0.014
209.000	54274.000	0.107	-0.014
210.000	54284.000	0.099	-0.014
211.000	54294.000	0.058	-0.014
212.000	54304.000	0.089	-0.014
213.000	54314.000	0.099	-0.014
214.000	54324.000	0.072	-0.014
215.000	54334.000	0.098	-0.014
216.000	54344.000	0.061	-0.014
217.000	54354.000	0.081	-0.014
218.000	54364.000	0.063	-0.014
219.000	54374.000	0.067	-0.014
220.000	54384.000	0.114	-0.014
221.000	54394.000	0.032	-0.014
222.000	54404.000	0.078	-0.014
223.000	54414.000	0.036	-0.014
224.000	54424.000	0.098	-0.014
225.000	54434.000	0.052	-0.014
226.000	54444.000	0.060	-0.014
227.000	54454.000	0.035	-0.014
228.000	54464.000	0.062	-0.014
229.000	54474.000	0.048	-0.014
230.000	54484.000	0.088	-0.014
231.000	54494.000	0.099	-0.014
232.000	54504.000	0.035	-0.014
233.000	54514.000	0.051	-0.014
234.000	54524.000	0.111	-0.014
235.000	54534.000	0.035	-0.014
236.000	54544.000	0.071	-0.014
237.000	54554.000	0.044	-0.014
238.000	54564.000	0.068	-0.014
239.000	54574.000	0.042	-0.014
240.000	54584.000	0.048	-0.014
241.000	54594.000	0.069	-0.014
242.000	54604.000	0.112	-0.014
243.000	54614.000	0.033	-0.014
244.000	54624.000	0.035	-0.014
245.000	54634.000	0.075	-0.014
246.000	54644.000	0.038	-0.014
247.000	54654.000	0.093	-0.014
248.000	54664.000	0.047	-0.014
249.000	54674.000	0.020	-0.014
250.000	54684.000	0.032	-0.014
251.000	54694.000	0.049	-0.014
252.000	54704.000	0.022	-0.014
253.000	54714.000	0.035	-0.014
254.000	54724.000	0.070	-0.014
255.000	54734.000	0.078	-0.014
256.000	54744.000	0.042	-0.014
257.000	54754.000	0.061	-0.014
258.000	54764.000	0.073	-0.014
259.000	54774.000	0.081	-0.014
260.000	54784.000	0.144	-0.014
261.000	54794.000	0.050	-0.014
262.000	54804.000	0.054	-0.014
263.000	54814.000	0.053	-0.014
264.000	54824.000	0.077	-0.014
265.000	54834.000	0.072	-0.014
266.000	54844.000	0.025	-0.014
267.000	54854.000	0.075	-0.014
268.000	54864.000	0.045	-0.014
269.000	54874.000	0.075	-0.014
270.000	54884.000	0.025	-0.014
271.000	54894.000	0.053	-0.014
272.000	54904.000	0.053	-0.014
273.000	54914.000	0.099	-0.014
274.000	54924.000	0.065	-0.014
275.000	54934.000	0.034	-0.014
276.000	54944.000	0.031	-0.014
277.000	54954.000	0.070	-0.014
278.000	54964.000	0.038	-0.014
279.000	54974.000	0.106	-0.014
280.000	54984.000	0.044	-0.014
281.000	54994.000	0.052	-0.014
282.000	55004.000	0.121	-0.014
283.000	55014.000	0.029	-0.014
284.000	55024.000	0.031	-0.014
285.000	55034.000	0.049	-0.014
286.000	55044.000	0.067	-0.014
287.000	55054.000	0.050	-0.014
288.000	55064.000	0.058	-0.014
289.000	55074.000	0.042	-0.014
290.000	55084.000	0.055	-0.014
291.000	55094.000	0.024	-0.014
292.000	55104.000	0.068	-0.014
293.000	55114.000	0.031	-0.014
294.000	55124.000	0.014	-0.014
295.000	55134.000	0.082	-0.014
296.000	55144.000	0.046	-0.014
297.000	55154.000	0.121	-0.014
298.000	55164.000	0.056	-0.014
299.000	55174.000	0.069	-0.014
300.000	55184.000	0.066	-0.014
301.000	55194.000	0.051	-0.014
302.000	55204.000	0.111	-0.014
303.000	55214.000	0.167	-0.014
304.000	55224.000	0.122	-0.014
305.000	55234.000	0.033	-0.014
306.000	55244.000	0.022	-0.014
307.000	55254.000	0.019	-0.014
308.000	55264.000	0.020	-0.014
309.000	55274.000	0.030	-0.014
310.000	55284.000	0.063	-0.014
311.000	55294.000	0.084	-0.014
312.000	55304.000	0.078	-0.014
313.000	55314.000	0.056	-0.014
314.000	55324.000	0.052	-0.014
315.000	55334.000	0.037	-0.014
316.000	55344.000	0.047	-0.014
317.000	55354.000	0.054	-0.014
318.000	55364.000	0.061	-0.014
319.000	55374.000	0.072	-0.014
320.000	55384.000	0.058	-0.014
321.000	55394.000	0.053	-0.014
322.000	55404.000	0.037	-0.014
323.000	55414.000	0.056	-0.014
324.000	55424.000	0.104	-0.014
325.000	55434.000	0.053	-0.014
326.000	55444.000	0.041	-0.014
327.000	55454.000	0.025	-0.014
328.000	55464.000	0.009	-0.014
329.000	55474.000	0.043	-0.014
330.000	55484.000	0.101	-0.014
331.000	55494.000	0.045	-0.014
332.000	55504.000	0.113	-0.014
333.000	55514.000	0.089	-0.014
334.000	55524.000	0.050	-0.014
335.000	55534.000	0.153	-0.014
336.000	55544.000	0.050	-0.014
337.000	55554.000	0.042	-0.014
338.000	55564.000	0.061	-0.014
339.000	55574.000	0.050	-0.014
340.000	55584.000	0.064	-0.014
341.000	55594.000	0.097	-0.014
342.000	55604.000	0.047	-0.014
343.000	55614.000	0.023	-0.014
344.000	55624.000	0.058	-0.014
345.000	55634.000	0.047	-0.014
346.000	55644.000	0.105	-0.014
347.000	55654.000	0.046	-0.014
348.000	55664.000	0.112	-0.014
349.000	55674.000	0.032	-0.014
350.000	55684.000	0.059	-0.014
351.000	55694.000	0.062	-0.014
352.000	55704.000	0.073	-0.014
353.000	55714.000	0.066	-0.014
354.000	55724.000	0.064	-0.014
355.000	55734.000	0.050	-0.014
356.000	55744.000	0.066	-0.014
357.000	55754.000	0.056	-0.014
358.000	55764.000	0.064	-0.014
359.000	55774.000	0.114	-0.014
360.000	55784.000	0.080	-0.014
361.000	55794.000	0.039	-0.014
362.000	55804.000	0.068	-0.014
363.000	55814.000	0.094	-0.014
364.000	55824.000	0.030	-0.014
365.000	55834.000	0.052	-0.014
366.000	55844.000	0.048	-0.014
367.000	55854.000	0.077	-0.014
368.000	55864.000	0.043	-0.014
369.000	55874.000	0.007	-0.014
370.000	55884.000	0.095	-0.014
371.000	55894.000	0.046	-0.014
372.000	55904.000	0.061	-0.014
373.000	55914.000	0.036	-0.014
374.000	55924.000	0.044	-0.014
375.000	55934.000	0.073	-0.014
376.000	55944.000	0.059	-0.014
377.000	55954.000	0.048	-0.014
378.000	55964.000	0.037	-0.014
379.000	55974.000	0.055	-0.014
380.000	55984.000	0.040	-0.014
381.000	55994.000	0.029	-0.014
382.000	56004.000	0.042	-0.014
383.000	56014.000	0.058	-0.014
384.000	56024.000	0.026	-0.014
385.000	56034.000	0.054	-0.014
386.000	56044.000	0.056	-0.014
387.000	56054.000	0.086	-0.014
388.000	56064.000	0.076	-0.014
389.000	56074.000	0.038	-0.014
390.000	56084.000	0.033	-0.014
391.000	56094.000	0.027	-0.014
392.000	56104.000	0.045	-0.014
393.000	56114.000	0.025	-0.014
394.000	56124.000	0.057	-0.014
395.000	56134.000	0.048	-0.014
396.000	56144.000	0.038	-0.014
397.000	56154.000	0.097	-0.014
398.000	56164.000	0.036	-0.014
399.000	56174.000	0.072	-0.014
400.000	56184.000	0.097	-0.014
401.000	56194.000	0.074	-0.014
402.000	56204.000	0.004	-0.014
403.000	56214.000	0.032	-0.014
404.000	56224.000	0.047	-0.014
405.000	56234.000	0.046	-0.014
406.000	56244.000	0.075	-0.014
407.000	56254.000	0.104	-0.014
408.000	56264.000	0.058	-0.014
409.000	56274.000	0.073	-0.014
410.000	56284.000	0.041	-0.014
411.000	56294.000	0.029	-0.014
412.000	56304.000	0.030	-0.014
413.000	56314.000	0.014	-0.014
414.000	56324.000	0.034	-0.014
415.000	56334.000	0.002	-0.014
416.000	56344.000	0.025	-0.014
417.000	56354.000	0.020	-0.014
418.000	56364.000	0.027	-0.014
419.000	56374.000	0.048	-0.014
420.000	56384.000	0.015	-0.014
421.000	56394.000	0.065	-0.014
422.000	56404.000	0.092	-0.014
423.000	56414.000	0.030	-0.014
424.000	56424.000	0.102	-0.014
425.000	56434.000	0.051	-0.014
426.000	56444.000	0.126	-0.014
427.000	56454.000	0.064	-0.014
428.000	56464.000	0.087	-0.014
429.000	56474.000	0.072	-0.014
430.000	56484.000	0.052	-0.014
431.000	56494.000	0.040	-0.014
432.000	56504.000	0.034	-0.014
433.000	56514.000	0.015	-0.014
434.000	56524.000	0.035	-0.014
435.000	56534.000	0.066	-0.014
436.000	56544.000	0.047	-0.014
437.000	56554.000	0.066	-0.014
438.000	56564.000	0.036	-0.014
439.000	56574.000	0.045	-0.014
440.000	56584.000	0.055	-0.014
441.000	56594.000	0.030	-0.014
442.000	56604.000	0.028	-0.014
443.000	56614.000	0.070	-0.014
444.000	56624.000	0.042	-0.014
445.000	56634.000	0.055	-0.014
446.000	56644.000	0.051	-0.014
447.000	56654.000	0.064	-0.014
448.000	56664.000	0.077	-0.014
449.000	56674.000	0.041	-0.014
450.000	56684.000	0.023	-0.014
451.000	56694.000	0.031	-0.014
452.000	56704.000	0.059	-0.014
453.000	56714.000	0.056	-0.014
454.000	56724.000	0.034	-0.014
455.000	56734.000	0.017	-0.014
456.000	56744.000	0.034	-0.014
457.000	56754.000	0.116	-0.014
458.000	56764.000	0.050	-0.014
459.000	56774.000	0.033	-0.014
460.000	56784.000	0.072	-0.014
461.000	56794.000	0.109	-0.014
462.000	56804.000	0.046	-0.014
463.000	56814.000	0.016	-0.014
464.000	56824.000	0.011	-0.014
465.000	56834.000	0.054	-0.014
466.000	56844.000	0.063	-0.014
467.000	56854.000	0.036	-0.014
468.000	56864.000	0.059	-0.014
469.000	56874.000	0.024	-0.014
470.000	56884.000	0.063	-0.014
471.000	56894.000	0.024	-0.014
472.000	56904.000	0.034	-0.014
473.000	56914.000	0.034	-0.014
474.000	56924.000	0.067	-0.014
475.000	56934.000	0.048	-0.014
476.000	56944.000	0.064	-0.014
477.000	56954.000	0.035	-0.014
478.000	56964.000	0.037	-0.014
479.000	56974.000	0.070	-0.014
480.000	56984.000	0.070	-0.014
481.000	56994.000	0.034	-0.014
482.000	57004.000	0.061	-0.014
483.000	57014.000	0.051	-0.014
484.000	57024.000	0.092	-0.014
485.000	57034.000	0.082	-0.014
486.000	57044.000	0.050	-0.014
487.000	57054.000	0.097	-0.014
488.000	57064.000	0.060	-0.014
489.000	57074.000	0.127	-0.014
490.000	57084.000	0.085	-0.014
491.000	57094.000	0.091	-0.014
492.000	57104.000	0.066	-0.014
493.000	57114.000	0.072	-0.014
494.000	57124.000	0.068	-0.014
495.000	57134.000	0.025	-0.014
496.000	57144.000	0.046	-0.014
497.000	57154.000	0.051	-0.014
498.000	57164.000	0.034	-0.014
499.000	57174.000	0.057	-0.014
500.000	57184.000	0.064	-0.014
501.000	57194.000	0.046	-0.014
502.000	57204.000	0.046	-0.014
503.000	57214.000	0.068	-0.014
504.000	57224.000	0.063	-0.014
505.000	57234.000	0.091	-0.014
506.000	57244.000	0.087	-0.014
507.000	57254.000	0.073	-0.014
508.000	57264.000	0.119	-0.014
509.000	57274.000	0.105	-0.014
510.000	57284.000	0.036	-0.014
511.000	57294.000	0.056	-0.014
512.000	57304.000	0.042	-0.014
513.000	57314.000	0.137	-0.014
514.000	57324.000	0.044	-0.014
515.000	57334.000	0.044	-0.014
516.000	57344.000	0.053	-0.014
517.000	57354.000	0.036	-0.014
518.000	57364.000	0.024	-0.014
519.000	57374.000	0.056	-0.014
520.000	57384.000	0.058	-0.014
521.000	57394.000	0.086	-0.014
522.000	57404.000	0.036	-0.014
523.000	57414.000	0.032	-0.014
524.000	57424.000	0.053	-0.014
525.000	57434.000	0.065	-0.014
526.000	57444.000	0.040	-0.014
527.000	57454.000	0.071	-0.014
528.000	57464.000	0.045	-0.014
529.000	57474.000	0.073	-0.014
530.000	57484.000	0.088	-0.014
531.000	57494.000	0.085	-0.014
532.000	57504.000	0.046	-0.014
533.000	57514.000	0.068	-0.014
534.000	57524.000	0.031	-0.014
535.000	57534.000	0.082	-0.014
536.000	57544.000	0.076	-0.014
537.000	57554.000	0.063	-0.014
538.000	57564.000	0.027	-0.014
539.000	57574.000	0.068	-0.014
540.000	57584.000	0.028	-0.014
541.000	57594.000	0.080	-0.014
542.000	57604.000	0.082	-0.014
543.000	57614.000	0.061	-0.014
544.000	57624.000	0.081	-0.014
545.000	57634.000	0.043	-0.014
546.000	57644.000	0.062	-0.014
547.000	57654.000	0.035	-0.014
548.000	57664.000	0.025	-0.014
549.000	57674.000	0.035	-0.014
550.000	57684.000	0.094	-0.014
551.000	57694.000	0.069	-0.014
552.000	57704.000	0.071	-0.014
553.000	57714.000	0.036	-0.014
554.000	57724.000	0.079	-0.014
555.000	57734.000	0.106	-0.014
556.000	57744.000	0.050	-0.014
557.000	57754.000	0.020	-0.014
558.000	57764.000	0.119	-0.014
559.000	57774.000	0.185	-0.014
560.000	57784.000	0.108	-0.014
561.000	57794.000	0.038	-0.014
562.000	57804.000	0.028	-0.014
563.000	57814.000	0.101	-0.014
564.000	57824.000	0.093	-0.014
565.000	57834.000	0.066	-0.014
566.000	57844.000	0.091	-0.014
567.000	57854.000	0.092	-0.014
568.000	57864.000	0.079	-0.014
569.000	57874.000	0.064	-0.014
570.000	57884.000	0.079	-0.014
571.000	57894.000	0.173	-0.014
572.000	57904.000	0.090	-0.014
573.000	57914.000	0.059	-0.014
574.000	57924.000	0.034	-0.014
575.000	57934.000	0.079	-0.014
576.000	57944.000	0.035	-0.014
577.000	57954.000	0.036	-0.014
578.000	57964.000	0.048	-0.014
579.000	57974.000	0.056	-0.014
580.000	57984.000	0.067	-0.014
581.000	57994.000	0.076	-0.014
582.000	58004.000	0.102	-0.014
583.000	58014.000	0.065	-0.014
584.000	58024.000	0.051	-0.014
585.000	58034.000	0.020	-0.014
586.000	58044.000	0.137	-0.014
587.000	58054.000	0.110	-0.014
588.000	58064.000	0.082	-0.014
589.000	58074.000	0.066	-0.014
590.000	58084.000	0.030	-0.014
591.000	58094.000	0.062	-0.014
592.000	58104.000	0.056	-0.014
593.000	58114.000	0.111	-0.014
594.000	58124.000	0.097	-0.014
595.000	58134.000	0.107	-0.014
596.000	58144.000	0.069	-0.014
597.000	58154.000	0.126	-0.014
598.000	58164.000	0.059	-0.014
599.000	58174.000	0.058	-0.014
600.000	58184.000	0.085	-0.014
601.000	58194.000	0.065	-0.014
602.000	58204.000	0.029	-0.014
603.000	58214.000	0.074	-0.014
604.000	58224.000	0.056	-0.014
605.000	58234.000	0.078	-0.014
606.000	58244.000	0.028	-0.014
607.000	58254.000	0.058	-0.014
608.000	58264.000	0.045	-0.014
609.000	58274.000	0.055	-0.014
610.000	58284.000	0.051	-0.014
611.000	58294.000	0.074	-0.014
612.000	58304.000	0.027	-0.014
613.000	58314.000	0.126	-0.014
614.000	58324.000	0.029	-0.014
615.000	58334.000	0.016	-0.014
616.000	58344.000	0.035	-0.014
617.000	58354.000	0.014	-0.014
618.000	58364.000	0.067	-0.014
619.000	58374.000	0.077	-0.014
620.000	58384.000	0.137	-0.014
621.000	58394.000	0.068	-0.014
622.000	58404.000	0.072	-0.014
623.000	58414.000	0.074	-0.014
624.000	58424.000	0.068	-0.014
625.000	58434.000	0.106	-0.014
626.000	58444.000	0.096	-0.014
627.000	58454.000	0.124	-0.014
628.000	58464.000	0.044	-0.014
629.000	58474.000	0.053	-0.014
630.000	58484.000	0.106	-0.014
631.000	58494.000	0.126	-0.014
632.000	58504.000	0.045	-0.014
633.000	58514.000	0.034	-0.014
634.000	58524.000	0.043	-0.014
635.000	58534.000	0.048	-0.014
636.000	58544.000	0.039	-0.014
637.000	58554.000	0.058	-0.014
638.000	58564.000	0.042	-0.014
639.000	58574.000	0.057	-0.014
640.000	58584.000	0.042	-0.014
641.000	58594.000	0.062	-0.014
642.000	58604.000	0.052	-0.014
643.000	58614.000	0.066	-0.014
644.000	58624.000	0.148	-0.014
645.000	58634.000	0.059	-0.014
646.000	58644.000	0.025	-0.014
647.000	58654.000	0.050	-0.014
648.000	58664.000	0.032	-0.014
649.000	58674.000	0.049	-0.014
650.000	58684.000	0.044	-0.014
651.000	58694.000	0.094	-0.014
652.000	58704.000	0.096	-0.014
653.000	58714.000	0.099	-0.014
654.000	58724.000	0.047	-0.014
655.000	58734.000	0.049	-0.014
656.000	58744.000	0.030	-0.014
657.000	58754.000	0.050	-0.014
658.000	58764.000	0.050	-0.014
659.000	58774.000	0.110	-0.014
660.000	58784.000	0.060	-0.014
661.000	58794.000	0.084	-0.014
662.000	58804.000	0.066	-0.014
663.000	58814.000	0.032	-0.014
664.000	58824.000	0.097	-0.014
665.000	58834.000	0.053	-0.014
666.000	58844.000	0.082	-0.014
667.000	58854.000	0.087	-0.014
668.000	58864.000	0.058	-0.014
669.000	58874.000	0.047	-0.014
670.000	58884.000	0.044	-0.014
671.000	58894.000	0.104	-0.014
672.000	58904.000	0.111	-0.014
673.000	58914.000	0.069	-0.014
674.000	58924.000	0.044	-0.014
675.000	58934.000	0.070	-0.014
676.000	58944.000	0.070	-0.014
677.000	58954.000	0.055	-0.014
678.000	58964.000	0.052	-0.014
679.000	58974.000	0.027	-0.014
680.000	58984.000	0.047	-0.014
681.000	58994.000	0.036	-0.014
682.000	59004.000	0.045	-0.014
683.000	59014.000	0.038	-0.014
684.000	59024.000	0.085	-0.014
685.000	59034.000	0.058	-0.014
686.000	59044.000	0.060	-0.014
687.000	59054.000	0.072	-0.014
688.000	59064.000	0.042	-0.014
689.000	59074.000	0.072	-0.014
690.000	59084.000	0.055	-0.014
691.000	59094.000	0.041	-0.014
692.000	59104.000	0.028	-0.014
693.000	59114.000	0.033	-0.014
694.000	59124.000	0.048	-0.014
695.000	59134.000	0.092	-0.014
696.000	59144.000	0.067	-0.014
697.000	59154.000	0.119	-0.014
698.000	59164.000	0.177	-0.014
699.000	59174.000	0.109	-0.014
700.000	59184.000	0.090	-0.014
701.000	59194.000	0.103	-0.014
702.000	59204.000	0.116	-0.014
703.000	59214.000	0.062	-0.014
704.000	59224.000	0.029	-0.014
705.000	59234.000	0.039	-0.014
706.000	59244.000	0.099	-0.014
707.000	59254.000	0.088	-0.014
708.000	59264.000	0.008	-0.014
709.000	59274.000	0.038	-0.014
710.000	59284.000	0.059	-0.014
711.000	59294.000	0.051	-0.014
712.000	59304.000	0.036	-0.014
713.000	59314.000	0.125	-0.014
714.000	59324.000	0.069	-0.014
715.000	59334.000	0.068	-0.014
716.000	59344.000	0.057	-0.014
717.000	59354.000	0.071	-0.014
718.000	59364.000	0.048	-0.014
719.000	59374.000	0.044	-0.014
720.000	59384.000	0.112	-0.014
721.000	59394.000	0.052	-0.014
722.000	59404.000	0.049	-0.014
723.000	59414.000	0.120	-0.014
724.000	59424.000	0.063	-0.014
725.000	59434.000	0.066	-0.014
726.000	59444.000	0.077	-0.014
727.000	59454.000	0.048	-0.014
728.000	59464.000	0.103	-0.014
729.000	59474.000	0.052	-0.014
730.000	59484.000	0.044	-0.014
731.000	59494.000	0.046	-0.014
732.000	59504.000	0.054	-0.014
733.000	59514.000	0.025	-0.014
734.000	59524.000	0.028	-0.014
735.000	59534.000	0.016	-0.014
736.000	59544.000	0.021	-0.014
737.000	59554.000	0.080	-0.014
738.000	59564.000	0.108	-0.014
739.000	59574.000	0.041	-0.014
740.000	59584.000	0.036	-0.014
741.000	59594.000	0.048	-0.014
742.000	59604.000	0.146	-0.014
743.000	59614.000	0.053	-0.014
744.000	59624.000	0.080	-0.014
745.000	59634.000	0.053	-0.014
746.000	59644.000	0.025	-0.014
747.000	59654.000	0.021	-0.014
748.000	59664.000	0.067	-0.014
749.000	59674.000	0.072	-0.014
750.000	59684.000	0.098	-0.014
751.000	59694.000	0.046	-0.014
752.000	59704.000	0.053	-0.014
753.000	59714.000	0.036	-0.014
754.000	59724.000	0.028	-0.014
755.000	59734.000	0.042	-0.014
756.000	59744.000	0.022	-0.014
757.000	59754.000	0.041	-0.014
758.000	59764.000	0.026	-0.014
759.000	59774.000	0.092	-0.014
760.000	59784.000	0.076	-0.014
761.000	59794.000	0.041	-0.014
762.000	59804.000	0.077	-0.014
763.000	59814.000	0.066	-0.014
764.000	59824.000	0.086	-0.014
765.000	59834.000	0.057	-0.014
766.000	59844.000	0.111	-0.014
767.000	59854.000	0.069	-0.014
768.000	59864.000	0.092	-0.014
