# Title: MWBlink QuickScan
# Note:	Scan of 27f in +40 V (6.6 V/cm) and no PM, with MW ON (s) at +18.6 dBm and OFF (r) at -20 dBm on Hittite.
# Type:	DL-Pro Frequency Scan at 1000 samples/s
# Hittite Freq:	18510.5 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361351.8 GHz (Start, scans Red-ward)
# Target:	27f in 40 V
# Laser Mod:	NaN
# Laser Mod Attn:	MAX
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	-0.0010 V
# Static:	+40 V
# Static Off:	NaN
b	r	s
0.015	-0.083	-0.068
0.005	-0.093	-0.073
0.015	-0.083	-0.074
0.013	-0.095	-0.064
0.016	-0.087	-0.054
0.002	-0.093	-0.061
0.010	-0.071	-0.049
0.005	-0.070	-0.086
0.010	-0.075	-0.058
0.017	-0.089	-0.063
0.012	-0.115	-0.097
0.007	-0.085	-0.074
0.014	-0.104	-0.075
0.002	-0.070	-0.081
0.003	-0.086	-0.080
0.012	-0.051	-0.048
0.006	-0.040	-0.070
0.018	-0.053	-0.055
0.009	-0.055	-0.066
0.003	-0.121	-0.038
0.003	-0.084	-0.036
0.013	-0.067	-0.048
0.012	-0.072	-0.067
0.014	-0.062	-0.090
-0.001	-0.071	-0.076
0.004	-0.100	-0.051
0.015	-0.101	-0.071
0.006	-0.059	-0.079
0.003	-0.090	-0.051
0.006	-0.067	-0.091
0.015	-0.075	-0.070
0.019	-0.045	-0.060
0.010	-0.051	-0.057
0.017	-0.080	-0.080
0.018	-0.079	-0.059
0.005	-0.085	-0.066
0.015	-0.093	-0.051
0.014	-0.085	-0.078
0.001	-0.083	-0.037
-0.001	-0.050	-0.097
-0.004	-0.049	-0.065
0.008	-0.064	-0.066
0.013	-0.066	-0.076
0.005	-0.073	-0.072
0.003	-0.091	-0.091
0.013	-0.068	-0.066
0.005	-0.091	-0.096
0.011	-0.100	-0.090
0.012	-0.081	-0.064
0.008	-0.082	-0.052
0.005	-0.065	-0.082
0.006	-0.079	-0.110
0.004	-0.116	-0.074
0.005	-0.093	-0.084
0.014	-0.062	-0.091
0.001	-0.055	-0.063
0.005	-0.071	-0.073
0.006	-0.060	-0.080
-0.001	-0.057	-0.066
0.009	-0.060	-0.071
0.011	-0.061	-0.094
0.004	-0.039	-0.078
0.009	-0.061	-0.075
0.013	-0.085	-0.073
0.006	-0.092	-0.070
0.009	-0.077	-0.053
0.015	-0.065	-0.096
0.017	-0.057	-0.087
0.007	-0.058	-0.101
0.012	-0.073	-0.090
0.005	-0.048	-0.064
0.004	-0.051	-0.051
0.008	-0.047	-0.077
0.010	-0.078	-0.088
-0.002	-0.073	-0.067
0.008	-0.102	-0.073
0.013	-0.068	-0.087
0.014	-0.085	-0.083
0.010	-0.082	-0.072
0.013	-0.097	-0.060
0.008	-0.088	-0.113
0.015	-0.070	-0.056
0.008	-0.059	-0.063
0.015	-0.073	-0.085
0.012	-0.068	-0.097
0.006	-0.057	-0.084
0.001	-0.068	-0.081
0.011	-0.077	-0.081
-0.001	-0.081	-0.078
-0.001	-0.071	-0.072
0.005	-0.053	-0.126
0.013	-0.062	-0.101
0.008	-0.080	-0.073
0.002	-0.093	-0.068
0.005	-0.063	-0.067
0.009	-0.034	-0.074
0.013	-0.055	-0.074
0.015	-0.050	-0.095
0.011	-0.070	-0.080
0.009	-0.065	-0.077
0.014	-0.054	-0.068
0.001	-0.051	-0.084
0.010	-0.065	-0.081
0.009	-0.063	-0.116
0.016	-0.097	-0.097
0.001	-0.091	-0.117
0.006	-0.082	-0.113
-0.000	-0.087	-0.077
0.010	-0.065	-0.113
0.017	-0.056	-0.098
0.011	-0.054	-0.066
0.005	-0.044	-0.062
0.011	-0.071	-0.097
0.017	-0.067	-0.071
0.002	-0.048	-0.074
0.013	-0.048	-0.067
0.009	-0.059	-0.057
0.012	-0.087	-0.073
0.010	-0.066	-0.084
0.011	-0.080	-0.063
0.006	-0.059	-0.107
0.009	-0.059	-0.107
0.008	-0.041	-0.091
0.011	-0.061	-0.084
0.006	-0.039	-0.099
0.008	-0.062	-0.089
0.017	-0.050	-0.103
0.012	-0.072	-0.092
0.012	-0.059	-0.080
0.011	-0.088	-0.069
0.014	-0.077	-0.104
0.004	-0.040	-0.102
0.003	-0.061	-0.072
0.020	-0.087	-0.110
0.013	-0.083	-0.095
0.005	-0.092	-0.117
0.002	-0.067	-0.129
0.016	-0.054	-0.131
0.001	-0.071	-0.082
0.004	-0.075	-0.094
0.009	-0.053	-0.078
0.015	-0.056	-0.105
0.010	-0.042	-0.125
0.006	-0.062	-0.091
0.005	-0.068	-0.085
0.010	-0.067	-0.112
0.010	-0.065	-0.095
0.008	-0.068	-0.138
0.012	-0.065	-0.101
0.013	-0.069	-0.109
0.013	-0.047	-0.117
0.004	-0.047	-0.131
0.003	-0.060	-0.106
0.006	-0.070	-0.104
0.017	-0.059	-0.127
0.001	-0.075	-0.123
0.011	-0.065	-0.131
0.008	-0.080	-0.115
0.010	-0.068	-0.141
0.009	-0.067	-0.151
0.006	-0.054	-0.149
0.001	-0.105	-0.134
0.006	-0.090	-0.123
0.010	-0.054	-0.131
0.010	-0.045	-0.116
0.010	-0.062	-0.092
0.015	-0.042	-0.123
0.014	-0.055	-0.127
0.004	-0.037	-0.138
0.008	-0.048	-0.172
0.007	-0.041	-0.132
0.003	-0.052	-0.119
0.007	-0.055	-0.110
0.012	-0.068	-0.139
-0.002	-0.043	-0.167
0.008	-0.056	-0.120
0.015	-0.046	-0.103
0.005	-0.051	-0.146
0.008	-0.084	-0.117
-0.001	-0.057	-0.099
0.003	-0.062	-0.132
0.003	-0.046	-0.131
0.004	-0.058	-0.114
0.011	-0.110	-0.130
0.007	-0.066	-0.130
0.004	-0.063	-0.136
-0.008	-0.044	-0.102
0.008	-0.057	-0.119
0.002	-0.069	-0.083
0.002	-0.054	-0.113
0.002	-0.026	-0.104
0.012	-0.080	-0.127
0.014	-0.039	-0.126
0.011	-0.072	-0.136
0.008	-0.065	-0.115
0.010	-0.071	-0.127
0.009	-0.080	-0.167
0.012	-0.061	-0.162
0.009	-0.069	-0.119
0.004	-0.082	-0.128
0.010	-0.045	-0.159
-0.000	-0.085	-0.153
0.004	-0.068	-0.142
0.005	-0.053	-0.110
0.016	-0.064	-0.145
0.001	-0.076	-0.122
0.007	-0.070	-0.151
0.007	-0.041	-0.135
0.009	-0.058	-0.110
0.018	-0.048	-0.133
0.014	-0.084	-0.154
0.007	-0.065	-0.124
0.006	-0.093	-0.143
0.016	-0.057	-0.187
0.007	-0.071	-0.157
0.018	-0.061	-0.138
0.012	-0.061	-0.147
0.018	-0.056	-0.165
0.008	-0.058	-0.175
0.008	-0.057	-0.164
0.004	-0.049	-0.152
0.005	-0.063	-0.109
0.014	-0.028	-0.134
0.009	-0.039	-0.176
0.008	-0.036	-0.171
0.003	-0.040	-0.159
0.010	-0.048	-0.149
0.006	-0.056	-0.125
0.011	-0.056	-0.125
0.004	-0.083	-0.095
0.012	-0.049	-0.128
0.004	-0.037	-0.167
0.005	-0.045	-0.166
0.017	-0.077	-0.191
0.015	-0.093	-0.192
0.007	-0.073	-0.191
0.007	-0.041	-0.190
0.016	-0.045	-0.226
0.000	-0.059	-0.199
-0.005	-0.040	-0.188
-0.001	-0.057	-0.148
0.012	-0.065	-0.170
0.008	-0.063	-0.189
0.012	-0.051	-0.156
0.004	-0.056	-0.154
0.012	-0.062	-0.168
0.014	-0.073	-0.212
0.013	-0.076	-0.198
0.011	-0.053	-0.184
0.010	-0.056	-0.179
0.013	-0.053	-0.147
-0.000	-0.079	-0.153
0.007	-0.097	-0.188
0.012	-0.063	-0.148
0.013	-0.043	-0.127
-0.003	-0.054	-0.168
0.001	-0.060	-0.158
0.004	-0.075	-0.151
0.007	-0.084	-0.151
0.008	-0.062	-0.204
0.007	-0.048	-0.211
0.016	-0.056	-0.227
0.008	-0.054	-0.168
0.010	-0.065	-0.196
0.009	-0.041	-0.203
0.012	-0.069	-0.148
0.012	-0.061	-0.159
0.020	-0.055	-0.180
0.009	-0.065	-0.215
0.012	-0.080	-0.189
0.011	-0.042	-0.201
0.008	-0.056	-0.206
0.011	-0.071	-0.221
0.019	-0.046	-0.205
0.003	-0.048	-0.223
0.005	-0.053	-0.195
0.020	-0.051	-0.158
0.004	-0.065	-0.173
0.009	-0.075	-0.183
0.013	-0.065	-0.166
0.018	-0.092	-0.201
0.007	-0.053	-0.180
0.005	-0.066	-0.208
0.017	-0.064	-0.222
0.010	-0.062	-0.219
0.010	-0.047	-0.200
0.001	-0.063	-0.185
0.008	-0.058	-0.220
-0.003	-0.037	-0.207
-0.006	-0.036	-0.200
0.001	-0.064	-0.209
0.006	-0.056	-0.167
0.009	-0.048	-0.225
0.003	-0.065	-0.195
0.007	-0.051	-0.179
0.006	-0.053	-0.199
0.017	-0.070	-0.150
0.018	-0.055	-0.156
0.015	-0.076	-0.198
0.013	-0.044	-0.216
0.011	-0.043	-0.159
0.000	-0.033	-0.170
0.007	-0.057	-0.175
0.004	-0.056	-0.174
0.013	-0.071	-0.199
0.004	-0.052	-0.187
0.003	-0.073	-0.229
0.010	-0.039	-0.189
0.001	-0.058	-0.195
0.014	-0.035	-0.208
0.011	-0.059	-0.209
0.010	-0.043	-0.208
0.012	-0.030	-0.201
0.011	-0.037	-0.196
0.004	-0.053	-0.225
0.016	-0.043	-0.230
0.011	-0.066	-0.242
0.016	-0.058	-0.216
0.009	-0.040	-0.202
0.014	-0.057	-0.191
0.006	-0.058	-0.197
0.008	-0.033	-0.181
0.020	-0.044	-0.227
0.005	-0.050	-0.192
0.004	-0.033	-0.225
0.003	-0.042	-0.177
0.015	-0.043	-0.178
0.010	-0.057	-0.199
0.010	-0.065	-0.185
0.006	-0.056	-0.226
0.004	-0.057	-0.192
0.008	-0.039	-0.234
0.006	-0.049	-0.246
0.019	-0.066	-0.210
0.013	-0.043	-0.191
0.013	-0.058	-0.187
0.005	-0.071	-0.197
0.014	-0.071	-0.194
0.001	-0.081	-0.215
-0.007	-0.051	-0.193
0.010	-0.051	-0.211
0.009	-0.049	-0.160
0.012	-0.043	-0.206
0.006	-0.056	-0.174
0.006	-0.059	-0.233
-0.000	-0.077	-0.189
0.015	-0.045	-0.178
0.022	-0.055	-0.230
0.014	-0.051	-0.189
0.008	-0.052	-0.188
0.014	-0.056	-0.266
0.005	-0.039	-0.249
0.010	-0.053	-0.234
0.013	-0.046	-0.173
0.020	-0.043	-0.196
0.003	-0.056	-0.218
0.003	-0.075	-0.205
0.009	-0.055	-0.180
0.004	-0.049	-0.189
0.012	-0.058	-0.200
0.009	-0.057	-0.218
0.011	-0.043	-0.253
0.008	-0.046	-0.242
0.007	-0.028	-0.200
-0.003	-0.041	-0.166
0.009	-0.029	-0.143
0.012	-0.046	-0.166
0.013	-0.065	-0.229
0.017	-0.070	-0.213
0.011	-0.048	-0.226
0.012	-0.053	-0.194
0.013	-0.061	-0.195
0.012	-0.046	-0.236
0.013	-0.033	-0.216
0.000	-0.044	-0.212
0.004	-0.044	-0.227
0.013	-0.060	-0.180
0.010	-0.054	-0.198
0.009	-0.061	-0.238
0.006	-0.043	-0.190
0.010	-0.042	-0.187
0.003	-0.034	-0.183
0.003	-0.059	-0.189
0.014	-0.053	-0.181
-0.001	-0.034	-0.202
0.014	-0.050	-0.250
0.007	-0.065	-0.231
0.016	-0.048	-0.217
0.007	-0.069	-0.194
-0.005	-0.065	-0.195
0.005	-0.061	-0.167
0.010	-0.048	-0.202
0.008	-0.036	-0.194
0.002	-0.067	-0.209
0.007	-0.044	-0.198
0.004	-0.029	-0.206
0.012	-0.059	-0.207
0.022	-0.063	-0.229
0.019	-0.050	-0.211
0.006	-0.057	-0.239
0.014	-0.037	-0.202
0.004	-0.039	-0.218
0.009	-0.050	-0.240
0.006	-0.037	-0.208
0.020	-0.055	-0.204
0.002	-0.084	-0.211
-0.004	-0.057	-0.157
0.005	-0.055	-0.180
0.004	-0.059	-0.210
0.014	-0.046	-0.191
0.010	-0.030	-0.212
0.011	-0.047	-0.197
0.012	-0.048	-0.186
0.008	-0.023	-0.191
0.005	-0.041	-0.172
0.011	-0.053	-0.218
0.018	-0.043	-0.273
0.021	-0.055	-0.203
0.004	-0.030	-0.173
0.019	-0.048	-0.169
0.015	-0.041	-0.187
0.016	-0.045	-0.162
0.017	-0.038	-0.194
0.009	-0.059	-0.196
0.001	-0.061	-0.196
0.007	-0.047	-0.159
0.009	-0.051	-0.166
0.009	-0.041	-0.178
0.010	-0.070	-0.178
0.004	-0.072	-0.189
0.013	-0.087	-0.172
0.012	-0.057	-0.231
0.005	-0.073	-0.168
0.010	-0.044	-0.188
0.007	-0.035	-0.171
0.008	-0.049	-0.158
0.005	-0.051	-0.181
0.009	-0.046	-0.205
0.002	-0.048	-0.179
-0.006	-0.030	-0.177
0.001	-0.063	-0.150
0.008	-0.048	-0.173
0.012	-0.039	-0.190
0.011	-0.065	-0.141
0.007	-0.044	-0.143
0.007	-0.039	-0.145
0.017	-0.045	-0.212
0.021	-0.042	-0.183
0.018	-0.076	-0.165
0.012	-0.044	-0.151
0.009	-0.042	-0.167
0.006	-0.029	-0.219
0.005	-0.052	-0.154
0.004	-0.042	-0.154
0.017	-0.039	-0.161
0.006	-0.050	-0.153
0.003	-0.034	-0.144
0.009	-0.052	-0.156
0.006	-0.058	-0.145
0.012	-0.065	-0.128
0.010	-0.049	-0.145
0.008	-0.059	-0.168
0.013	-0.033	-0.168
0.014	-0.062	-0.178
0.007	-0.070	-0.174
0.008	-0.054	-0.169
0.011	-0.039	-0.174
0.016	-0.044	-0.195
0.013	-0.046	-0.154
0.013	-0.057	-0.175
0.009	-0.036	-0.136
0.010	-0.047	-0.178
0.012	-0.049	-0.167
0.014	-0.061	-0.141
0.002	-0.038	-0.093
0.003	-0.044	-0.128
0.010	-0.049	-0.146
-0.003	-0.051	-0.183
0.003	-0.077	-0.140
0.006	-0.052	-0.141
0.015	-0.082	-0.131
0.012	-0.051	-0.109
0.005	-0.062	-0.117
0.017	-0.080	-0.147
0.008	-0.059	-0.139
0.011	-0.075	-0.147
0.007	-0.082	-0.161
0.015	-0.087	-0.155
-0.000	-0.051	-0.175
-0.002	-0.058	-0.130
0.011	-0.069	-0.142
0.011	-0.050	-0.132
0.012	-0.045	-0.162
0.012	-0.081	-0.104
0.006	-0.072	-0.108
0.008	-0.077	-0.142
0.015	-0.078	-0.159
0.020	-0.075	-0.139
0.015	-0.039	-0.117
0.009	-0.052	-0.131
0.013	-0.058	-0.101
0.005	-0.039	-0.130
0.013	-0.094	-0.102
0.006	-0.087	-0.118
0.019	-0.051	-0.145
0.003	-0.055	-0.127
0.006	-0.037	-0.127
0.010	-0.031	-0.099
0.006	-0.039	-0.111
0.010	-0.053	-0.129
0.010	-0.049	-0.124
0.007	-0.059	-0.192
0.009	-0.044	-0.175
0.012	-0.044	-0.114
0.003	-0.070	-0.123
0.010	-0.061	-0.103
0.013	-0.070	-0.115
0.015	-0.064	-0.136
0.006	-0.053	-0.114
0.009	-0.044	-0.134
0.009	-0.044	-0.136
0.016	-0.065	-0.123
0.012	-0.053	-0.155
0.011	-0.069	-0.117
0.005	-0.049	-0.131
0.007	-0.051	-0.114
0.022	-0.046	-0.144
0.012	-0.042	-0.146
-0.000	-0.047	-0.099
0.011	-0.055	-0.100
0.011	-0.049	-0.125
0.012	-0.041	-0.156
0.008	-0.037	-0.142
0.019	-0.053	-0.102
0.013	-0.051	-0.117
0.009	-0.065	-0.122
0.007	-0.048	-0.114
0.014	-0.042	-0.114
0.003	-0.043	-0.082
-0.005	-0.037	-0.090
0.003	-0.061	-0.089
0.014	-0.078	-0.131
0.017	-0.067	-0.118
0.014	-0.086	-0.132
0.014	-0.058	-0.097
0.005	-0.065	-0.117
0.009	-0.078	-0.116
0.019	-0.074	-0.097
0.012	-0.066	-0.093
0.007	-0.058	-0.098
0.013	-0.053	-0.097
0.005	-0.085	-0.095
0.004	-0.075	-0.113
0.008	-0.060	-0.106
0.014	-0.090	-0.134
0.001	-0.092	-0.076
0.010	-0.062	-0.078
0.012	-0.053	-0.090
0.007	-0.053	-0.090
0.013	-0.089	-0.121
0.014	-0.083	-0.082
0.008	-0.045	-0.103
0.014	-0.061	-0.105
0.009	-0.056	-0.104
0.002	-0.051	-0.093
0.015	-0.055	-0.111
0.015	-0.053	-0.096
0.014	-0.057	-0.079
0.005	-0.069	-0.079
0.008	-0.060	-0.070
0.006	-0.066	-0.073
0.008	-0.093	-0.060
0.008	-0.067	-0.117
0.013	-0.047	-0.132
0.007	-0.047	-0.113
0.006	-0.050	-0.044
0.009	-0.038	-0.091
0.006	-0.047	-0.087
0.002	-0.054	-0.082
0.006	-0.052	-0.093
0.008	-0.058	-0.077
0.003	-0.040	-0.054
0.005	-0.062	-0.066
0.017	-0.061	-0.130
0.011	-0.055	-0.083
0.013	-0.060	-0.088
0.009	-0.068	-0.070
0.010	-0.074	-0.073
0.008	-0.052	-0.052
0.001	-0.064	-0.059
0.005	-0.076	-0.073
0.013	-0.064	-0.054
0.017	-0.058	-0.085
0.013	-0.080	-0.091
0.006	-0.089	-0.063
0.005	-0.064	-0.053
0.004	-0.087	-0.096
0.014	-0.084	-0.099
0.017	-0.080	-0.095
0.016	-0.078	-0.068
0.013	-0.058	-0.082
0.001	-0.044	-0.078
0.011	-0.084	-0.063
0.006	-0.061	-0.095
0.015	-0.055	-0.071
0.002	-0.074	-0.065
-0.003	-0.066	-0.069
0.010	-0.081	-0.063
0.004	-0.089	-0.127
0.010	-0.054	-0.093
0.007	-0.055	-0.062
0.007	-0.063	-0.052
0.013	-0.071	-0.050
0.010	-0.064	-0.064
0.011	-0.064	-0.057
0.017	-0.059	-0.059
0.011	-0.051	-0.054
0.016	-0.040	-0.076
0.011	-0.049	-0.063
0.012	-0.052	-0.092
0.012	-0.066	-0.072
0.019	-0.087	-0.068
0.013	-0.082	-0.077
0.007	-0.037	-0.049
0.001	-0.047	-0.044
0.006	-0.050	-0.089
0.013	-0.073	-0.061
0.009	-0.082	-0.066
0.013	-0.092	-0.076
0.010	-0.053	-0.082
0.004	-0.046	-0.075
0.003	-0.032	-0.065
-0.002	-0.038	-0.069
0.011	-0.076	-0.055
0.008	-0.059	-0.052
0.009	-0.040	-0.071
0.010	-0.039	-0.065
0.016	-0.107	-0.089
0.010	-0.076	-0.093
0.005	-0.040	-0.076
0.009	-0.051	-0.050
0.010	-0.058	-0.056
0.009	-0.048	-0.066
0.003	-0.088	-0.036
0.003	-0.089	-0.061
0.007	-0.049	-0.063
0.009	-0.079	-0.065
0.011	-0.090	-0.077
0.007	-0.088	-0.069
0.006	-0.093	-0.058
0.011	-0.082	-0.081
0.008	-0.074	-0.059
0.005	-0.064	-0.055
0.011	-0.073	-0.083
0.014	-0.075	-0.056
0.002	-0.046	-0.060
-0.002	-0.061	-0.095
0.016	-0.066	-0.072
0.006	-0.070	-0.069
0.011	-0.076	-0.110
0.007	-0.062	-0.066
0.004	-0.061	-0.055
0.011	-0.060	-0.058
0.015	-0.069	-0.061
0.008	-0.058	-0.062
0.011	-0.039	-0.067
0.007	-0.052	-0.076
0.011	-0.044	-0.068
0.012	-0.077	-0.065
0.015	-0.043	-0.076
0.009	-0.049	-0.052
0.010	-0.054	-0.042
0.015	-0.064	-0.033
0.015	-0.077	-0.062
0.000	-0.069	-0.059
0.008	-0.087	-0.070
0.014	-0.062	-0.062
0.006	-0.068	-0.058
0.012	-0.096	-0.052
0.008	-0.078	-0.041
0.014	-0.074	-0.096
0.014	-0.081	-0.063
0.007	-0.096	-0.042
0.015	-0.113	-0.070
0.003	-0.106	-0.058
0.011	-0.083	-0.049
0.008	-0.090	-0.098
0.015	-0.068	-0.076
0.007	-0.073	-0.052
0.000	-0.093	-0.056
0.009	-0.112	-0.074
0.013	-0.079	-0.050
0.018	-0.067	-0.081
0.014	-0.110	-0.078
0.008	-0.085	-0.095
0.008	-0.080	-0.088
0.007	-0.100	-0.064
0.014	-0.115	-0.082
0.012	-0.098	-0.079
0.007	-0.096	-0.068
0.015	-0.108	-0.073
0.003	-0.071	-0.062
0.009	-0.075	-0.085
0.013	-0.064	-0.085
0.016	-0.067	-0.054
-0.005	-0.074	-0.065
-0.002	-0.088	-0.054
0.003	-0.084	-0.062
0.003	-0.077	-0.046
0.018	-0.075	-0.066
0.013	-0.116	-0.071
0.010	-0.103	-0.080
0.012	-0.080	-0.066
0.010	-0.061	-0.082
0.004	-0.056	-0.087
0.015	-0.111	-0.063
0.013	-0.092	-0.079
0.011	-0.071	-0.067
0.009	-0.120	-0.061
0.014	-0.100	-0.048
0.007	-0.054	-0.081
0.012	-0.055	-0.066
0.015	-0.061	-0.057
0.011	-0.092	-0.061
0.006	-0.081	-0.043
0.009	-0.077	-0.068
0.014	-0.092	-0.078
0.010	-0.103	-0.059
0.011	-0.105	-0.051
0.006	-0.091	-0.074
0.013	-0.079	-0.064
0.007	-0.067	-0.038
0.003	-0.087	-0.070
0.011	-0.097	-0.063
0.007	-0.086	-0.055
0.010	-0.098	-0.105
0.013	-0.096	-0.061
0.014	-0.099	-0.061
0.001	-0.104	-0.050
-0.001	-0.110	-0.059
0.009	-0.102	-0.044
0.010	-0.094	-0.049
0.019	-0.109	-0.089
0.007	-0.099	-0.068
0.004	-0.081	-0.094
0.002	-0.109	-0.058
0.012	-0.088	-0.062
0.010	-0.067	-0.052
0.011	-0.071	-0.083
0.008	-0.127	-0.085
0.007	-0.129	-0.064
0.003	-0.152	-0.071
-0.001	-0.130	-0.079
0.007	-0.120	-0.063
0.016	-0.097	-0.056
0.004	-0.106	-0.051
-0.008	-0.094	-0.050
0.005	-0.108	-0.059
0.012	-0.118	-0.044
0.012	-0.102	-0.077
0.011	-0.129	-0.075
0.003	-0.091	-0.068
0.005	-0.097	-0.065
0.010	-0.093	-0.060
0.006	-0.083	-0.069
0.009	-0.079	-0.043
0.015	-0.076	-0.058
0.017	-0.105	-0.042
0.016	-0.089	-0.048
0.016	-0.074	-0.042
0.025	-0.084	-0.034
0.013	-0.117	-0.052
0.012	-0.127	-0.024
0.008	-0.115	-0.037
0.004	-0.133	-0.068
-0.000	-0.116	-0.073
0.009	-0.092	-0.048
0.003	-0.121	-0.064
0.007	-0.104	-0.044
0.009	-0.101	-0.028
0.010	-0.118	-0.055
0.003	-0.098	-0.067
0.002	-0.103	-0.069
0.013	-0.105	-0.054
0.005	-0.104	-0.067
0.005	-0.111	-0.043
0.002	-0.099	-0.034
0.010	-0.089	-0.046
0.006	-0.122	-0.029
0.003	-0.110	-0.064
0.005	-0.122	-0.058
0.004	-0.138	-0.042
0.013	-0.157	-0.045
0.001	-0.117	-0.041
0.012	-0.110	-0.053
0.004	-0.124	-0.046
0.014	-0.150	-0.079
0.014	-0.137	-0.055
0.009	-0.136	-0.050
0.004	-0.110	-0.036
0.015	-0.133	-0.074
0.008	-0.112	-0.069
0.010	-0.087	-0.047
0.004	-0.114	-0.058
0.017	-0.130	-0.051
-0.000	-0.139	-0.057
-0.002	-0.165	-0.047
0.006	-0.146	-0.053
0.010	-0.138	-0.080
0.014	-0.146	-0.066
0.014	-0.139	-0.042
-0.002	-0.124	-0.064
0.011	-0.110	-0.070
0.011	-0.123	-0.042
0.005	-0.114	-0.056
0.012	-0.130	-0.052
0.015	-0.142	-0.057
0.007	-0.101	-0.055
0.009	-0.151	-0.070
0.020	-0.128	-0.073
0.013	-0.161	-0.056
0.017	-0.201	-0.050
0.014	-0.159	-0.043
0.008	-0.208	-0.057
0.004	-0.188	-0.051
0.003	-0.170	-0.066
0.011	-0.147	-0.075
0.007	-0.121	-0.052
0.007	-0.133	-0.074
0.003	-0.135	-0.051
0.008	-0.129	-0.046
0.006	-0.144	-0.057
0.001	-0.187	-0.061
0.014	-0.194	-0.080
0.011	-0.160	-0.062
0.016	-0.146	-0.050
0.013	-0.187	-0.057
0.018	-0.175	-0.058
0.003	-0.161	-0.049
0.005	-0.197	-0.076
0.006	-0.182	-0.058
0.007	-0.160	-0.051
0.011	-0.150	-0.069
0.014	-0.153	-0.068
0.003	-0.167	-0.062
0.004	-0.166	-0.068
0.008	-0.198	-0.045
0.013	-0.163	-0.061
0.007	-0.151	-0.067
0.010	-0.178	-0.029
0.009	-0.177	-0.076
-0.001	-0.176	-0.048
0.006	-0.159	-0.049
0.004	-0.176	-0.052
0.010	-0.185	-0.065
-0.001	-0.182	-0.052
-0.002	-0.195	-0.076
0.003	-0.170	-0.057
0.015	-0.200	-0.022
0.019	-0.191	-0.050
0.015	-0.199	-0.031
0.006	-0.190	-0.024
0.013	-0.181	-0.059
0.007	-0.227	-0.045
0.008	-0.160	-0.038
0.011	-0.163	-0.052
0.010	-0.157	-0.085
0.009	-0.161	-0.048
0.014	-0.171	-0.086
0.013	-0.201	-0.061
0.019	-0.166	-0.065
0.017	-0.150	-0.055
0.014	-0.179	-0.038
0.010	-0.170	-0.033
0.013	-0.186	-0.022
0.006	-0.187	-0.044
0.012	-0.194	-0.061
0.012	-0.254	-0.048
0.007	-0.206	-0.061
0.005	-0.241	-0.049
0.013	-0.220	-0.073
0.012	-0.214	-0.053
0.010	-0.226	-0.050
0.019	-0.215	-0.044
0.003	-0.214	-0.062
0.010	-0.205	-0.057
0.007	-0.278	-0.050
0.010	-0.208	-0.059
0.003	-0.208	-0.041
0.010	-0.201	-0.060
0.007	-0.215	-0.055
0.009	-0.205	-0.021
0.012	-0.208	-0.057
0.008	-0.203	-0.069
0.007	-0.205	-0.064
0.003	-0.252	-0.052
0.003	-0.239	-0.081
0.011	-0.210	-0.077
0.013	-0.186	-0.062
0.008	-0.192	-0.056
0.008	-0.242	-0.043
-0.002	-0.232	-0.035
0.008	-0.197	-0.034
0.001	-0.227	-0.037
0.019	-0.211	-0.051
-0.004	-0.272	-0.052
-0.005	-0.208	-0.038
0.001	-0.179	-0.030
0.008	-0.246	-0.059
0.017	-0.227	-0.070
0.013	-0.191	-0.063
0.000	-0.174	-0.048
0.005	-0.226	-0.045
0.011	-0.223	-0.053
0.010	-0.207	-0.049
0.015	-0.234	-0.033
0.013	-0.266	-0.052
0.016	-0.272	-0.057
0.011	-0.244	-0.062
0.016	-0.290	-0.045
0.015	-0.332	-0.041
0.015	-0.261	-0.039
0.017	-0.224	-0.033
0.015	-0.199	-0.059
0.012	-0.274	-0.070
0.008	-0.234	-0.062
0.009	-0.272	-0.057
0.005	-0.279	-0.063
0.013	-0.285	-0.060
0.013	-0.236	-0.056
0.010	-0.191	-0.068
0.004	-0.242	-0.061
0.010	-0.218	-0.051
0.018	-0.227	-0.051
0.013	-0.257	-0.058
0.011	-0.251	-0.048
0.001	-0.276	-0.039
0.013	-0.242	-0.043
0.002	-0.248	-0.042
0.001	-0.258	-0.060
0.007	-0.227	-0.049
0.009	-0.238	-0.036
0.007	-0.213	-0.038
0.007	-0.213	-0.054
0.004	-0.335	-0.037
0.010	-0.293	-0.054
0.013	-0.264	-0.052
0.015	-0.255	-0.079
0.008	-0.266	-0.042
0.008	-0.247	-0.052
0.015	-0.227	-0.059
0.004	-0.230	-0.074
0.006	-0.245	-0.059
0.013	-0.287	-0.067
0.008	-0.262	-0.098
0.003	-0.226	-0.072
0.004	-0.227	-0.058
0.007	-0.249	-0.057
0.009	-0.274	-0.044
0.016	-0.284	-0.021
0.014	-0.271	-0.061
0.008	-0.262	-0.085
0.015	-0.239	-0.069
0.011	-0.244	-0.068
0.013	-0.252	-0.074
0.019	-0.288	-0.056
0.009	-0.288	-0.046
0.008	-0.249	-0.021
0.012	-0.211	-0.058
0.005	-0.243	-0.052
0.006	-0.279	-0.069
0.016	-0.268	-0.062
0.011	-0.274	-0.051
0.011	-0.301	-0.038
