# Filename	C:\Users\labuser\Documents\Data\2018-09-24\1_fscan.txt
# Date	2018-9-24-20:11
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field 100ns after lasers, for 300 ns. Variable attenuation at -20 dB.
# Frequency (Hz)	Voltage (V)
18526800000.000	-0.672
18527800000.000	-0.701
18528800000.000	-0.696
18529800000.000	-0.697
18490900000.000	-0.697
18491900000.000	-0.668
18492900000.000	-0.699
18493900000.000	-0.683
18494900000.000	-0.661
18495900000.000	-0.679
18496900000.000	-0.673
18497900000.000	-0.656
18498900000.000	-0.671
18499900000.000	-0.703
18500900000.000	-0.674
18501900000.000	-0.664
18502900000.000	-0.692
18503900000.000	-0.703
18504900000.000	-0.690
18505900000.000	-0.642
18506900000.000	-0.631
18507900000.000	-0.594
18508900000.000	-0.536
18509900000.000	-0.483
18510900000.000	-0.387
18511900000.000	-0.389
18512900000.000	-0.465
18513900000.000	-0.534
18514900000.000	-0.558
18515900000.000	-0.597
18516900000.000	-0.608
18517900000.000	-0.653
18518900000.000	-0.659
18519900000.000	-0.664
18520900000.000	-0.663
18521900000.000	-0.689
18522900000.000	-0.678
18523900000.000	-0.693
18524900000.000	-0.695
18525900000.000	-0.676
18526900000.000	-0.671
18527900000.000	-0.675
18528900000.000	-0.669
18529900000.000	-0.663
