# Filename	C:\Users\labuser\Documents\Data\2018-09-28\2_fscan.txt
# Date	2018-9-28-22:12
# Source	C:\Users\labuser\Documents\Labview_prog\T2100\scan_freq.vi
# MW Power (dBm)	14.00
# Note	# Note Cavity Resonance Scan using MW ionization at -180 GHz. Hittite HMC-T2100 at 14 dB connected to splitter, mixer, then doubler, -20 dB, amp, cavity. AWG used to pulse MW field during lasers, for 300 ns. Variable attenuation at -20 dB.
# Frequency (Hz)	Voltage (V)
18520300000.000	-0.321
18521300000.000	-0.332
18522300000.000	-0.346
18523300000.000	-0.355
18524300000.000	-0.360
18525300000.000	-0.366
18526300000.000	-0.375
18527300000.000	-0.385
18528300000.000	-0.357
18529300000.000	-0.366
18530300000.000	-0.358
18531300000.000	-0.379
18532300000.000	-0.396
18533300000.000	-0.373
18534300000.000	-0.359
18535300000.000	-0.378
18536300000.000	-0.367
18537300000.000	-0.350
18538300000.000	-0.355
18539300000.000	-0.365
18480400000.000	-0.364
18481400000.000	-0.372
18482400000.000	-0.378
18483400000.000	-0.357
18484400000.000	-0.366
18485400000.000	-0.345
18486400000.000	-0.343
18487400000.000	-0.364
18488400000.000	-0.356
18489400000.000	-0.367
18490400000.000	-0.367
18491400000.000	-0.349
18492400000.000	-0.388
18493400000.000	-0.364
18494400000.000	-0.368
18495400000.000	-0.372
18496400000.000	-0.372
18497400000.000	-0.341
18498400000.000	-0.358
18499400000.000	-0.354
18500400000.000	-0.332
18501400000.000	-0.328
18502400000.000	-0.310
18503400000.000	-0.292
18504400000.000	-0.291
18505400000.000	-0.290
18506400000.000	-0.267
18507400000.000	-0.254
18508400000.000	-0.235
18509400000.000	-0.214
18510400000.000	-0.207
18511400000.000	-0.189
18512400000.000	-0.196
18513400000.000	-0.202
18514400000.000	-0.215
18515400000.000	-0.241
18516400000.000	-0.241
18517400000.000	-0.281
18518400000.000	-0.279
18519400000.000	-0.302
18520400000.000	-0.317
18521400000.000	-0.336
18522400000.000	-0.337
18523400000.000	-0.344
18524400000.000	-0.348
18525400000.000	-0.354
18526400000.000	-0.367
18527400000.000	-0.367
18528400000.000	-0.348
18529400000.000	-0.356
18530400000.000	-0.351
18531400000.000	-0.343
18532400000.000	-0.348
18533400000.000	-0.353
18534400000.000	-0.346
18535400000.000	-0.343
18536400000.000	-0.359
18537400000.000	-0.361
18538400000.000	-0.356
18539400000.000	-0.356
18480500000.000	-0.374
18481500000.000	-0.359
18482500000.000	-0.359
18483500000.000	-0.382
18484500000.000	-0.376
18485500000.000	-0.368
18486500000.000	-0.374
18487500000.000	-0.373
18488500000.000	-0.361
18489500000.000	-0.379
18490500000.000	-0.359
18491500000.000	-0.383
18492500000.000	-0.390
18493500000.000	-0.385
18494500000.000	-0.365
18495500000.000	-0.356
18496500000.000	-0.356
18497500000.000	-0.356
18498500000.000	-0.351
18499500000.000	-0.341
18500500000.000	-0.323
18501500000.000	-0.312
18502500000.000	-0.304
18503500000.000	-0.320
18504500000.000	-0.286
18505500000.000	-0.289
18506500000.000	-0.272
18507500000.000	-0.247
18508500000.000	-0.217
18509500000.000	-0.207
18510500000.000	-0.211
18511500000.000	-0.198
18512500000.000	-0.210
18513500000.000	-0.217
18514500000.000	-0.223
18515500000.000	-0.249
18516500000.000	-0.264
18517500000.000	-0.282
18518500000.000	-0.295
18519500000.000	-0.313
18520500000.000	-0.331
18521500000.000	-0.343
18522500000.000	-0.342
18523500000.000	-0.337
18524500000.000	-0.351
18525500000.000	-0.354
18526500000.000	-0.355
18527500000.000	-0.361
18528500000.000	-0.365
18529500000.000	-0.377
18530500000.000	-0.355
18531500000.000	-0.355
18532500000.000	-0.366
18533500000.000	-0.367
18534500000.000	-0.364
18535500000.000	-0.369
18536500000.000	-0.372
18537500000.000	-0.387
18538500000.000	-0.365
18539500000.000	-0.386
18480600000.000	-0.371
18481600000.000	-0.374
18482600000.000	-0.380
18483600000.000	-0.387
18484600000.000	-0.371
18485600000.000	-0.369
18486600000.000	-0.391
18487600000.000	-0.387
18488600000.000	-0.371
18489600000.000	-0.372
18490600000.000	-0.356
18491600000.000	-0.363
18492600000.000	-0.338
18493600000.000	-0.337
18494600000.000	-0.329
18495600000.000	-0.348
18496600000.000	-0.343
18497600000.000	-0.330
18498600000.000	-0.327
18499600000.000	-0.349
18500600000.000	-0.338
18501600000.000	-0.326
18502600000.000	-0.311
18503600000.000	-0.307
18504600000.000	-0.282
18505600000.000	-0.276
18506600000.000	-0.285
18507600000.000	-0.268
18508600000.000	-0.245
18509600000.000	-0.205
18510600000.000	-0.208
18511600000.000	-0.216
18512600000.000	-0.206
18513600000.000	-0.206
18514600000.000	-0.222
18515600000.000	-0.236
18516600000.000	-0.250
18517600000.000	-0.265
18518600000.000	-0.289
18519600000.000	-0.308
18520600000.000	-0.318
18521600000.000	-0.330
18522600000.000	-0.350
18523600000.000	-0.344
18524600000.000	-0.330
18525600000.000	-0.338
18526600000.000	-0.328
18527600000.000	-0.353
18528600000.000	-0.358
18529600000.000	-0.355
18530600000.000	-0.352
18531600000.000	-0.357
18532600000.000	-0.360
18533600000.000	-0.378
18534600000.000	-0.376
18535600000.000	-0.378
18536600000.000	-0.368
18537600000.000	-0.366
18538600000.000	-0.352
18539600000.000	-0.365
18480700000.000	-0.385
18481700000.000	-0.362
18482700000.000	-0.367
18483700000.000	-0.365
18484700000.000	-0.353
18485700000.000	-0.350
18486700000.000	-0.359
18487700000.000	-0.337
18488700000.000	-0.334
18489700000.000	-0.345
18490700000.000	-0.338
18491700000.000	-0.338
18492700000.000	-0.326
18493700000.000	-0.331
18494700000.000	-0.340
18495700000.000	-0.344
18496700000.000	-0.334
18497700000.000	-0.333
18498700000.000	-0.349
18499700000.000	-0.321
18500700000.000	-0.321
18501700000.000	-0.329
18502700000.000	-0.292
18503700000.000	-0.295
18504700000.000	-0.287
18505700000.000	-0.276
18506700000.000	-0.249
18507700000.000	-0.223
18508700000.000	-0.202
18509700000.000	-0.189
18510700000.000	-0.181
18511700000.000	-0.174
18512700000.000	-0.168
18513700000.000	-0.191
18514700000.000	-0.208
18515700000.000	-0.214
18516700000.000	-0.230
18517700000.000	-0.241
18518700000.000	-0.258
18519700000.000	-0.264
18520700000.000	-0.287
18521700000.000	-0.291
18522700000.000	-0.323
18523700000.000	-0.317
18524700000.000	-0.329
18525700000.000	-0.323
18526700000.000	-0.344
18527700000.000	-0.347
18528700000.000	-0.334
18529700000.000	-0.347
18530700000.000	-0.333
18531700000.000	-0.362
18532700000.000	-0.337
18533700000.000	-0.340
18534700000.000	-0.330
18535700000.000	-0.335
18536700000.000	-0.328
18537700000.000	-0.331
18538700000.000	-0.334
18539700000.000	-0.323
18480800000.000	-0.332
18481800000.000	-0.336
18482800000.000	-0.333
18483800000.000	-0.327
18484800000.000	-0.335
18485800000.000	-0.341
18486800000.000	-0.329
18487800000.000	-0.342
18488800000.000	-0.318
18489800000.000	-0.338
18490800000.000	-0.349
18491800000.000	-0.343
18492800000.000	-0.335
18493800000.000	-0.331
18494800000.000	-0.335
18495800000.000	-0.338
18496800000.000	-0.348
18497800000.000	-0.322
18498800000.000	-0.326
18499800000.000	-0.325
18500800000.000	-0.321
18501800000.000	-0.296
18502800000.000	-0.284
18503800000.000	-0.266
18504800000.000	-0.259
18505800000.000	-0.256
18506800000.000	-0.247
18507800000.000	-0.220
18508800000.000	-0.211
18509800000.000	-0.188
18510800000.000	-0.176
18511800000.000	-0.178
18512800000.000	-0.186
18513800000.000	-0.187
18514800000.000	-0.205
18515800000.000	-0.228
18516800000.000	-0.231
18517800000.000	-0.261
18518800000.000	-0.283
18519800000.000	-0.287
18520800000.000	-0.303
18521800000.000	-0.303
18522800000.000	-0.303
18523800000.000	-0.322
18524800000.000	-0.326
18525800000.000	-0.334
18526800000.000	-0.326
18527800000.000	-0.309
18528800000.000	-0.339
18529800000.000	-0.323
18530800000.000	-0.331
18531800000.000	-0.327
18532800000.000	-0.338
18533800000.000	-0.315
18534800000.000	-0.315
18535800000.000	-0.315
18536800000.000	-0.308
18537800000.000	-0.306
18538800000.000	-0.342
18539800000.000	-0.347
18480900000.000	-0.339
18481900000.000	-0.328
18482900000.000	-0.325
18483900000.000	-0.334
18484900000.000	-0.315
18485900000.000	-0.335
18486900000.000	-0.345
18487900000.000	-0.357
18488900000.000	-0.350
18489900000.000	-0.351
18490900000.000	-0.347
18491900000.000	-0.354
18492900000.000	-0.349
18493900000.000	-0.357
18494900000.000	-0.342
18495900000.000	-0.345
18496900000.000	-0.340
18497900000.000	-0.327
18498900000.000	-0.302
18499900000.000	-0.291
18500900000.000	-0.309
18501900000.000	-0.289
18502900000.000	-0.278
18503900000.000	-0.264
18504900000.000	-0.256
18505900000.000	-0.259
18506900000.000	-0.249
18507900000.000	-0.237
18508900000.000	-0.220
18509900000.000	-0.206
18510900000.000	-0.193
18511900000.000	-0.187
18512900000.000	-0.194
18513900000.000	-0.205
18514900000.000	-0.222
18515900000.000	-0.233
18516900000.000	-0.245
18517900000.000	-0.285
18518900000.000	-0.283
18519900000.000	-0.302
18520900000.000	-0.309
18521900000.000	-0.306
18522900000.000	-0.305
18523900000.000	-0.334
18524900000.000	-0.351
18525900000.000	-0.325
18526900000.000	-0.331
18527900000.000	-0.335
18528900000.000	-0.339
18529900000.000	-0.341
18530900000.000	-0.330
18531900000.000	-0.343
18532900000.000	-0.348
18533900000.000	-0.349
18534900000.000	-0.357
18535900000.000	-0.364
18536900000.000	-0.379
18537900000.000	-0.363
18538900000.000	-0.373
18539900000.000	-0.372
