# Title: Diode Laser Delay Scan, 10.0 dB on Var Attn, 9 V Top to Bot, n=27 looking for 2x MWF modulation.
# Note:	Diode Laser Delay Scan, 10.0 dB on Var Attn, 9 V Top to Bot, n=27 looking for 2x MWF modulation.
# Type:	Delay
# Hittite Freq:	18509.6 MHz
# Hittite: Power	14 dBm
# Laser Freq:	361359.4 GHz
# Laser Mod:	1.4
# Laser Mod Attn:	35.5 dB
# MW Attn:	10.0 dB
# Delay:	1000 ns
# MW Off:	220 ns
# Top w/o Static:	0.00 V
# Static:	0 V
# Static Off:	NaN
i	d	b	s	r
51.000	101474.000	0.055	0.164	0.166
52.000	102546.000	0.055	0.169	0.165
53.000	103618.000	0.055	0.164	0.166
54.000	104690.000	0.055	0.170	0.158
55.000	105762.000	0.055	0.167	0.168
56.000	106834.000	0.055	0.153	0.161
57.000	107906.000	0.055	0.150	0.177
58.000	108978.000	0.055	0.159	0.165
59.000	110049.000	0.055	0.163	0.167
60.000	111121.000	0.055	0.151	0.159
61.000	112193.000	0.055	0.173	0.165
62.000	113265.000	0.055	0.168	0.168
63.000	114337.000	0.055	0.174	0.160
64.000	115409.000	0.055	0.167	0.155
65.000	116481.000	0.055	0.168	0.178
66.000	117553.000	0.055	0.160	0.174
67.000	118625.000	0.055	0.172	0.161
68.000	119697.000	0.055	0.152	0.165
69.000	120769.000	0.055	0.166	0.158
70.000	121841.000	0.055	0.155	0.154
71.000	122913.000	0.055	0.161	0.156
72.000	123985.000	0.055	0.167	0.166
73.000	125057.000	0.055	0.166	0.156
74.000	126129.000	0.055	0.160	0.161
75.000	127201.000	0.055	0.160	0.171
76.000	128272.000	0.055	0.173	0.164
77.000	129344.000	0.055	0.168	0.176
78.000	130416.000	0.055	0.157	0.163
79.000	131488.000	0.055	0.162	0.168
80.000	132560.000	0.055	0.167	0.163
81.000	133632.000	0.055	0.165	0.160
82.000	134704.000	0.055	0.164	0.160
83.000	135776.000	0.055	0.169	0.168
84.000	136848.000	0.055	0.170	0.159
85.000	137920.000	0.055	0.164	0.169
86.000	138992.000	0.055	0.168	0.164
87.000	140064.000	0.055	0.161	0.165
88.000	141136.000	0.055	0.166	0.164
89.000	142208.000	0.055	0.171	0.173
90.000	143280.000	0.055	0.156	0.160
91.000	144352.000	0.055	0.163	0.154
92.000	145424.000	0.055	0.155	0.165
93.000	146495.000	0.055	0.171	0.154
94.000	147567.000	0.055	0.164	0.163
95.000	148639.000	0.055	0.161	0.159
96.000	149711.000	0.055	0.167	0.156
97.000	150783.000	0.055	0.159	0.150
98.000	151855.000	0.055	0.162	0.155
99.000	152927.000	0.055	0.151	0.155
100.000	153195.000	0.055	0.157	0.161
101.000	152123.000	0.055	0.159	0.151
102.000	151051.000	0.055	0.157	0.155
103.000	149979.000	0.055	0.149	0.166
104.000	148907.000	0.055	0.147	0.165
105.000	147835.000	0.055	0.162	0.152
106.000	146763.000	0.055	0.163	0.160
107.000	145691.000	0.055	0.153	0.161
108.000	144620.000	0.055	0.161	0.153
109.000	143548.000	0.055	0.162	0.169
110.000	142476.000	0.055	0.160	0.168
111.000	141404.000	0.055	0.152	0.160
112.000	140332.000	0.055	0.148	0.151
113.000	139260.000	0.055	0.165	0.163
114.000	138188.000	0.055	0.167	0.155
115.000	137116.000	0.055	0.168	0.168
116.000	136044.000	0.055	0.169	0.165
117.000	134972.000	0.055	0.159	0.165
118.000	133900.000	0.055	0.155	0.156
119.000	132828.000	0.055	0.167	0.162
120.000	131756.000	0.055	0.156	0.174
121.000	130684.000	0.055	0.157	0.163
122.000	129612.000	0.055	0.165	0.154
123.000	128540.000	0.055	0.150	0.145
124.000	127468.000	0.055	0.166	0.173
125.000	126397.000	0.055	0.166	0.159
126.000	125325.000	0.055	0.153	0.153
127.000	124253.000	0.055	0.153	0.157
128.000	123181.000	0.055	0.158	0.164
129.000	122109.000	0.055	0.148	0.160
130.000	121037.000	0.055	0.155	0.158
131.000	119965.000	0.055	0.161	0.166
132.000	118893.000	0.055	0.153	0.167
133.000	117821.000	0.055	0.166	0.165
134.000	116749.000	0.055	0.154	0.153
135.000	115677.000	0.055	0.166	0.161
136.000	114605.000	0.055	0.164	0.161
137.000	113533.000	0.055	0.165	0.163
138.000	112461.000	0.055	0.170	0.149
139.000	111389.000	0.055	0.171	0.173
140.000	110317.000	0.055	0.160	0.153
141.000	109245.000	0.055	0.158	0.154
142.000	108174.000	0.055	0.160	0.164
143.000	107102.000	0.055	0.163	0.157
144.000	106030.000	0.055	0.162	0.154
145.000	104958.000	0.055	0.170	0.159
146.000	103886.000	0.055	0.152	0.160
147.000	102814.000	0.055	0.158	0.164
148.000	101742.000	0.055	0.148	0.168
149.000	100670.000	0.055	0.156	0.159
150.000	99598.000	0.055	0.164	0.158
151.000	98526.000	0.055	0.152	0.168
152.000	97454.000	0.055	0.155	0.153
153.000	96382.000	0.055	0.153	0.164
154.000	95310.000	0.055	0.155	0.169
155.000	94238.000	0.055	0.152	0.168
156.000	93166.000	0.055	0.175	0.159
157.000	92094.000	0.055	0.155	0.158
158.000	91022.000	0.055	0.166	0.158
159.000	89951.000	0.055	0.159	0.161
160.000	88879.000	0.055	0.172	0.171
161.000	87807.000	0.055	0.155	0.159
162.000	86735.000	0.055	0.154	0.155
163.000	85663.000	0.055	0.157	0.152
164.000	84591.000	0.055	0.165	0.160
165.000	83519.000	0.055	0.161	0.177
166.000	82447.000	0.055	0.158	0.170
167.000	81375.000	0.055	0.156	0.161
168.000	80303.000	0.055	0.163	0.164
169.000	79231.000	0.055	0.164	0.157
170.000	78159.000	0.055	0.154	0.162
171.000	77087.000	0.055	0.157	0.163
172.000	76015.000	0.055	0.154	0.154
173.000	74943.000	0.055	0.156	0.165
174.000	73871.000	0.055	0.169	0.169
175.000	72799.000	0.055	0.154	0.162
176.000	71728.000	0.055	0.171	0.155
177.000	70656.000	0.055	0.157	0.169
178.000	69584.000	0.055	0.154	0.158
179.000	68512.000	0.055	0.156	0.161
180.000	67440.000	0.055	0.165	0.158
181.000	66368.000	0.055	0.153	0.160
182.000	65296.000	0.055	0.163	0.166
183.000	64224.000	0.055	0.165	0.174
184.000	63152.000	0.055	0.164	0.169
185.000	62080.000	0.055	0.159	0.160
186.000	61008.000	0.055	0.161	0.161
187.000	59936.000	0.055	0.160	0.165
188.000	58864.000	0.055	0.158	0.156
189.000	57792.000	0.055	0.173	0.161
190.000	56720.000	0.055	0.157	0.162
191.000	55648.000	0.055	0.162	0.166
192.000	54576.000	0.055	0.148	0.155
193.000	53505.000	0.055	0.157	0.164
194.000	52433.000	0.055	0.172	0.161
195.000	51361.000	0.055	0.160	0.161
196.000	50289.000	0.055	0.149	0.154
197.000	49217.000	0.055	0.171	0.170
198.000	48145.000	0.055	0.170	0.164
199.000	47073.000	0.055	0.160	0.175
200.000	47341.000	0.055	0.169	0.155
201.000	48413.000	0.055	0.163	0.166
202.000	49485.000	0.055	0.154	0.159
203.000	50557.000	0.055	0.153	0.167
204.000	51629.000	0.055	0.165	0.173
205.000	52701.000	0.055	0.162	0.166
206.000	53773.000	0.055	0.152	0.173
207.000	54844.000	0.055	0.150	0.167
208.000	55916.000	0.055	0.159	0.168
209.000	56988.000	0.055	0.174	0.170
210.000	58060.000	0.055	0.165	0.162
211.000	59132.000	0.055	0.173	0.156
212.000	60204.000	0.055	0.170	0.162
213.000	61276.000	0.055	0.155	0.159
214.000	62348.000	0.055	0.165	0.172
215.000	63420.000	0.055	0.164	0.152
216.000	64492.000	0.055	0.160	0.160
217.000	65564.000	0.055	0.169	0.160
218.000	66636.000	0.055	0.176	0.162
219.000	67708.000	0.055	0.160	0.158
220.000	68780.000	0.055	0.164	0.157
221.000	69852.000	0.055	0.159	0.161
222.000	70924.000	0.055	0.155	0.152
223.000	71996.000	0.055	0.162	0.163
224.000	73067.000	0.055	0.158	0.156
225.000	74139.000	0.055	0.162	0.174
226.000	75211.000	0.055	0.167	0.153
227.000	76283.000	0.055	0.163	0.165
228.000	77355.000	0.055	0.168	0.166
229.000	78427.000	0.055	0.159	0.163
230.000	79499.000	0.055	0.157	0.172
231.000	80571.000	0.055	0.162	0.156
232.000	81643.000	0.055	0.164	0.161
233.000	82715.000	0.055	0.171	0.168
234.000	83787.000	0.055	0.155	0.164
235.000	84859.000	0.055	0.159	0.164
236.000	85931.000	0.055	0.156	0.159
237.000	87003.000	0.055	0.155	0.160
238.000	88075.000	0.055	0.154	0.159
239.000	89147.000	0.055	0.152	0.152
240.000	90219.000	0.055	0.147	0.164
241.000	91290.000	0.055	0.154	0.157
242.000	92362.000	0.055	0.164	0.152
243.000	93434.000	0.055	0.180	0.169
244.000	94506.000	0.055	0.158	0.169
245.000	95578.000	0.055	0.163	0.157
246.000	96650.000	0.055	0.168	0.161
247.000	97722.000	0.055	0.158	0.157
248.000	98794.000	0.055	0.166	0.163
249.000	99866.000	0.055	0.160	0.152
250.000	100938.000	0.055	0.155	0.164
251.000	102010.000	0.055	0.156	0.144
252.000	103082.000	0.055	0.160	0.161
253.000	104154.000	0.055	0.151	0.150
254.000	105226.000	0.055	0.162	0.151
255.000	106298.000	0.055	0.161	0.148
256.000	107370.000	0.055	0.162	0.157
257.000	108442.000	0.055	0.160	0.154
258.000	109513.000	0.055	0.154	0.157
259.000	110585.000	0.055	0.161	0.154
260.000	111657.000	0.055	0.160	0.153
261.000	112729.000	0.055	0.160	0.154
262.000	113801.000	0.055	0.163	0.164
263.000	114873.000	0.055	0.161	0.154
264.000	115945.000	0.055	0.160	0.151
265.000	117017.000	0.055	0.160	0.148
266.000	118089.000	0.055	0.144	0.151
267.000	119161.000	0.055	0.152	0.148
268.000	120233.000	0.055	0.152	0.159
269.000	121305.000	0.055	0.156	0.157
270.000	122377.000	0.055	0.154	0.159
271.000	123449.000	0.055	0.141	0.155
272.000	124521.000	0.055	0.160	0.154
273.000	125593.000	0.055	0.160	0.169
274.000	126665.000	0.055	0.153	0.153
275.000	127736.000	0.055	0.158	0.162
276.000	128808.000	0.055	0.155	0.150
277.000	129880.000	0.055	0.159	0.159
278.000	130952.000	0.055	0.151	0.161
279.000	132024.000	0.055	0.149	0.164
280.000	133096.000	0.055	0.162	0.151
281.000	134168.000	0.055	0.160	0.153
282.000	135240.000	0.055	0.160	0.161
283.000	136312.000	0.055	0.151	0.150
284.000	137384.000	0.055	0.163	0.155
285.000	138456.000	0.055	0.147	0.155
286.000	139528.000	0.055	0.155	0.160
287.000	140600.000	0.055	0.153	0.159
288.000	141672.000	0.055	0.147	0.148
289.000	142744.000	0.055	0.154	0.152
290.000	143816.000	0.055	0.147	0.143
291.000	144888.000	0.055	0.152	0.159
292.000	145959.000	0.055	0.136	0.150
293.000	147031.000	0.055	0.161	0.144
294.000	148103.000	0.055	0.141	0.154
295.000	149175.000	0.055	0.159	0.157
296.000	150247.000	0.055	0.140	0.152
297.000	151319.000	0.055	0.147	0.151
298.000	152391.000	0.055	0.157	0.161
299.000	152659.000	0.055	0.153	0.151
300.000	151587.000	0.055	0.146	0.164
301.000	150515.000	0.055	0.144	0.164
302.000	149443.000	0.055	0.164	0.151
303.000	148371.000	0.055	0.146	0.161
304.000	147299.000	0.055	0.151	0.168
305.000	146227.000	0.055	0.154	0.152
306.000	145156.000	0.055	0.157	0.152
307.000	144084.000	0.055	0.157	0.165
308.000	143012.000	0.055	0.148	0.158
309.000	141940.000	0.055	0.154	0.151
310.000	140868.000	0.055	0.157	0.154
311.000	139796.000	0.055	0.157	0.154
312.000	138724.000	0.055	0.144	0.154
313.000	137652.000	0.055	0.152	0.156
314.000	136580.000	0.055	0.161	0.161
315.000	135508.000	0.055	0.165	0.153
316.000	134436.000	0.055	0.147	0.149
317.000	133364.000	0.055	0.151	0.166
318.000	132292.000	0.055	0.145	0.146
319.000	131220.000	0.055	0.149	0.152
320.000	130148.000	0.055	0.156	0.138
321.000	129076.000	0.055	0.153	0.158
322.000	128004.000	0.055	0.149	0.153
323.000	126933.000	0.055	0.141	0.145
324.000	125861.000	0.055	0.146	0.157
325.000	124789.000	0.055	0.162	0.156
326.000	123717.000	0.055	0.153	0.152
327.000	122645.000	0.055	0.157	0.162
328.000	121573.000	0.055	0.161	0.159
329.000	120501.000	0.055	0.151	0.154
330.000	119429.000	0.055	0.141	0.163
331.000	118357.000	0.055	0.158	0.158
332.000	117285.000	0.055	0.161	0.155
333.000	116213.000	0.055	0.162	0.159
334.000	115141.000	0.055	0.166	0.163
335.000	114069.000	0.055	0.149	0.153
336.000	112997.000	0.055	0.147	0.156
337.000	111925.000	0.055	0.169	0.154
338.000	110853.000	0.055	0.159	0.153
339.000	109781.000	0.055	0.147	0.146
340.000	108710.000	0.055	0.152	0.151
341.000	107638.000	0.055	0.157	0.141
342.000	106566.000	0.055	0.144	0.156
343.000	105494.000	0.055	0.163	0.157
344.000	104422.000	0.055	0.159	0.151
345.000	103350.000	0.055	0.150	0.157
346.000	102278.000	0.055	0.146	0.142
347.000	101206.000	0.055	0.155	0.145
348.000	100134.000	0.055	0.156	0.150
349.000	99062.000	0.055	0.162	0.152
350.000	97990.000	0.055	0.158	0.156
351.000	96918.000	0.055	0.169	0.147
352.000	95846.000	0.055	0.155	0.156
353.000	94774.000	0.055	0.149	0.148
354.000	93702.000	0.055	0.145	0.146
355.000	92630.000	0.055	0.148	0.158
356.000	91558.000	0.055	0.160	0.150
357.000	90487.000	0.055	0.160	0.152
358.000	89415.000	0.055	0.159	0.159
359.000	88343.000	0.055	0.159	0.160
360.000	87271.000	0.055	0.165	0.158
361.000	86199.000	0.055	0.167	0.158
362.000	85127.000	0.055	0.164	0.153
363.000	84055.000	0.055	0.164	0.158
364.000	82983.000	0.055	0.165	0.173
365.000	81911.000	0.055	0.170	0.153
366.000	80839.000	0.055	0.153	0.169
367.000	79767.000	0.055	0.157	0.160
368.000	78695.000	0.055	0.171	0.163
369.000	77623.000	0.055	0.154	0.157
370.000	76551.000	0.055	0.153	0.152
371.000	75479.000	0.055	0.167	0.157
372.000	74407.000	0.055	0.162	0.163
373.000	73335.000	0.055	0.156	0.159
374.000	72264.000	0.055	0.160	0.157
375.000	71192.000	0.055	0.156	0.155
376.000	70120.000	0.055	0.158	0.159
377.000	69048.000	0.055	0.161	0.168
378.000	67976.000	0.055	0.164	0.157
379.000	66904.000	0.055	0.159	0.168
380.000	65832.000	0.055	0.165	0.150
381.000	64760.000	0.055	0.159	0.154
382.000	63688.000	0.055	0.153	0.156
383.000	62616.000	0.055	0.164	0.164
384.000	61544.000	0.055	0.152	0.151
385.000	60472.000	0.055	0.159	0.158
386.000	59400.000	0.055	0.153	0.169
387.000	58328.000	0.055	0.160	0.157
388.000	57256.000	0.055	0.164	0.163
389.000	56184.000	0.055	0.164	0.156
390.000	55112.000	0.055	0.164	0.163
391.000	54041.000	0.055	0.157	0.157
392.000	52969.000	0.055	0.164	0.171
393.000	51897.000	0.055	0.148	0.161
394.000	50825.000	0.055	0.165	0.161
395.000	49753.000	0.055	0.159	0.158
396.000	48681.000	0.055	0.156	0.152
397.000	47609.000	0.055	0.161	0.163
