# MW Resoncance Scan w/ the Dye laser.
# Hittite at 18510.6 MHz & 18.6 dBm
# MW Attn at 20 dB
i	f	s
194.000	8.923	0.063
195.000	9.280	0.062
196.000	9.637	0.065
197.000	9.994	0.064
198.000	10.351	0.060
199.000	10.709	0.060
200.000	11.066	0.063
201.000	11.423	0.063
202.000	11.780	0.065
203.000	12.137	0.064
204.000	12.494	0.063
205.000	12.851	0.063
206.000	13.209	0.063
207.000	13.566	0.064
208.000	13.923	0.062
209.000	14.280	0.066
210.000	14.637	0.068
211.000	14.994	0.071
212.000	15.351	0.074
213.000	15.709	0.071
214.000	16.066	0.069
215.000	16.423	0.073
216.000	16.780	0.074
217.000	17.137	0.073
218.000	17.494	0.065
219.000	17.851	0.069
220.000	18.209	0.071
221.000	18.566	0.071
222.000	18.923	0.077
223.000	19.280	0.071
224.000	19.637	0.076
225.000	19.994	0.078
226.000	20.351	0.073
227.000	20.709	0.074
228.000	21.066	0.075
229.000	21.423	0.069
230.000	21.780	0.069
231.000	22.137	0.068
232.000	22.494	0.070
233.000	22.851	0.080
234.000	23.209	0.075
235.000	23.566	0.081
236.000	23.923	0.076
237.000	24.280	0.077
238.000	24.637	0.082
239.000	24.994	0.076
240.000	25.351	0.086
241.000	25.709	0.082
242.000	26.066	0.075
243.000	26.423	0.079
244.000	26.780	0.077
245.000	27.137	0.079
246.000	27.494	0.082
247.000	27.851	0.079
248.000	28.209	0.083
249.000	28.566	0.078
250.000	28.923	0.071
251.000	29.280	0.074
252.000	29.637	0.071
253.000	29.994	0.073
254.000	30.351	0.073
255.000	30.709	0.076
256.000	31.066	0.076
257.000	31.423	0.075
258.000	31.780	0.074
259.000	32.137	0.072
260.000	32.494	0.073
261.000	32.851	0.071
262.000	33.209	0.067
263.000	33.566	0.068
264.000	33.923	0.065
265.000	34.280	0.064
266.000	34.637	0.066
267.000	34.994	0.064
268.000	35.351	0.062
269.000	35.709	0.060
270.000	36.066	0.064
271.000	36.423	0.066
272.000	36.780	0.061
273.000	37.137	0.058
274.000	37.494	0.058
275.000	37.851	0.057
276.000	38.209	0.056
277.000	38.566	0.057
278.000	38.923	0.054
279.000	39.280	0.054
280.000	39.637	0.056
281.000	39.994	0.060
282.000	40.351	0.059
283.000	40.709	0.060
284.000	41.066	0.058
285.000	41.423	0.057
286.000	41.780	0.057
287.000	42.137	0.058
288.000	42.494	0.062
289.000	42.851	0.056
290.000	43.209	0.055
291.000	43.566	0.058
292.000	43.923	0.053
293.000	44.280	0.058
294.000	44.637	0.057
295.000	44.994	0.055
296.000	45.351	0.053
297.000	45.709	0.058
298.000	46.066	0.054
299.000	46.423	0.056
300.000	46.780	0.061
