# Dye Scan of Depressed Ionization Limit. No MW or Static field.
i	f	s
235.000	23.452	0.036
236.000	23.808	0.035
237.000	24.164	0.032
238.000	24.520	0.032
239.000	24.875	0.033
240.000	25.231	0.037
241.000	25.587	0.032
242.000	25.943	0.033
243.000	26.299	0.035
244.000	26.654	0.035
245.000	27.010	0.037
246.000	27.366	0.033
247.000	27.722	0.036
248.000	28.078	0.040
249.000	28.433	0.038
250.000	28.789	0.040
251.000	29.145	0.036
252.000	29.501	0.036
253.000	29.857	0.032
254.000	30.213	0.036
255.000	30.568	0.036
256.000	30.924	0.036
257.000	31.280	0.039
258.000	31.636	0.038
259.000	31.992	0.039
260.000	32.347	0.038
261.000	32.703	0.041
262.000	33.059	0.041
263.000	33.415	0.040
264.000	33.771	0.041
265.000	34.127	0.038
266.000	34.482	0.037
267.000	34.838	0.035
268.000	35.194	0.034
269.000	35.550	0.036
270.000	35.906	0.039
271.000	36.261	0.039
272.000	36.617	0.043
273.000	36.973	0.042
274.000	37.329	0.042
275.000	37.685	0.043
276.000	38.040	0.044
277.000	38.396	0.044
278.000	38.752	0.044
279.000	39.108	0.041
280.000	39.464	0.039
281.000	39.820	0.040
282.000	40.175	0.036
283.000	40.531	0.038
284.000	40.887	0.038
285.000	41.243	0.037
286.000	41.599	0.037
287.000	41.954	0.036
288.000	42.310	0.036
289.000	42.666	0.037
290.000	43.022	0.041
291.000	43.378	0.042
292.000	43.733	0.040
293.000	44.089	0.040
294.000	44.445	0.040
295.000	44.801	0.038
296.000	45.157	0.045
297.000	45.513	0.039
298.000	45.868	0.041
299.000	46.224	0.040
300.000	46.580	0.042
0.000	-60.265	0.265
1.000	-59.909	0.269
2.000	-59.554	0.268
3.000	-59.198	0.240
4.000	-58.843	0.230
5.000	-58.487	0.241
6.000	-58.132	0.230
7.000	-57.776	0.237
8.000	-57.421	0.255
9.000	-57.065	0.242
10.000	-56.710	0.253
11.000	-56.354	0.263
12.000	-55.999	0.267
13.000	-55.643	0.269
14.000	-55.288	0.263
15.000	-54.932	0.264
16.000	-54.577	0.259
17.000	-54.221	0.257
18.000	-53.866	0.250
19.000	-53.510	0.258
20.000	-53.155	0.244
21.000	-52.799	0.252
22.000	-52.444	0.234
23.000	-52.088	0.243
24.000	-51.733	0.229
25.000	-51.377	0.247
26.000	-51.022	0.248
27.000	-50.667	0.239
28.000	-50.311	0.252
29.000	-49.956	0.250
30.000	-49.600	0.256
31.000	-49.245	0.257
32.000	-48.889	0.260
33.000	-48.534	0.248
34.000	-48.178	0.265
35.000	-47.823	0.264
36.000	-47.467	0.243
37.000	-47.112	0.235
38.000	-46.756	0.236
39.000	-46.401	0.242
40.000	-46.045	0.229
41.000	-45.690	0.226
42.000	-45.334	0.229
43.000	-44.979	0.222
44.000	-44.623	0.228
45.000	-44.268	0.220
46.000	-43.912	0.222
47.000	-43.557	0.234
48.000	-43.201	0.238
49.000	-42.846	0.225
50.000	-42.490	0.230
51.000	-42.135	0.229
52.000	-41.779	0.252
53.000	-41.424	0.237
54.000	-41.069	0.218
55.000	-40.713	0.223
56.000	-40.358	0.235
57.000	-40.002	0.227
58.000	-39.647	0.207
59.000	-39.291	0.202
60.000	-38.936	0.204
61.000	-38.580	0.200
62.000	-38.225	0.191
63.000	-37.869	0.196
64.000	-37.514	0.185
65.000	-37.158	0.178
66.000	-36.803	0.195
67.000	-36.447	0.197
68.000	-36.092	0.191
69.000	-35.736	0.191
70.000	-35.381	0.185
71.000	-35.025	0.181
72.000	-34.670	0.184
73.000	-34.314	0.185
74.000	-33.959	0.165
75.000	-33.603	0.172
76.000	-33.248	0.197
77.000	-32.892	0.188
78.000	-32.537	0.186
79.000	-32.181	0.183
80.000	-31.826	0.182
81.000	-31.470	0.170
82.000	-31.115	0.182
83.000	-30.760	0.168
84.000	-30.404	0.188
85.000	-30.049	0.194
86.000	-29.693	0.188
87.000	-29.338	0.185
88.000	-28.982	0.184
89.000	-28.627	0.177
90.000	-28.271	0.188
91.000	-27.916	0.186
92.000	-27.560	0.175
93.000	-27.205	0.162
94.000	-26.849	0.165
95.000	-26.494	0.173
96.000	-26.138	0.175
97.000	-25.783	0.174
98.000	-25.427	0.165
99.000	-25.072	0.167
100.000	-24.716	0.167
101.000	-24.361	0.160
102.000	-24.005	0.154
103.000	-23.650	0.153
104.000	-23.294	0.151
105.000	-22.939	0.144
106.000	-22.583	0.141
107.000	-22.228	0.145
108.000	-21.872	0.145
109.000	-21.517	0.126
110.000	-21.162	0.129
111.000	-20.806	0.126
112.000	-20.451	0.132
113.000	-20.095	0.123
114.000	-19.740	0.120
115.000	-19.384	0.120
116.000	-19.029	0.126
117.000	-18.673	0.124
118.000	-18.318	0.115
119.000	-17.962	0.125
120.000	-17.607	0.122
121.000	-17.251	0.118
122.000	-16.896	0.117
123.000	-16.540	0.115
124.000	-16.185	0.113
125.000	-15.829	0.117
126.000	-15.474	0.111
127.000	-15.118	0.112
128.000	-14.763	0.111
129.000	-14.407	0.111
130.000	-14.052	0.105
131.000	-13.696	0.096
132.000	-13.341	0.102
133.000	-12.985	0.104
134.000	-12.630	0.098
135.000	-12.274	0.089
136.000	-11.919	0.079
137.000	-11.564	0.076
138.000	-11.208	0.081
139.000	-10.853	0.074
140.000	-10.497	0.074
141.000	-10.142	0.078
142.000	-9.786	0.068
143.000	-9.431	0.067
144.000	-9.075	0.062
145.000	-8.720	0.058
146.000	-8.364	0.056
147.000	-8.009	0.053
148.000	-7.653	0.051
149.000	-7.298	0.049
150.000	-6.942	0.046
151.000	-6.587	0.045
152.000	-6.231	0.048
153.000	-5.876	0.046
154.000	-5.520	0.046
155.000	-5.165	0.039
156.000	-4.809	0.041
157.000	-4.454	0.043
158.000	-4.098	0.038
159.000	-3.743	0.039
160.000	-3.387	0.044
161.000	-3.032	0.044
162.000	-2.676	0.042
163.000	-2.321	0.041
164.000	-1.966	0.040
165.000	-1.610	0.042
166.000	-1.255	0.041
167.000	-0.899	0.041
168.000	-0.544	0.037
169.000	-0.188	0.038
170.000	0.167	0.041
171.000	0.523	0.038
172.000	0.878	0.038
173.000	1.234	0.034
174.000	1.589	0.034
175.000	1.945	0.040
176.000	2.300	0.039
177.000	2.656	0.038
178.000	3.011	0.034
179.000	3.367	0.034
180.000	3.722	0.037
181.000	4.078	0.041
182.000	4.433	0.040
183.000	4.789	0.041
184.000	5.144	0.041
185.000	5.500	0.039
186.000	5.855	0.035
187.000	6.211	0.041
188.000	6.566	0.036
189.000	6.922	0.036
190.000	7.277	0.034
191.000	7.632	0.034
192.000	7.988	0.031
193.000	8.343	0.035
194.000	8.699	0.034
195.000	9.054	0.031
196.000	9.410	0.036
197.000	9.765	0.035
198.000	10.121	0.029
199.000	10.476	0.032
200.000	10.832	0.034
201.000	11.187	0.038
202.000	11.543	0.034
203.000	11.898	0.032
204.000	12.254	0.037
205.000	12.609	0.036
206.000	12.965	0.041
207.000	13.320	0.038
208.000	13.676	0.035
209.000	14.031	0.036
210.000	14.387	0.039
211.000	14.742	0.035
212.000	15.098	0.036
213.000	15.453	0.036
214.000	15.809	0.035
215.000	16.164	0.032
216.000	16.520	0.035
217.000	16.875	0.037
218.000	17.230	0.036
219.000	17.586	0.032
220.000	17.941	0.034
221.000	18.297	0.032
222.000	18.652	0.034
223.000	19.008	0.035
224.000	19.363	0.034
225.000	19.719	0.036
226.000	20.074	0.034
227.000	20.430	0.039
228.000	20.785	0.041
229.000	21.141	0.039
230.000	21.496	0.038
231.000	21.852	0.036
232.000	22.207	0.043
233.000	22.563	0.044
234.000	22.918	0.047
235.000	23.274	0.046
236.000	23.629	0.041
237.000	23.985	0.039
238.000	24.340	0.040
239.000	24.696	0.036
240.000	25.051	0.039
241.000	25.407	0.040
242.000	25.762	0.040
243.000	26.118	0.043
244.000	26.473	0.043
245.000	26.829	0.046
246.000	27.184	0.043
247.000	27.539	0.045
248.000	27.895	0.045
249.000	28.250	0.046
250.000	28.606	0.045
251.000	28.961	0.046
252.000	29.317	0.046
253.000	29.672	0.048
254.000	30.028	0.043
255.000	30.383	0.044
256.000	30.739	0.048
257.000	31.094	0.052
258.000	31.450	0.057
259.000	31.805	0.054
260.000	32.161	0.057
261.000	32.516	0.056
262.000	32.872	0.059
263.000	33.227	0.054
264.000	33.583	0.061
265.000	33.938	0.058
266.000	34.294	0.059
267.000	34.649	0.059
268.000	35.005	0.059
269.000	35.360	0.057
270.000	35.716	0.063
271.000	36.071	0.066
272.000	36.427	0.065
273.000	36.782	0.061
274.000	37.137	0.063
275.000	37.493	0.060
276.000	37.848	0.061
277.000	38.204	0.061
278.000	38.559	0.062
279.000	38.915	0.063
280.000	39.270	0.064
281.000	39.626	0.062
282.000	39.981	0.059
283.000	40.337	0.062
284.000	40.692	0.062
285.000	41.048	0.060
286.000	41.403	0.065
287.000	41.759	0.064
288.000	42.114	0.062
289.000	42.470	0.061
290.000	42.825	0.062
291.000	43.181	0.065
292.000	43.536	0.063
293.000	43.892	0.061
294.000	44.247	0.063
295.000	44.603	0.063
296.000	44.958	0.063
297.000	45.314	0.061
298.000	45.669	0.059
299.000	46.025	0.061
300.000	46.380	0.062
0.000	-60.068	0.216
1.000	-59.716	0.204
2.000	-59.364	0.199
3.000	-59.011	0.189
4.000	-58.659	0.194
5.000	-58.307	0.204
6.000	-57.955	0.209
7.000	-57.603	0.203
8.000	-57.251	0.178
9.000	-56.898	0.192
10.000	-56.546	0.203
11.000	-56.194	0.210
12.000	-55.842	0.201
13.000	-55.490	0.211
14.000	-55.138	0.203
15.000	-54.785	0.223
16.000	-54.433	0.225
17.000	-54.081	0.217
18.000	-53.729	0.227
19.000	-53.377	0.212
20.000	-53.025	0.220
21.000	-52.672	0.217
22.000	-52.320	0.213
23.000	-51.968	0.203
24.000	-51.616	0.226
25.000	-51.264	0.216
26.000	-50.912	0.227
27.000	-50.560	0.221
28.000	-50.207	0.212
29.000	-49.855	0.216
30.000	-49.503	0.221
31.000	-49.151	0.208
32.000	-48.799	0.217
33.000	-48.447	0.199
34.000	-48.094	0.202
35.000	-47.742	0.213
36.000	-47.390	0.221
37.000	-47.038	0.209
38.000	-46.686	0.216
39.000	-46.334	0.217
40.000	-45.981	0.196
41.000	-45.629	0.215
42.000	-45.277	0.202
43.000	-44.925	0.210
44.000	-44.573	0.204
45.000	-44.221	0.203
46.000	-43.869	0.220
47.000	-43.516	0.215
48.000	-43.164	0.209
49.000	-42.812	0.197
50.000	-42.460	0.214
51.000	-42.108	0.213
52.000	-41.756	0.208
53.000	-41.403	0.196
54.000	-41.051	0.199
55.000	-40.699	0.193
56.000	-40.347	0.191
57.000	-39.995	0.182
58.000	-39.643	0.181
59.000	-39.290	0.187
60.000	-38.938	0.187
61.000	-38.586	0.190
62.000	-38.234	0.189
63.000	-37.882	0.186
64.000	-37.530	0.185
65.000	-37.177	0.192
66.000	-36.825	0.179
67.000	-36.473	0.174
68.000	-36.121	0.174
69.000	-35.769	0.176
70.000	-35.417	0.179
71.000	-35.065	0.174
72.000	-34.712	0.179
73.000	-34.360	0.186
74.000	-34.008	0.177
75.000	-33.656	0.180
76.000	-33.304	0.184
77.000	-32.952	0.173
78.000	-32.599	0.177
79.000	-32.247	0.178
80.000	-31.895	0.183
81.000	-31.543	0.169
82.000	-31.191	0.168
83.000	-30.839	0.163
84.000	-30.486	0.161
85.000	-30.134	0.158
86.000	-29.782	0.177
87.000	-29.430	0.177
88.000	-29.078	0.168
89.000	-28.726	0.175
90.000	-28.373	0.178
91.000	-28.021	0.178
92.000	-27.669	0.173
93.000	-27.317	0.172
94.000	-26.965	0.174
95.000	-26.613	0.160
96.000	-26.261	0.156
97.000	-25.908	0.173
98.000	-25.556	0.169
99.000	-25.204	0.164
100.000	-24.852	0.154
101.000	-24.500	0.159
102.000	-24.148	0.147
103.000	-23.795	0.156
104.000	-23.443	0.149
105.000	-23.091	0.151
106.000	-22.739	0.137
107.000	-22.387	0.129
108.000	-22.035	0.120
109.000	-21.682	0.122
110.000	-21.330	0.137
111.000	-20.978	0.138
112.000	-20.626	0.130
113.000	-20.274	0.124
114.000	-19.922	0.136
115.000	-19.570	0.128
116.000	-19.217	0.118
117.000	-18.865	0.133
118.000	-18.513	0.123
119.000	-18.161	0.122
120.000	-17.809	0.116
121.000	-17.457	0.125
122.000	-17.104	0.123
123.000	-16.752	0.128
124.000	-16.400	0.141
125.000	-16.048	0.128
126.000	-15.696	0.120
127.000	-15.344	0.108
128.000	-14.991	0.105
129.000	-14.639	0.103
130.000	-14.287	0.112
131.000	-13.935	0.103
132.000	-13.583	0.112
133.000	-13.231	0.105
134.000	-12.878	0.101
135.000	-12.526	0.106
136.000	-12.174	0.108
137.000	-11.822	0.102
138.000	-11.470	0.096
139.000	-11.118	0.091
140.000	-10.766	0.084
141.000	-10.413	0.088
142.000	-10.061	0.091
143.000	-9.709	0.082
144.000	-9.357	0.074
145.000	-9.005	0.072
146.000	-8.653	0.066
147.000	-8.300	0.064
148.000	-7.948	0.063
149.000	-7.596	0.059
150.000	-7.244	0.058
151.000	-6.892	0.061
152.000	-6.540	0.058
153.000	-6.187	0.057
154.000	-5.835	0.058
155.000	-5.483	0.055
156.000	-5.131	0.055
157.000	-4.779	0.052
158.000	-4.427	0.058
159.000	-4.074	0.056
160.000	-3.722	0.057
161.000	-3.370	0.056
162.000	-3.018	0.056
163.000	-2.666	0.054
164.000	-2.314	0.050
165.000	-1.962	0.049
166.000	-1.609	0.050
167.000	-1.257	0.044
168.000	-0.905	0.046
169.000	-0.553	0.049
170.000	-0.201	0.047
171.000	0.151	0.051
172.000	0.504	0.053
173.000	0.856	0.052
174.000	1.208	0.054
175.000	1.560	0.050
176.000	1.912	0.052
177.000	2.264	0.056
178.000	2.617	0.052
179.000	2.969	0.048
180.000	3.321	0.054
181.000	3.673	0.054
182.000	4.025	0.053
183.000	4.377	0.055
184.000	4.730	0.057
185.000	5.082	0.053
186.000	5.434	0.055
187.000	5.786	0.056
188.000	6.138	0.058
189.000	6.490	0.057
190.000	6.842	0.057
191.000	7.195	0.056
192.000	7.547	0.056
193.000	7.899	0.056
194.000	8.251	0.055
195.000	8.603	0.053
196.000	8.955	0.055
197.000	9.308	0.050
198.000	9.660	0.055
199.000	10.012	0.057
200.000	10.364	0.056
201.000	10.716	0.057
202.000	11.068	0.056
203.000	11.421	0.054
204.000	11.773	0.054
205.000	12.125	0.054
206.000	12.477	0.049
207.000	12.829	0.051
208.000	13.181	0.052
209.000	13.533	0.052
210.000	13.886	0.053
211.000	14.238	0.052
212.000	14.590	0.051
213.000	14.942	0.050
214.000	15.294	0.047
215.000	15.646	0.049
216.000	15.999	0.046
217.000	16.351	0.047
218.000	16.703	0.047
219.000	17.055	0.048
220.000	17.407	0.047
221.000	17.759	0.047
222.000	18.112	0.052
223.000	18.464	0.049
224.000	18.816	0.051
225.000	19.168	0.050
226.000	19.520	0.053
227.000	19.872	0.054
228.000	20.225	0.055
229.000	20.577	0.053
230.000	20.929	0.056
231.000	21.281	0.055
232.000	21.633	0.054
233.000	21.985	0.056
234.000	22.337	0.055
235.000	22.690	0.054
236.000	23.042	0.057
237.000	23.394	0.060
238.000	23.746	0.057
239.000	24.098	0.053
240.000	24.450	0.055
241.000	24.803	0.054
242.000	25.155	0.058
243.000	25.507	0.054
244.000	25.859	0.055
245.000	26.211	0.058
246.000	26.563	0.053
247.000	26.916	0.053
248.000	27.268	0.051
249.000	27.620	0.048
250.000	27.972	0.055
251.000	28.324	0.051
252.000	28.676	0.050
253.000	29.029	0.048
254.000	29.381	0.050
255.000	29.733	0.051
256.000	30.085	0.050
257.000	30.437	0.052
258.000	30.789	0.053
259.000	31.141	0.052
260.000	31.494	0.053
261.000	31.846	0.053
262.000	32.198	0.056
263.000	32.550	0.050
264.000	32.902	0.051
265.000	33.254	0.055
266.000	33.607	0.051
267.000	33.959	0.053
268.000	34.311	0.053
269.000	34.663	0.052
270.000	35.015	0.053
271.000	35.367	0.052
272.000	35.720	0.055
273.000	36.072	0.054
274.000	36.424	0.053
275.000	36.776	0.053
276.000	37.128	0.052
277.000	37.480	0.057
278.000	37.832	0.053
279.000	38.185	0.055
280.000	38.537	0.051
281.000	38.889	0.058
282.000	39.241	0.056
283.000	39.593	0.057
284.000	39.945	0.057
285.000	40.298	0.057
286.000	40.650	0.055
287.000	41.002	0.058
288.000	41.354	0.055
289.000	41.706	0.057
290.000	42.058	0.054
291.000	42.411	0.054
292.000	42.763	0.057
293.000	43.115	0.057
294.000	43.467	0.056
295.000	43.819	0.056
296.000	44.171	0.056
297.000	44.524	0.051
298.000	44.876	0.053
299.000	45.228	0.052
300.000	45.580	0.053
