# Dye Scan of Depressed Ionization Limit. No MW or Static field.
i	f	s
90.000	-28.280	0.118
91.000	-27.924	0.110
92.000	-27.568	0.113
93.000	-27.211	0.114
94.000	-26.855	0.109
95.000	-26.498	0.105
96.000	-26.142	0.113
97.000	-25.785	0.100
98.000	-25.429	0.096
99.000	-25.072	0.106
100.000	-24.716	0.102
101.000	-24.359	0.099
102.000	-24.003	0.104
103.000	-23.646	0.089
104.000	-23.290	0.098
105.000	-22.933	0.101
106.000	-22.577	0.108
107.000	-22.220	0.099
108.000	-21.864	0.103
109.000	-21.507	0.109
110.000	-21.151	0.108
111.000	-20.794	0.101
112.000	-20.438	0.111
113.000	-20.081	0.102
114.000	-19.725	0.101
115.000	-19.369	0.092
116.000	-19.012	0.087
117.000	-18.656	0.093
118.000	-18.299	0.086
119.000	-17.943	0.092
120.000	-17.586	0.103
121.000	-17.230	0.103
122.000	-16.873	0.103
123.000	-16.517	0.095
124.000	-16.160	0.097
125.000	-15.804	0.093
126.000	-15.447	0.109
127.000	-15.091	0.106
128.000	-14.734	0.091
129.000	-14.378	0.093
130.000	-14.021	0.100
131.000	-13.665	0.102
132.000	-13.308	0.088
133.000	-12.952	0.093
134.000	-12.595	0.081
135.000	-12.239	0.091
136.000	-11.882	0.079
137.000	-11.526	0.069
138.000	-11.170	0.070
139.000	-10.813	0.085
140.000	-10.457	0.073
141.000	-10.100	0.064
142.000	-9.744	0.072
143.000	-9.387	0.064
144.000	-9.031	0.064
145.000	-8.674	0.061
146.000	-8.318	0.068
147.000	-7.961	0.067
148.000	-7.605	0.069
149.000	-7.248	0.063
150.000	-6.892	0.065
151.000	-6.535	0.054
152.000	-6.179	0.057
153.000	-5.822	0.047
154.000	-5.466	0.053
155.000	-5.109	0.055
156.000	-4.753	0.052
157.000	-4.396	0.047
158.000	-4.040	0.046
159.000	-3.683	0.044
160.000	-3.327	0.039
161.000	-2.970	0.034
162.000	-2.614	0.037
163.000	-2.258	0.028
164.000	-1.901	0.026
165.000	-1.545	0.020
166.000	-1.188	0.019
167.000	-0.832	0.024
168.000	-0.475	0.026
169.000	-0.119	0.026
170.000	0.238	0.020
171.000	0.594	0.015
172.000	0.951	0.014
173.000	1.307	0.011
174.000	1.664	0.007
175.000	2.020	0.010
176.000	2.377	0.013
177.000	2.733	0.006
178.000	3.090	0.005
179.000	3.446	0.004
180.000	3.803	0.002
181.000	4.159	0.006
182.000	4.516	0.004
183.000	4.872	0.007
184.000	5.229	0.006
185.000	5.585	-0.001
186.000	5.941	0.000
187.000	6.298	0.001
188.000	6.654	-0.000
189.000	7.011	0.002
190.000	7.367	0.005
191.000	7.724	0.005
192.000	8.080	0.006
193.000	8.437	0.010
194.000	8.793	0.004
195.000	9.150	0.009
196.000	9.506	0.008
197.000	9.863	0.008
198.000	10.219	0.006
199.000	10.576	0.003
200.000	10.932	0.005
201.000	11.289	0.011
202.000	11.645	0.010
203.000	12.002	0.008
204.000	12.358	0.007
205.000	12.715	0.007
206.000	13.071	0.011
207.000	13.428	0.007
208.000	13.784	0.005
209.000	14.140	0.004
210.000	14.497	0.005
211.000	14.853	0.005
212.000	15.210	0.003
213.000	15.566	0.005
214.000	15.923	0.004
215.000	16.279	0.006
216.000	16.636	0.001
217.000	16.992	0.005
218.000	17.349	0.001
219.000	17.705	0.007
220.000	18.062	0.008
221.000	18.418	0.006
222.000	18.775	0.007
223.000	19.131	0.006
224.000	19.488	0.002
225.000	19.844	0.007
226.000	20.201	0.006
227.000	20.557	0.004
228.000	20.914	0.007
229.000	21.270	0.006
230.000	21.627	0.006
231.000	21.983	0.007
232.000	22.339	0.005
233.000	22.696	0.001
234.000	23.052	0.007
235.000	23.409	0.009
236.000	23.765	0.005
237.000	24.122	0.009
238.000	24.478	0.011
239.000	24.835	0.010
240.000	25.191	0.007
241.000	25.548	0.011
242.000	25.904	0.006
243.000	26.261	0.009
244.000	26.617	0.005
245.000	26.974	0.009
246.000	27.330	0.008
247.000	27.687	0.010
248.000	28.043	0.009
249.000	28.400	0.011
250.000	28.756	0.006
251.000	29.113	0.010
252.000	29.469	0.006
253.000	29.826	0.007
254.000	30.182	0.005
255.000	30.538	0.008
256.000	30.895	0.003
257.000	31.251	0.004
258.000	31.608	0.010
259.000	31.964	0.009
260.000	32.321	0.008
261.000	32.677	0.006
262.000	33.034	0.006
263.000	33.390	0.005
264.000	33.747	0.006
265.000	34.103	0.005
266.000	34.460	0.003
267.000	34.816	0.006
268.000	35.173	0.006
269.000	35.529	0.007
270.000	35.886	0.005
271.000	36.242	0.008
272.000	36.599	0.006
273.000	36.955	0.003
274.000	37.312	0.005
275.000	37.668	0.006
276.000	38.025	0.008
277.000	38.381	0.014
278.000	38.737	0.013
279.000	39.094	0.008
280.000	39.450	0.012
281.000	39.807	0.005
282.000	40.163	0.007
283.000	40.520	0.009
284.000	40.876	0.010
285.000	41.233	0.010
286.000	41.589	0.007
287.000	41.946	0.009
288.000	42.302	0.010
289.000	42.659	0.007
290.000	43.015	0.003
291.000	43.372	0.003
292.000	43.728	0.007
293.000	44.085	0.007
294.000	44.441	0.004
295.000	44.798	0.005
296.000	45.154	0.006
297.000	45.511	0.010
298.000	45.867	0.005
299.000	46.224	0.006
300.000	46.580	0.000
0.000	-60.165	0.137
1.000	-59.810	0.139
2.000	-59.455	0.140
3.000	-59.099	0.146
4.000	-58.744	0.162
5.000	-58.389	0.161
6.000	-58.034	0.151
7.000	-57.679	0.156
8.000	-57.324	0.142
9.000	-56.969	0.150
10.000	-56.613	0.159
11.000	-56.258	0.148
12.000	-55.903	0.160
13.000	-55.548	0.144
14.000	-55.193	0.161
15.000	-54.838	0.167
16.000	-54.482	0.150
17.000	-54.127	0.134
18.000	-53.772	0.155
19.000	-53.417	0.147
20.000	-53.062	0.140
21.000	-52.707	0.142
22.000	-52.352	0.146
23.000	-51.996	0.145
24.000	-51.641	0.155
25.000	-51.286	0.150
26.000	-50.931	0.139
27.000	-50.576	0.147
28.000	-50.221	0.155
29.000	-49.866	0.146
30.000	-49.510	0.137
31.000	-49.155	0.154
32.000	-48.800	0.149
33.000	-48.445	0.159
34.000	-48.090	0.151
35.000	-47.735	0.154
36.000	-47.379	0.154
37.000	-47.024	0.143
38.000	-46.669	0.138
39.000	-46.314	0.140
40.000	-45.959	0.155
41.000	-45.604	0.148
42.000	-45.249	0.152
43.000	-44.893	0.151
44.000	-44.538	0.152
45.000	-44.183	0.163
46.000	-43.828	0.148
47.000	-43.473	0.143
48.000	-43.118	0.144
49.000	-42.763	0.146
50.000	-42.407	0.139
51.000	-42.052	0.138
52.000	-41.697	0.132
53.000	-41.342	0.144
54.000	-40.987	0.146
55.000	-40.632	0.137
56.000	-40.276	0.145
57.000	-39.921	0.138
58.000	-39.566	0.135
59.000	-39.211	0.136
60.000	-38.856	0.138
61.000	-38.501	0.136
62.000	-38.146	0.125
63.000	-37.790	0.136
64.000	-37.435	0.141
65.000	-37.080	0.127
66.000	-36.725	0.129
67.000	-36.370	0.113
68.000	-36.015	0.116
69.000	-35.660	0.126
70.000	-35.304	0.120
71.000	-34.949	0.139
72.000	-34.594	0.140
73.000	-34.239	0.122
74.000	-33.884	0.116
75.000	-33.529	0.118
76.000	-33.173	0.125
77.000	-32.818	0.135
78.000	-32.463	0.127
79.000	-32.108	0.117
80.000	-31.753	0.118
81.000	-31.398	0.109
82.000	-31.043	0.128
83.000	-30.687	0.121
84.000	-30.332	0.112
85.000	-29.977	0.119
86.000	-29.622	0.119
87.000	-29.267	0.128
88.000	-28.912	0.107
89.000	-28.557	0.109
90.000	-28.201	0.105
91.000	-27.846	0.098
92.000	-27.491	0.097
93.000	-27.136	0.106
94.000	-26.781	0.102
95.000	-26.426	0.098
96.000	-26.070	0.093
97.000	-25.715	0.098
98.000	-25.360	0.099
99.000	-25.005	0.103
100.000	-24.650	0.099
101.000	-24.295	0.087
102.000	-23.940	0.084
103.000	-23.584	0.102
104.000	-23.229	0.111
105.000	-22.874	0.113
106.000	-22.519	0.111
107.000	-22.164	0.120
108.000	-21.809	0.097
109.000	-21.454	0.102
110.000	-21.098	0.110
111.000	-20.743	0.112
112.000	-20.388	0.116
113.000	-20.033	0.100
114.000	-19.678	0.100
115.000	-19.323	0.100
116.000	-18.968	0.089
117.000	-18.612	0.098
118.000	-18.257	0.100
119.000	-17.902	0.096
120.000	-17.547	0.102
121.000	-17.192	0.099
122.000	-16.837	0.099
123.000	-16.481	0.097
124.000	-16.126	0.093
125.000	-15.771	0.086
126.000	-15.416	0.089
127.000	-15.061	0.093
128.000	-14.706	0.082
129.000	-14.351	0.079
130.000	-13.995	0.081
131.000	-13.640	0.092
132.000	-13.285	0.085
133.000	-12.930	0.083
134.000	-12.575	0.087
135.000	-12.220	0.085
136.000	-11.865	0.076
137.000	-11.509	0.076
138.000	-11.154	0.084
139.000	-10.799	0.086
140.000	-10.444	0.079
141.000	-10.089	0.076
142.000	-9.734	0.087
143.000	-9.378	0.073
144.000	-9.023	0.069
145.000	-8.668	0.067
146.000	-8.313	0.071
147.000	-7.958	0.068
148.000	-7.603	0.063
149.000	-7.248	0.068
150.000	-6.892	0.066
151.000	-6.537	0.057
152.000	-6.182	0.063
153.000	-5.827	0.056
154.000	-5.472	0.061
155.000	-5.117	0.058
156.000	-4.762	0.056
157.000	-4.406	0.051
158.000	-4.051	0.045
159.000	-3.696	0.051
160.000	-3.341	0.049
161.000	-2.986	0.043
162.000	-2.631	0.039
163.000	-2.275	0.035
164.000	-1.920	0.032
165.000	-1.565	0.024
166.000	-1.210	0.029
167.000	-0.855	0.026
168.000	-0.500	0.023
169.000	-0.145	0.019
170.000	0.211	0.020
171.000	0.566	0.024
172.000	0.921	0.017
173.000	1.276	0.019
174.000	1.631	0.016
175.000	1.986	0.021
176.000	2.341	0.018
177.000	2.697	0.019
178.000	3.052	0.015
179.000	3.407	0.014
180.000	3.762	0.019
181.000	4.117	0.011
182.000	4.472	0.008
183.000	4.828	0.009
184.000	5.183	0.016
185.000	5.538	0.014
186.000	5.893	0.010
187.000	6.248	0.010
188.000	6.603	0.007
189.000	6.958	0.010
190.000	7.314	0.014
191.000	7.669	0.012
192.000	8.024	0.015
193.000	8.379	0.006
194.000	8.734	0.006
195.000	9.089	0.005
196.000	9.444	0.007
197.000	9.800	0.009
198.000	10.155	0.010
199.000	10.510	0.011
200.000	10.865	0.010
201.000	11.220	0.010
202.000	11.575	0.008
203.000	11.930	0.008
204.000	12.286	0.009
205.000	12.641	0.009
206.000	12.996	0.008
207.000	13.351	0.011
208.000	13.706	0.005
209.000	14.061	0.005
210.000	14.417	0.006
211.000	14.772	0.005
212.000	15.127	0.011
213.000	15.482	0.008
214.000	15.837	0.005
215.000	16.192	0.007
216.000	16.547	0.010
217.000	16.903	0.011
218.000	17.258	0.010
219.000	17.613	0.008
220.000	17.968	0.009
221.000	18.323	0.013
222.000	18.678	0.011
223.000	19.033	0.011
224.000	19.389	0.007
225.000	19.744	0.007
226.000	20.099	0.005
227.000	20.454	0.008
228.000	20.809	0.006
229.000	21.164	0.006
230.000	21.520	0.004
231.000	21.875	0.007
232.000	22.230	0.011
233.000	22.585	0.010
234.000	22.940	0.011
235.000	23.295	0.009
236.000	23.650	0.010
237.000	24.006	0.009
238.000	24.361	0.010
239.000	24.716	0.008
240.000	25.071	0.009
241.000	25.426	0.011
242.000	25.781	0.007
243.000	26.136	0.006
244.000	26.492	0.010
245.000	26.847	0.010
246.000	27.202	0.005
247.000	27.557	0.009
248.000	27.912	0.006
249.000	28.267	0.009
250.000	28.623	0.005
251.000	28.978	0.005
252.000	29.333	0.004
253.000	29.688	0.008
254.000	30.043	0.010
255.000	30.398	0.010
256.000	30.753	0.007
257.000	31.109	0.005
258.000	31.464	0.013
259.000	31.819	0.008
260.000	32.174	0.011
261.000	32.529	0.009
262.000	32.884	0.009
263.000	33.239	0.007
264.000	33.595	0.010
265.000	33.950	0.009
266.000	34.305	0.008
267.000	34.660	0.008
268.000	35.015	0.005
269.000	35.370	0.005
270.000	35.726	0.007
271.000	36.081	0.005
272.000	36.436	0.005
273.000	36.791	0.004
274.000	37.146	0.004
275.000	37.501	0.002
276.000	37.856	0.001
277.000	38.212	0.003
278.000	38.567	-0.001
279.000	38.922	0.004
280.000	39.277	0.005
281.000	39.632	0.002
282.000	39.987	0.002
283.000	40.342	0.001
284.000	40.698	0.000
285.000	41.053	0.002
286.000	41.408	-0.000
287.000	41.763	-0.004
288.000	42.118	0.000
289.000	42.473	0.002
290.000	42.829	-0.001
291.000	43.184	0.001
292.000	43.539	0.000
293.000	43.894	-0.001
294.000	44.249	-0.001
295.000	44.604	-0.003
296.000	44.959	-0.002
297.000	45.315	-0.003
298.000	45.670	-0.002
299.000	46.025	0.002
300.000	46.380	0.004
0.000	-60.265	0.136
1.000	-59.910	0.117
2.000	-59.555	0.118
3.000	-59.199	0.140
4.000	-58.844	0.137
5.000	-58.489	0.128
6.000	-58.134	0.132
7.000	-57.779	0.131
8.000	-57.424	0.134
9.000	-57.069	0.144
10.000	-56.713	0.135
11.000	-56.358	0.139
12.000	-56.003	0.125
13.000	-55.648	0.126
14.000	-55.293	0.144
15.000	-54.938	0.138
16.000	-54.582	0.139
17.000	-54.227	0.145
18.000	-53.872	0.152
19.000	-53.517	0.136
20.000	-53.162	0.138
21.000	-52.807	0.131
22.000	-52.452	0.133
23.000	-52.096	0.129
24.000	-51.741	0.128
25.000	-51.386	0.138
26.000	-51.031	0.142
27.000	-50.676	0.138
28.000	-50.321	0.126
29.000	-49.966	0.118
30.000	-49.610	0.132
31.000	-49.255	0.129
32.000	-48.900	0.130
33.000	-48.545	0.131
34.000	-48.190	0.135
35.000	-47.835	0.119
36.000	-47.479	0.123
37.000	-47.124	0.125
38.000	-46.769	0.119
39.000	-46.414	0.123
40.000	-46.059	0.123
41.000	-45.704	0.122
42.000	-45.349	0.138
43.000	-44.993	0.132
44.000	-44.638	0.125
45.000	-44.283	0.120
46.000	-43.928	0.130
47.000	-43.573	0.130
48.000	-43.218	0.130
49.000	-42.863	0.122
50.000	-42.507	0.112
51.000	-42.152	0.133
52.000	-41.797	0.122
53.000	-41.442	0.137
54.000	-41.087	0.132
55.000	-40.732	0.122
56.000	-40.376	0.136
57.000	-40.021	0.154
58.000	-39.666	0.145
59.000	-39.311	0.139
60.000	-38.956	0.142
61.000	-38.601	0.145
62.000	-38.246	0.138
63.000	-37.890	0.134
64.000	-37.535	0.136
65.000	-37.180	0.130
66.000	-36.825	0.126
67.000	-36.470	0.133
68.000	-36.115	0.129
69.000	-35.760	0.124
70.000	-35.404	0.136
71.000	-35.049	0.148
72.000	-34.694	0.133
73.000	-34.339	0.136
74.000	-33.984	0.123
75.000	-33.629	0.152
76.000	-33.273	0.141
77.000	-32.918	0.141
78.000	-32.563	0.143
79.000	-32.208	0.154
80.000	-31.853	0.134
81.000	-31.498	0.137
82.000	-31.143	0.124
83.000	-30.787	0.126
84.000	-30.432	0.135
85.000	-30.077	0.125
86.000	-29.722	0.109
87.000	-29.367	0.135
88.000	-29.012	0.135
89.000	-28.657	0.135
90.000	-28.301	0.117
91.000	-27.946	0.125
92.000	-27.591	0.134
93.000	-27.236	0.127
94.000	-26.881	0.124
95.000	-26.526	0.128
96.000	-26.170	0.129
97.000	-25.815	0.128
98.000	-25.460	0.114
99.000	-25.105	0.123
100.000	-24.750	0.126
101.000	-24.395	0.124
102.000	-24.040	0.120
103.000	-23.684	0.117
104.000	-23.329	0.100
105.000	-22.974	0.117
106.000	-22.619	0.118
107.000	-22.264	0.106
108.000	-21.909	0.104
109.000	-21.554	0.105
110.000	-21.198	0.108
111.000	-20.843	0.099
112.000	-20.488	0.114
113.000	-20.133	0.118
114.000	-19.778	0.101
115.000	-19.423	0.107
116.000	-19.068	0.104
117.000	-18.712	0.105
118.000	-18.357	0.103
119.000	-18.002	0.096
120.000	-17.647	0.101
121.000	-17.292	0.107
122.000	-16.937	0.102
123.000	-16.581	0.093
124.000	-16.226	0.108
125.000	-15.871	0.111
126.000	-15.516	0.110
127.000	-15.161	0.096
128.000	-14.806	0.102
129.000	-14.451	0.113
130.000	-14.095	0.108
131.000	-13.740	0.099
132.000	-13.385	0.101
133.000	-13.030	0.110
134.000	-12.675	0.101
135.000	-12.320	0.091
136.000	-11.965	0.092
137.000	-11.609	0.091
138.000	-11.254	0.100
139.000	-10.899	0.083
140.000	-10.544	0.074
141.000	-10.189	0.082
142.000	-9.834	0.080
143.000	-9.478	0.076
144.000	-9.123	0.089
145.000	-8.768	0.087
146.000	-8.413	0.070
147.000	-8.058	0.082
148.000	-7.703	0.079
149.000	-7.348	0.080
150.000	-6.992	0.084
151.000	-6.637	0.074
152.000	-6.282	0.063
153.000	-5.927	0.061
154.000	-5.572	0.071
155.000	-5.217	0.072
156.000	-4.862	0.068
157.000	-4.506	0.060
158.000	-4.151	0.056
159.000	-3.796	0.053
160.000	-3.441	0.064
161.000	-3.086	0.058
162.000	-2.731	0.047
163.000	-2.375	0.044
164.000	-2.020	0.039
165.000	-1.665	0.042
166.000	-1.310	0.031
167.000	-0.955	0.034
168.000	-0.600	0.024
169.000	-0.245	0.029
170.000	0.111	0.021
171.000	0.466	0.020
172.000	0.821	0.024
173.000	1.176	0.017
174.000	1.531	0.013
175.000	1.886	0.011
176.000	2.241	0.017
177.000	2.597	0.009
178.000	2.952	0.011
179.000	3.307	0.009
180.000	3.662	0.007
181.000	4.017	0.003
182.000	4.372	-0.001
183.000	4.728	0.002
184.000	5.083	0.001
185.000	5.438	-0.004
186.000	5.793	-0.003
187.000	6.148	-0.009
188.000	6.503	-0.006
189.000	6.858	0.002
190.000	7.214	0.002
191.000	7.569	-0.003
192.000	7.924	-0.001
193.000	8.279	-0.001
194.000	8.634	-0.005
195.000	8.989	0.002
196.000	9.344	-0.003
197.000	9.700	-0.004
198.000	10.055	-0.001
199.000	10.410	0.001
200.000	10.765	-0.002
201.000	11.120	-0.005
202.000	11.475	-0.008
203.000	11.830	-0.011
204.000	12.186	-0.010
205.000	12.541	-0.009
206.000	12.896	-0.011
207.000	13.251	-0.007
208.000	13.606	-0.006
209.000	13.961	-0.008
210.000	14.317	-0.008
211.000	14.672	-0.007
212.000	15.027	-0.011
213.000	15.382	-0.012
214.000	15.737	-0.011
215.000	16.092	-0.009
216.000	16.447	-0.006
217.000	16.803	-0.000
218.000	17.158	-0.002
219.000	17.513	-0.003
220.000	17.868	-0.006
221.000	18.223	-0.008
222.000	18.578	-0.008
223.000	18.933	-0.005
224.000	19.289	-0.005
225.000	19.644	-0.008
226.000	19.999	-0.010
227.000	20.354	-0.006
228.000	20.709	-0.009
229.000	21.064	-0.012
230.000	21.420	-0.009
231.000	21.775	-0.012
232.000	22.130	-0.011
233.000	22.485	-0.010
234.000	22.840	-0.007
235.000	23.195	-0.009
236.000	23.550	-0.007
237.000	23.906	-0.010
238.000	24.261	-0.008
239.000	24.616	-0.008
240.000	24.971	-0.004
241.000	25.326	-0.010
242.000	25.681	-0.008
243.000	26.036	-0.010
244.000	26.392	-0.013
245.000	26.747	-0.012
246.000	27.102	-0.011
247.000	27.457	-0.012
248.000	27.812	-0.010
249.000	28.167	-0.011
250.000	28.523	-0.010
251.000	28.878	-0.009
252.000	29.233	-0.006
253.000	29.588	-0.007
254.000	29.943	-0.007
255.000	30.298	-0.009
256.000	30.653	-0.011
257.000	31.009	-0.007
258.000	31.364	-0.009
259.000	31.719	-0.005
260.000	32.074	-0.007
261.000	32.429	-0.002
262.000	32.784	-0.001
263.000	33.139	-0.001
264.000	33.495	-0.004
265.000	33.850	0.000
266.000	34.205	0.002
267.000	34.560	0.002
268.000	34.915	0.003
269.000	35.270	0.002
270.000	35.626	0.001
271.000	35.981	-0.003
272.000	36.336	-0.004
273.000	36.691	-0.006
274.000	37.046	-0.005
275.000	37.401	-0.001
276.000	37.756	0.001
277.000	38.112	0.004
278.000	38.467	0.002
279.000	38.822	0.003
280.000	39.177	-0.001
281.000	39.532	-0.003
282.000	39.887	-0.000
283.000	40.242	-0.000
284.000	40.598	-0.002
285.000	40.953	-0.001
286.000	41.308	0.001
287.000	41.663	-0.007
288.000	42.018	-0.007
289.000	42.373	0.001
290.000	42.729	-0.002
291.000	43.084	-0.003
292.000	43.439	-0.005
293.000	43.794	-0.005
294.000	44.149	-0.005
295.000	44.504	-0.006
296.000	44.859	-0.006
297.000	45.215	-0.004
298.000	45.570	-0.007
299.000	45.925	-0.006
300.000	46.280	-0.007
