# Dye Scan of Depressed Ionization Limit. No MW or Static field.
i	f	s
196.000	8.917	0.048
197.000	9.271	0.047
198.000	9.624	0.046
199.000	9.978	0.042
200.000	10.331	0.041
201.000	10.685	0.045
202.000	11.038	0.042
203.000	11.392	0.044
204.000	11.745	0.047
205.000	12.099	0.046
206.000	12.452	0.044
207.000	12.806	0.044
208.000	13.159	0.045
209.000	13.513	0.047
210.000	13.866	0.046
211.000	14.220	0.041
212.000	14.573	0.037
213.000	14.927	0.043
214.000	15.280	0.043
215.000	15.633	0.045
216.000	15.987	0.041
217.000	16.340	0.039
218.000	16.694	0.043
219.000	17.047	0.039
220.000	17.401	0.044
221.000	17.754	0.044
222.000	18.108	0.042
223.000	18.461	0.042
224.000	18.815	0.043
225.000	19.168	0.039
226.000	19.522	0.038
227.000	19.875	0.037
228.000	20.229	0.038
229.000	20.582	0.037
230.000	20.936	0.036
231.000	21.289	0.036
232.000	21.643	0.037
233.000	21.996	0.035
234.000	22.350	0.034
235.000	22.703	0.034
236.000	23.057	0.036
237.000	23.410	0.037
238.000	23.764	0.037
239.000	24.117	0.037
240.000	24.471	0.039
241.000	24.824	0.037
242.000	25.178	0.043
243.000	25.531	0.044
244.000	25.885	0.045
245.000	26.238	0.043
246.000	26.592	0.044
247.000	26.945	0.046
248.000	27.299	0.045
249.000	27.652	0.048
250.000	28.006	0.046
251.000	28.359	0.041
252.000	28.713	0.043
253.000	29.066	0.047
254.000	29.420	0.046
255.000	29.773	0.048
256.000	30.127	0.043
257.000	30.480	0.042
258.000	30.833	0.040
259.000	31.187	0.047
260.000	31.540	0.045
261.000	31.894	0.047
262.000	32.247	0.050
263.000	32.601	0.046
264.000	32.954	0.048
265.000	33.308	0.046
266.000	33.661	0.046
267.000	34.015	0.043
268.000	34.368	0.040
269.000	34.722	0.042
270.000	35.075	0.044
271.000	35.429	0.039
272.000	35.782	0.043
273.000	36.136	0.044
274.000	36.489	0.043
275.000	36.843	0.043
276.000	37.196	0.041
277.000	37.550	0.044
278.000	37.903	0.039
279.000	38.257	0.040
280.000	38.610	0.039
281.000	38.964	0.039
282.000	39.317	0.043
283.000	39.671	0.040
284.000	40.024	0.044
285.000	40.378	0.043
286.000	40.731	0.047
287.000	41.085	0.043
288.000	41.438	0.044
289.000	41.792	0.046
290.000	42.145	0.045
291.000	42.499	0.045
292.000	42.852	0.043
293.000	43.206	0.042
294.000	43.559	0.042
295.000	43.913	0.044
296.000	44.266	0.043
297.000	44.620	0.044
298.000	44.973	0.044
299.000	45.327	0.046
300.000	45.680	0.045
0.000	-60.367	0.175
1.000	-60.013	0.165
2.000	-59.660	0.173
3.000	-59.306	0.160
4.000	-58.953	0.161
5.000	-58.599	0.164
6.000	-58.246	0.165
7.000	-57.892	0.162
8.000	-57.539	0.162
9.000	-57.185	0.162
10.000	-56.832	0.174
11.000	-56.478	0.162
12.000	-56.125	0.175
13.000	-55.771	0.155
14.000	-55.418	0.172
15.000	-55.064	0.164
16.000	-54.711	0.157
17.000	-54.357	0.155
18.000	-54.004	0.164
19.000	-53.650	0.160
20.000	-53.297	0.157
21.000	-52.943	0.174
22.000	-52.590	0.175
23.000	-52.236	0.167
24.000	-51.883	0.165
25.000	-51.529	0.152
26.000	-51.176	0.175
27.000	-50.822	0.176
28.000	-50.469	0.168
29.000	-50.115	0.175
30.000	-49.762	0.181
31.000	-49.408	0.170
32.000	-49.055	0.174
33.000	-48.701	0.169
34.000	-48.348	0.166
35.000	-47.994	0.178
36.000	-47.641	0.159
37.000	-47.287	0.161
38.000	-46.934	0.166
39.000	-46.580	0.174
40.000	-46.227	0.163
41.000	-45.873	0.168
42.000	-45.520	0.195
43.000	-45.167	0.175
44.000	-44.813	0.167
45.000	-44.460	0.168
46.000	-44.106	0.171
47.000	-43.753	0.167
48.000	-43.399	0.161
49.000	-43.046	0.167
50.000	-42.692	0.152
51.000	-42.339	0.157
52.000	-41.985	0.156
53.000	-41.632	0.159
54.000	-41.278	0.157
55.000	-40.925	0.156
56.000	-40.571	0.155
57.000	-40.218	0.155
58.000	-39.864	0.151
59.000	-39.511	0.160
60.000	-39.157	0.157
61.000	-38.804	0.155
62.000	-38.450	0.145
63.000	-38.097	0.149
64.000	-37.743	0.154
65.000	-37.390	0.148
66.000	-37.036	0.140
67.000	-36.683	0.145
68.000	-36.329	0.140
69.000	-35.976	0.152
70.000	-35.622	0.152
71.000	-35.269	0.143
72.000	-34.915	0.143
73.000	-34.562	0.153
74.000	-34.208	0.149
75.000	-33.855	0.142
76.000	-33.501	0.151
77.000	-33.148	0.152
78.000	-32.794	0.153
79.000	-32.441	0.136
80.000	-32.087	0.139
81.000	-31.734	0.133
82.000	-31.380	0.148
83.000	-31.027	0.133
84.000	-30.673	0.148
85.000	-30.320	0.134
86.000	-29.967	0.131
87.000	-29.613	0.130
88.000	-29.260	0.130
89.000	-28.906	0.128
90.000	-28.553	0.134
91.000	-28.199	0.135
92.000	-27.846	0.143
93.000	-27.492	0.137
94.000	-27.139	0.139
95.000	-26.785	0.133
96.000	-26.432	0.122
97.000	-26.078	0.131
98.000	-25.725	0.127
99.000	-25.371	0.120
100.000	-25.018	0.131
101.000	-24.664	0.122
102.000	-24.311	0.117
103.000	-23.957	0.125
104.000	-23.604	0.117
105.000	-23.250	0.126
106.000	-22.897	0.124
107.000	-22.543	0.124
108.000	-22.190	0.118
109.000	-21.836	0.134
110.000	-21.483	0.123
111.000	-21.129	0.126
112.000	-20.776	0.122
113.000	-20.422	0.119
114.000	-20.069	0.116
115.000	-19.715	0.114
116.000	-19.362	0.118
117.000	-19.008	0.125
118.000	-18.655	0.121
119.000	-18.301	0.106
120.000	-17.948	0.099
121.000	-17.594	0.105
122.000	-17.241	0.114
123.000	-16.887	0.116
124.000	-16.534	0.122
125.000	-16.180	0.110
126.000	-15.827	0.121
127.000	-15.473	0.118
128.000	-15.120	0.113
129.000	-14.767	0.116
130.000	-14.413	0.110
131.000	-14.060	0.112
132.000	-13.706	0.111
133.000	-13.353	0.112
134.000	-12.999	0.111
135.000	-12.646	0.106
136.000	-12.292	0.109
137.000	-11.939	0.109
138.000	-11.585	0.112
139.000	-11.232	0.101
140.000	-10.878	0.106
141.000	-10.525	0.108
142.000	-10.171	0.115
143.000	-9.818	0.118
144.000	-9.464	0.105
145.000	-9.111	0.103
146.000	-8.757	0.093
147.000	-8.404	0.102
148.000	-8.050	0.091
149.000	-7.697	0.086
150.000	-7.343	0.093
151.000	-6.990	0.093
152.000	-6.636	0.096
153.000	-6.283	0.090
154.000	-5.929	0.089
155.000	-5.576	0.083
156.000	-5.222	0.085
157.000	-4.869	0.081
158.000	-4.515	0.079
159.000	-4.162	0.081
160.000	-3.808	0.075
161.000	-3.455	0.071
162.000	-3.101	0.068
163.000	-2.748	0.063
164.000	-2.394	0.068
165.000	-2.041	0.071
166.000	-1.687	0.066
167.000	-1.334	0.062
168.000	-0.980	0.058
169.000	-0.627	0.059
170.000	-0.273	0.059
171.000	0.080	0.054
172.000	0.433	0.053
173.000	0.787	0.056
174.000	1.140	0.050
175.000	1.494	0.055
176.000	1.847	0.050
177.000	2.201	0.050
178.000	2.554	0.049
179.000	2.908	0.049
180.000	3.261	0.049
181.000	3.615	0.050
182.000	3.968	0.046
183.000	4.322	0.046
184.000	4.675	0.047
185.000	5.029	0.047
186.000	5.382	0.048
187.000	5.736	0.049
188.000	6.089	0.055
189.000	6.443	0.045
190.000	6.796	0.040
191.000	7.150	0.042
192.000	7.503	0.048
193.000	7.857	0.045
194.000	8.210	0.047
195.000	8.564	0.046
196.000	8.917	0.042
197.000	9.271	0.045
198.000	9.624	0.043
199.000	9.978	0.043
200.000	10.331	0.046
201.000	10.685	0.045
202.000	11.038	0.045
203.000	11.392	0.043
204.000	11.745	0.044
205.000	12.099	0.042
206.000	12.452	0.049
207.000	12.806	0.045
208.000	13.159	0.044
209.000	13.513	0.045
210.000	13.866	0.046
211.000	14.220	0.045
212.000	14.573	0.045
213.000	14.927	0.042
214.000	15.280	0.041
215.000	15.633	0.044
216.000	15.987	0.047
217.000	16.340	0.044
218.000	16.694	0.044
219.000	17.047	0.045
220.000	17.401	0.046
221.000	17.754	0.047
222.000	18.108	0.046
223.000	18.461	0.049
224.000	18.815	0.047
225.000	19.168	0.045
226.000	19.522	0.047
227.000	19.875	0.048
228.000	20.229	0.044
229.000	20.582	0.048
230.000	20.936	0.047
231.000	21.289	0.043
232.000	21.643	0.042
233.000	21.996	0.043
234.000	22.350	0.047
235.000	22.703	0.047
236.000	23.057	0.043
237.000	23.410	0.042
238.000	23.764	0.043
239.000	24.117	0.045
240.000	24.471	0.046
241.000	24.824	0.047
242.000	25.178	0.047
243.000	25.531	0.048
244.000	25.885	0.045
245.000	26.238	0.042
246.000	26.592	0.042
247.000	26.945	0.048
248.000	27.299	0.045
249.000	27.652	0.046
250.000	28.006	0.046
251.000	28.359	0.043
252.000	28.713	0.046
253.000	29.066	0.045
254.000	29.420	0.048
255.000	29.773	0.046
256.000	30.127	0.044
257.000	30.480	0.044
258.000	30.833	0.042
259.000	31.187	0.041
260.000	31.540	0.042
261.000	31.894	0.044
262.000	32.247	0.047
263.000	32.601	0.044
264.000	32.954	0.045
265.000	33.308	0.043
266.000	33.661	0.041
267.000	34.015	0.043
268.000	34.368	0.046
269.000	34.722	0.043
270.000	35.075	0.040
271.000	35.429	0.042
272.000	35.782	0.041
273.000	36.136	0.043
274.000	36.489	0.046
275.000	36.843	0.045
276.000	37.196	0.043
277.000	37.550	0.044
278.000	37.903	0.051
279.000	38.257	0.048
280.000	38.610	0.047
281.000	38.964	0.048
282.000	39.317	0.048
283.000	39.671	0.044
284.000	40.024	0.043
285.000	40.378	0.044
286.000	40.731	0.044
287.000	41.085	0.044
288.000	41.438	0.043
289.000	41.792	0.044
290.000	42.145	0.042
291.000	42.499	0.048
292.000	42.852	0.048
293.000	43.206	0.044
294.000	43.559	0.043
295.000	43.913	0.041
296.000	44.266	0.045
297.000	44.620	0.044
298.000	44.973	0.040
299.000	45.327	0.036
300.000	45.680	0.037
