# 19 dB MW Attn, -30 GHz DIL?
i	f	s
142.000	-51.020	0.009
143.000	-50.720	0.005
144.000	-50.320	0.004
145.000	-50.020	0.007
146.000	-49.820	0.010
147.000	-49.220	0.004
148.000	-48.920	0.001
149.000	-48.120	0.000
150.000	-48.020	0.005
151.000	-47.720	0.007
152.000	-47.520	0.004
153.000	-47.120	0.000
154.000	-46.720	0.002
155.000	-46.320	0.007
156.000	-46.120	0.006
157.000	-45.820	0.004
158.000	-45.320	0.006
159.000	-45.120	0.008
160.000	-44.820	0.005
161.000	-44.320	0.007
162.000	-44.120	0.006
163.000	-43.920	0.006
164.000	-43.520	-0.001
165.000	-43.320	0.004
166.000	-43.120	0.002
167.000	-42.620	0.003
168.000	-42.320	0.004
169.000	-42.020	0.004
170.000	-41.520	0.011
171.000	-41.420	0.003
172.000	-41.120	0.001
173.000	-40.720	0.006
174.000	-40.420	0.005
175.000	-40.220	0.005
176.000	-39.720	0.002
177.000	-39.220	-0.000
178.000	-38.720	0.002
179.000	-38.620	0.008
180.000	-38.420	0.001
181.000	-38.220	-0.003
182.000	-37.720	0.002
183.000	-37.520	0.004
184.000	-37.220	0.001
185.000	-36.520	0.003
186.000	-36.220	0.002
187.000	-35.920	0.001
188.000	-35.420	0.005
189.000	-35.220	0.006
190.000	-34.720	0.007
191.000	-34.520	0.004
192.000	-34.220	0.002
193.000	-34.020	0.001
194.000	-33.220	0.006
195.000	-33.020	0.003
196.000	-32.420	-0.002
197.000	-32.120	0.001
198.000	-31.920	0.001
199.000	-31.520	0.001
200.000	-31.120	-0.002
201.000	-30.420	-0.002
202.000	-30.120	0.003
203.000	-29.820	0.005
204.000	-29.520	0.001
205.000	-29.020	-0.002
206.000	-28.820	0.000
207.000	-28.620	-0.005
208.000	-28.220	-0.004
209.000	-27.720	-0.001
210.000	-27.220	0.001
211.000	-26.920	0.000
212.000	-26.720	-0.001
213.000	-26.420	0.004
214.000	-26.020	-0.001
215.000	-25.720	-0.003
216.000	-25.320	0.004
217.000	-25.020	0.002
218.000	-24.720	-0.004
219.000	-24.020	0.001
220.000	-23.720	-0.002
221.000	-23.620	0.001
222.000	-23.120	0.002
223.000	-22.820	0.006
224.000	-22.620	0.000
225.000	-22.220	0.003
226.000	-21.920	0.001
227.000	-21.520	-0.001
228.000	-20.920	-0.002
229.000	-20.720	0.005
230.000	-20.420	0.005
231.000	-19.920	0.005
232.000	-19.720	0.003
233.000	-19.320	-0.004
234.000	-17.420	-0.004
235.000	-17.520	-0.003
236.000	-17.320	-0.004
237.000	-17.120	0.001
238.000	-16.820	0.001
239.000	-16.620	-0.001
240.000	-16.520	0.005
241.000	-16.320	0.000
242.000	-15.820	-0.003
243.000	-15.420	-0.004
244.000	-14.920	0.003
245.000	-14.720	-0.002
246.000	-14.320	-0.006
247.000	-13.820	0.002
248.000	-13.420	-0.004
249.000	-13.020	0.004
250.000	-12.920	-0.004
251.000	-12.620	-0.004
252.000	-12.120	-0.007
253.000	-11.820	-0.001
254.000	-11.520	-0.007
255.000	-11.020	-0.004
256.000	-10.920	-0.004
257.000	-10.520	-0.002
258.000	-10.220	-0.004
259.000	-9.620	-0.007
260.000	-9.520	-0.004
261.000	-9.020	-0.008
262.000	-8.520	-0.003
263.000	-8.220	-0.006
264.000	-8.020	-0.002
265.000	-7.520	-0.006
266.000	-7.220	-0.008
267.000	-7.020	-0.004
268.000	-6.820	-0.009
269.000	-6.220	-0.006
270.000	-5.820	-0.005
271.000	-5.420	-0.004
272.000	-5.020	-0.007
273.000	-4.820	-0.006
274.000	-4.620	-0.005
275.000	-4.120	-0.005
276.000	-3.920	-0.010
277.000	-3.720	-0.005
278.000	-3.120	-0.010
279.000	-2.720	-0.008
280.000	-2.520	-0.005
281.000	-1.920	-0.009
282.000	-1.720	-0.007
283.000	-1.520	-0.005
284.000	-1.020	-0.007
285.000	-0.620	-0.009
286.000	0.080	-0.006
287.000	0.380	-0.008
288.000	0.580	-0.007
289.000	1.080	-0.003
290.000	1.280	-0.010
291.000	1.580	-0.007
292.000	1.780	-0.009
293.000	2.380	-0.006
294.000	3.380	-0.009
295.000	3.680	-0.008
296.000	3.880	-0.008
297.000	4.180	-0.009
298.000	4.580	-0.008
299.000	4.980	-0.007
300.000	5.380	-0.010
301.000	5.580	-0.009
302.000	6.180	-0.006
303.000	6.580	-0.009
304.000	6.880	-0.005
305.000	7.180	-0.011
306.000	7.580	-0.011
307.000	7.880	-0.010
308.000	8.380	-0.008
309.000	8.580	-0.009
310.000	8.980	-0.006
311.000	9.580	-0.008
312.000	9.880	-0.010
313.000	10.280	-0.011
314.000	10.480	-0.010
315.000	10.880	-0.010
316.000	11.180	-0.010
317.000	11.680	-0.008
318.000	12.180	-0.009
319.000	12.480	-0.009
320.000	12.880	-0.010
321.000	13.280	-0.007
322.000	13.580	-0.009
323.000	13.780	-0.010
324.000	14.180	-0.009
325.000	14.680	-0.009
326.000	15.080	-0.007
327.000	15.780	-0.004
328.000	16.080	-0.008
329.000	16.280	-0.008
330.000	16.680	-0.006
331.000	16.980	-0.008
332.000	17.280	-0.009
333.000	17.680	-0.006
334.000	18.180	-0.007
335.000	18.780	-0.006
336.000	19.180	-0.008
337.000	19.380	-0.007
338.000	19.780	-0.004
339.000	20.180	-0.007
340.000	20.480	-0.009
341.000	20.980	-0.009
342.000	21.280	-0.007
343.000	21.680	-0.005
344.000	22.180	-0.008
345.000	22.480	-0.006
346.000	22.680	-0.007
347.000	22.980	-0.004
348.000	23.380	-0.008
349.000	23.980	-0.005
350.000	24.280	-0.008
351.000	24.780	-0.010
352.000	25.080	-0.007
353.000	25.380	-0.007
354.000	25.680	-0.009
355.000	26.080	-0.006
356.000	26.280	-0.006
357.000	26.580	-0.006
358.000	26.980	-0.006
359.000	27.580	-0.007
360.000	27.680	-0.009
361.000	28.080	-0.008
362.000	28.380	-0.009
363.000	28.780	-0.009
364.000	28.980	-0.008
365.000	29.180	-0.011
366.000	29.480	-0.008
367.000	29.780	-0.008
368.000	30.380	-0.008
369.000	30.680	-0.009
370.000	31.080	-0.007
371.000	31.480	-0.009
372.000	31.580	-0.010
373.000	32.080	-0.008
374.000	32.180	-0.009
375.000	32.580	-0.007
376.000	32.880	-0.008
377.000	33.280	-0.007
378.000	33.580	-0.007
379.000	33.980	-0.009
380.000	34.180	-0.011
381.000	34.580	-0.009
382.000	34.880	-0.008
383.000	35.080	-0.010
384.000	35.680	-0.009
385.000	35.880	-0.009
386.000	36.280	-0.010
387.000	36.980	-0.008
388.000	37.280	-0.006
389.000	37.480	-0.009
390.000	37.980	-0.008
391.000	38.180	-0.007
392.000	38.580	-0.009
393.000	38.880	-0.008
394.000	39.280	-0.009
395.000	39.880	-0.007
