# Title: Diode Laser Frequency Scan of 3d_3/2 -> 27f w/o static or MW
# Note:	Frequency Scan at n=27. No Static, no PM, no MW. Testing a close up scan.
# Type:	Frequency
# Hittite Freq:	185511.7 MHz
# Hittite: Power	14 dBm
# Laser Freq:	NaN
# Laser Mod:	NaN
# Laser Mod Attn:	MAX
# MW Attn:	MAX
# Delay:	1000 ns
# MW Off:	Laser + 100 ns
# Top w/o Static:	+4.4 mV
# Static:	0 V
# Static Off:	NaN
i	f	n	nb	s	sb
37.000	-4511.220	1.000	0.000	0.035	0.020
38.000	-4511.220	1.000	0.000	0.040	0.020
39.000	-4511.220	1.000	0.000	0.044	0.020
40.000	-4511.220	1.000	0.000	0.035	0.020
41.000	-4511.220	1.000	0.000	0.034	0.020
42.000	-4511.220	1.000	0.000	0.036	0.020
43.000	-4511.220	1.000	0.000	0.039	0.020
44.000	-4511.220	1.000	0.000	0.039	0.020
45.000	-4511.220	1.000	0.000	0.043	0.020
46.000	-4511.220	1.000	0.000	0.035	0.020
47.000	-4511.220	1.000	0.000	0.043	0.020
48.000	-4511.220	1.000	0.000	0.040	0.020
49.000	-4511.220	1.000	0.000	0.041	0.020
50.000	-4511.220	1.000	0.000	0.049	0.020
51.000	-4511.220	1.000	0.000	0.046	0.020
52.000	-4511.220	1.000	0.000	0.046	0.020
53.000	-4511.220	1.000	0.000	0.043	0.020
54.000	-4511.220	1.000	0.000	0.054	0.020
55.000	-4511.220	1.000	0.000	0.050	0.020
56.000	-4511.220	1.000	0.000	0.051	0.020
57.000	-4511.220	1.000	0.000	0.054	0.020
58.000	-4511.220	1.000	0.000	0.053	0.020
59.000	-4511.120	1.000	0.000	0.060	0.020
60.000	-4511.220	1.000	0.000	0.047	0.020
61.000	-4511.120	1.000	0.000	0.066	0.020
62.000	-4511.120	1.000	0.000	0.060	0.020
63.000	-4511.120	1.000	0.000	0.061	0.020
64.000	-4511.120	1.000	0.000	0.062	0.020
65.000	-4511.120	1.000	0.000	0.054	0.020
66.000	-4511.120	1.000	0.000	0.063	0.020
67.000	-4511.120	1.000	0.000	0.066	0.020
68.000	-4511.120	1.000	0.000	0.057	0.020
69.000	-4511.120	1.000	0.000	0.066	0.020
70.000	-4511.120	1.000	0.000	0.076	0.020
71.000	-4511.120	1.000	0.000	0.076	0.020
72.000	-4511.120	1.000	0.000	0.073	0.020
73.000	-4511.120	1.000	0.000	0.069	0.020
74.000	-4511.120	1.000	0.000	0.078	0.020
75.000	-4511.120	1.000	0.000	0.076	0.020
76.000	-4511.120	1.000	0.000	0.083	0.020
77.000	-4511.120	1.000	0.000	0.092	0.020
78.000	-4511.120	1.000	0.000	0.103	0.020
79.000	-4511.020	1.000	0.000	0.081	0.020
80.000	-4511.020	1.000	0.000	0.087	0.020
81.000	-4511.020	1.000	0.000	0.095	0.020
82.000	-4511.020	1.000	0.000	0.117	0.020
83.000	-4511.020	1.000	0.000	0.109	0.020
84.000	-4511.020	1.000	0.000	0.118	0.020
85.000	-4511.020	1.000	0.000	0.132	0.020
86.000	-4511.020	1.000	0.000	0.137	0.020
87.000	-4511.020	1.000	0.000	0.142	0.020
88.000	-4511.020	1.000	0.000	0.146	0.020
89.000	-4511.020	1.000	0.000	0.181	0.020
90.000	-4511.020	1.000	0.000	0.196	0.020
91.000	-4510.920	1.000	0.000	0.233	0.020
92.000	-4510.920	1.000	0.000	0.283	0.020
93.000	-4510.920	1.000	0.000	0.367	0.020
94.000	-4510.920	1.000	0.000	0.394	0.020
95.000	-4510.920	1.000	0.000	0.420	0.020
96.000	-4510.920	1.000	0.000	0.446	0.020
97.000	-4510.920	1.000	0.000	0.422	0.020
98.000	-4510.920	1.000	0.000	0.350	0.020
99.000	-4510.920	1.000	0.000	0.327	0.020
100.000	-4510.920	1.000	0.000	0.267	0.020
101.000	-4510.920	1.000	0.000	0.204	0.020
102.000	-4510.920	1.000	0.000	0.176	0.020
103.000	-4510.920	1.000	0.000	0.179	0.020
104.000	-4510.920	1.000	0.000	0.156	0.020
105.000	-4510.920	1.000	0.000	0.147	0.020
106.000	-4510.920	1.000	0.000	0.134	0.020
107.000	-4510.920	1.000	0.000	0.127	0.020
108.000	-4510.920	1.000	0.000	0.122	0.020
109.000	-4510.820	1.000	0.000	0.110	0.020
110.000	-4510.820	1.000	0.000	0.111	0.020
111.000	-4510.820	1.000	0.000	0.104	0.020
112.000	-4510.820	1.000	0.000	0.101	0.020
113.000	-4510.820	1.000	0.000	0.095	0.020
114.000	-4510.820	1.000	0.000	0.081	0.020
115.000	-4510.820	1.000	0.000	0.083	0.020
116.000	-4510.820	1.000	0.000	0.083	0.020
117.000	-4510.820	1.000	0.000	0.073	0.020
118.000	-4510.820	1.000	0.000	0.081	0.020
119.000	-4510.820	1.000	0.000	0.072	0.020
120.000	-4510.820	1.000	0.000	0.071	0.020
121.000	-4510.820	1.000	0.000	0.068	0.020
122.000	-4510.820	1.000	0.000	0.066	0.020
123.000	-4510.820	1.000	0.000	0.054	0.020
124.000	-4510.820	1.000	0.000	0.065	0.020
125.000	-4510.820	1.000	0.000	0.053	0.020
126.000	-4510.820	1.000	0.000	0.049	0.020
127.000	-4510.820	1.000	0.000	0.060	0.020
128.000	-4510.720	1.000	0.000	0.057	0.020
129.000	-4510.720	1.000	0.000	0.055	0.020
130.000	-4510.720	1.000	0.000	0.056	0.020
131.000	-4510.720	1.000	0.000	0.055	0.020
132.000	-4510.720	1.000	0.000	0.050	0.020
133.000	-4510.720	1.000	0.000	0.055	0.020
134.000	-4510.720	1.000	0.000	0.047	0.020
135.000	-4510.720	1.000	0.000	0.045	0.020
136.000	-4510.720	1.000	0.000	0.040	0.020
137.000	-4510.720	1.000	0.000	0.044	0.020
138.000	-4510.720	1.000	0.000	0.046	0.020
139.000	-4510.720	1.000	0.000	0.042	0.020
140.000	-4510.720	1.000	0.000	0.040	0.020
141.000	-4510.720	1.000	0.000	0.037	0.020
142.000	-4510.720	1.000	0.000	0.033	0.020
143.000	-4510.720	1.000	0.000	0.032	0.020
144.000	-4510.720	1.000	0.000	0.039	0.020
145.000	-4510.720	1.000	0.000	0.030	0.020
146.000	-4510.720	1.000	0.000	0.038	0.020
147.000	-4510.720	1.000	0.000	0.034	0.020
148.000	-4510.720	1.000	0.000	0.032	0.020
149.000	-4510.720	1.000	0.000	0.033	0.020
150.000	-4510.720	1.000	0.000	0.028	0.020
151.000	-4510.720	1.000	0.000	0.032	0.020
152.000	-4510.720	1.000	0.000	0.035	0.020
153.000	-4510.720	1.000	0.000	0.029	0.020
154.000	-4510.720	1.000	0.000	0.031	0.020
155.000	-4510.720	1.000	0.000	0.027	0.020
156.000	-4510.620	1.000	0.000	0.033	0.020
157.000	-4510.620	1.000	0.000	0.029	0.020
158.000	-4510.620	1.000	0.000	0.029	0.020
159.000	-4510.620	1.000	0.000	0.031	0.020
160.000	-4510.620	1.000	0.000	0.030	0.020
161.000	-4510.620	1.000	0.000	0.034	0.020
162.000	-4510.620	1.000	0.000	0.032	0.020
163.000	-4510.620	1.000	0.000	0.031	0.020
164.000	-4510.620	1.000	0.000	0.027	0.020
165.000	-4510.620	1.000	0.000	0.028	0.020
166.000	-4510.620	1.000	0.000	0.029	0.020
167.000	-4510.620	1.000	0.000	0.031	0.020
168.000	-4510.620	1.000	0.000	0.028	0.020
169.000	-4510.620	1.000	0.000	0.030	0.020
170.000	-4510.620	1.000	0.000	0.029	0.020
171.000	-4510.520	1.000	0.000	0.031	0.020
172.000	-4510.520	1.000	0.000	0.026	0.020
173.000	-4510.520	1.000	0.000	0.028	0.020
174.000	-4510.520	1.000	0.000	0.028	0.020
175.000	-4510.520	1.000	0.000	0.026	0.020
176.000	-4510.520	1.000	0.000	0.029	0.020
177.000	-4510.520	1.000	0.000	0.023	0.020
178.000	-4510.520	1.000	0.000	0.026	0.020
179.000	-4510.520	1.000	0.000	0.032	0.020
180.000	-4510.520	1.000	0.000	0.025	0.020
181.000	-4510.520	1.000	0.000	0.027	0.020
182.000	-4510.520	1.000	0.000	0.029	0.020
183.000	-4510.520	1.000	0.000	0.025	0.020
184.000	-4510.520	1.000	0.000	0.024	0.020
185.000	-4510.520	1.000	0.000	0.026	0.020
186.000	-4510.520	1.000	0.000	0.030	0.020
187.000	-4510.420	1.000	0.000	0.030	0.020
188.000	-4510.420	1.000	0.000	0.024	0.020
189.000	-4510.420	1.000	0.000	0.026	0.020
190.000	-4510.420	1.000	0.000	0.024	0.020
191.000	-4510.420	1.000	0.000	0.026	0.020
192.000	-4510.420	1.000	0.000	0.024	0.020
193.000	-4510.420	1.000	0.000	0.023	0.020
194.000	-4510.420	1.000	0.000	0.027	0.020
195.000	-4510.420	1.000	0.000	0.026	0.020
196.000	-4510.420	1.000	0.000	0.028	0.020
197.000	-4510.420	1.000	0.000	0.028	0.020
198.000	-4510.420	1.000	0.000	0.027	0.020
199.000	-4510.420	1.000	0.000	0.027	0.020
200.000	-4510.420	1.000	0.000	0.026	0.019
